id	关卡名策划看	关卡类型(1-战斗，2-约会，3-城市约会，11-卡巴拉活动关卡)	玩法模式(1-常规，2-飞行，3-撞击，约会关卡不填)	前置关卡id	是否为free关	约会ID(读取约会表中的ID)	剧情简介	每卷最后1个主线剧情关卡(填1做标识)	关卡点位(1个wave中每个关卡布局点)	所属关卡组ID	精灵限定类型(0-无限定/禁用；1-不能编入自己的精灵；2-可以编入自己的精灵；3-禁用精灵；)	限定精灵ID(读取heroLimitforDungeon表ID)	禁用精灵ID(读取hero表中ID)	刷怪组id	关卡脚本	关卡步骤表ID（完全由编辑器生成的关卡不填）	背景音乐	显示顺序	难度	地图摄像机修正Z	地图摄像机修正X(x1-x2，x1为向左扩大，x2为向右扩大)	关卡时长	关卡名字（暂时没用此字段）	关卡简名（获取系统用）	关卡分级名字	关卡图标	关卡图标上奖励展示	关卡图片	关卡图片(约会关卡用此字段配置关卡场景展示缩略图)	关卡限定属性(1普攻伤害降低且技能伤害提高，2普攻伤害提高且技能伤害降低，后续扩展)	限定对象类型(1角色，2助战伙伴，3所有怪物(包含Boss)，4特指Boss，5普通怪物，6精英怪物)	限定属性描述	刷怪备注(策划看)	通关条件类型(1歼灭，2生存，3击杀具体怪物，4击杀怪物类型，5击杀怪物数量，6防守)	通关条件参数(歼灭不填，生存x秒内存活，怪物ID及数量x，怪物敌人类型及数量x，怪物总量x)	通关条件描述	通关条件开场描述	挑战类型(1通关，2连击数，3通关时间小于，4损失血量低于x%，5死亡人数小于x，6受击次数小于x，7倒地次数小于x，8使用x次觉醒技能，9使用角色出场技击败x个敌人，10选择一个助战角色，11队伍中包含某角色，12每x秒至少击杀1名敌人，13队伍中所有精灵使用技能总次数不超过x，14队伍中不能有精灵阵亡，21-达到约会评分等级，22-完成特定结局)	挑战参数（类型为1通关时，参数配置为1）	挑战描述	首通奖励展示	关卡掉落展示	进入等级	消耗资源	可进入次数	是否可以开启决斗模式	开启决斗模式消耗资源	决斗模式奖励倍数	决斗模式下的怪物技能	是否可以一次性挑战多次	快速挑战参数{挑战次数:解锁星星条件}	奖励	首通奖励	是否播放关卡开场默认动作	是否播放胜利动作
205416	第5章困难4-1	1	1	105421-205315					[29,[1,2]]	5004				2411-2412-2413-2414	3_S2L4		sound/battle_sound/battle_001.mp3	1	2			300				icon/fuben/levelIcon/Dating/jiaoshiyibanpohuai.png								1	[[3]]	300801	300816	2-6-11	15-30-110101	300052-300056-300061	510215-510102-510152	510215-510106-510102-510152-220009	1	{500004:20}	3	1	{570031:1}	2	1001	1	{1:0,2:2,3:3}	60220516	60120516	1	1
205417	第5章困难4-2	1	1	105421-205416					[44,[4]]	5004				2411-2412-2413-2414	3_S2L4		sound/battle_sound/battle_001.mp3	2	2			300				icon/fuben/levelIcon/Dungeon/xinshouguanqia_1.png								1	[[3]]	300801	300816	2-6-11	15-30-110101	300052-300056-300061	510216-510102-510152	510216-220024-510102-510152-220009	1	{500004:20}	3	1	{570031:1}	2	1001	1	{1:0,2:2,3:3}	60220517	60120517	1	1
205418	第5章困难4-3	1	1	105421-205417					[20,[3]]	5004				2411-2412-2413-2414	3_S2L4		sound/battle_sound/battle_001.mp3	3	2			300				icon/fuben/levelIcon/Dating/zhihuibu.png								1	[[3]]	300801	300816	2-6-11	15-30-110101	300052-300056-300061	510209-510102-510152	510209-570002-510102-510152-220009	1	{500004:20}	3	1	{570031:1}	2	1001	1	{1:0,2:2,3:3}	60220518	60120518	1	1
205419	第5章困难4-4	1	1	105421-205418					[48,[4]]	5004				2411-2412-2413-2414	3_S2L4		sound/battle_sound/battle_001.mp3	4	2			300				icon/fuben/levelIcon/Dating/jiaoshiyibanpohuai.png								1	[[3]]	300801	300816	2-6-11	15-30-110101	300052-300056-300061	510210-510102-510152	510210-510223-510102-510152-220009	1	{500004:20}	3	1	{570031:1}	2	1001	1	{1:0,2:2,3:3}	60220519	60120519	1	1
205420	第5章困难4-5	1	1	105421-205419					[37,[1,2]]	5004				2411-2412-2413-2414	3_S2L4		sound/battle_sound/battle_001.mp3	5	2			300				icon/fuben/levelIcon/Dungeon/pohuaijiaoshi_3.png								1	[[3]]	300801	300816	2-6-11	15-30-110101	300052-300056-300061	510312-510102-510152	510211-510311-510102-510152-220009	1	{500004:20}	3	1	{570031:1}	2	1001	1	{1:0,2:2,3:3}	60220520	60120520	1	1
206101	第6章困难1-1	1	1	106423-205420					[29,[5,6]]	6001				2411-2412-2413-2414	3_S2L4		sound/battle_sound/battle_001.mp3	1	2			300	300301			icon/fuben/levelIcon/Dungeon/xinshouguanqia_1.png		scene/bg/bg_fuben_xuexiao.png	scene/bg/bg_zhunbei_xuexiao.png					1	[[3]]	300801	300816	2-6-11	15-30-110101	300052-300056-300061	510220-510103-510153	510220-510106-510103-510153-220009	1	{500004:22}	3	1	{570031:1}	2	1001	1	{1:0,2:2,3:3}	60220601	60120601	1	1
206102	第6章困难1-2	1	1	106423-206101					[18,[3]]	6001				2411-2412-2413-2414	3_S2L4		sound/battle_sound/battle_001.mp3	2	2			300	300302			icon/fuben/levelIcon/Dating/zhihuibu.png		scene/bg/bg_fuben_pohuaixiaowai.png	scene/bg/bg_zhunbei_pohuaixiaowai.png				常规+常规+循环	1	[[3]]	300801	300816	2-6-11	15-30-110101	300052-300056-300061	510221-510103-510153	510221-220025-510103-510153-220009	1	{500004:22}	3	1	{570031:1}	2	1001	1	{1:0,2:2,3:3}	60220602	60120602	1	1
206103	第6章困难1-3	1	1	106423-206102					[46,[4]]	6001				2411-2412-2413-2414	3_S2L4		sound/battle_sound/battle_001.mp3	3	2			300	300303			icon/fuben/levelIcon/Dating/jiaoshiyibanpohuai.png		scene/bg/bg_fuben_zhengchangditie.png	scene/bg/bg_zhunbei_zhengchangditie.png	8001	1	300901		1	[[3]]	300801	300816	2-6-11	15-30-110101	300052-300056-300061	510222-510103-510153	510222-570002-510103-510153-220009	1	{500004:22}	3	1	{570031:1}	2	1001	1	{1:0,2:2,3:3}	60220603	60120603	1	1
206104	第6章困难1-4	1	1	106423-206103					[22,[3]]	6001				2411-2412-2413-2414	3_S2L4		sound/battle_sound/battle_001.mp3	4	2			300	300304			icon/fuben/levelIcon/Dungeon/pohuaijiaoshi_3.png		scene/bg/bg_fuben_ditie.png	scene/bg/bg_zhunbei_ditie.png				常规+极限	1	[[3]]	300801	300816	2-6-11	15-30-110101	300052-300056-300061	510223-510103-510153	510223-510232-510103-510153-220009	1	{500004:22}	3	1	{570031:1}	2	1001	1	{1:0,2:2,3:3}	60220604	60120604	1	1
206105	第6章困难1-5	1	1	106423-206104					[37,[1,2]]	6001				2411-2412-2413-2414	3_S2L4		sound/battle_sound/battle_001.mp3	5	2			300	300305			icon/fuben/levelIcon/Dungeon/pohuaijiaoshi_1.png		scene/bg/bg_fuben_pohuaiputongjiedao.png	scene/bg/bg_zhunbei_pohuaiputongjiedao.png					1	[[3]]	300801	300816	2-6-11	15-30-110101	300052-300056-300061	510314-510103-510153	510224-510314-510103-510153-220009	1	{500004:22}	3	1	{570031:1}	2	1001	1	{1:0,2:2,3:3}	60220605	60120605	1	1
206206	第6章困难2-1	1	1	106423-206105					[29,[1,2]]	6002				2411-2412-2413-2414	3_S2L4		sound/battle_sound/battle_001.mp3	1	2			300	300301			icon/fuben/levelIcon/Dungeon/xinshouguanqia_1.png		scene/bg/bg_fuben_xuexiao.png	scene/bg/bg_zhunbei_xuexiao.png	8007	3	300907		1	[[3]]	300801	300816	2-6-11	15-30-110101	300052-300056-300061	510217-510103-510153	510217-510106-510103-510153-220009	1	{500004:22}	3	1	{570031:1}	2	1001	1	{1:0,2:2,3:3}	60220606	60120606	1	1
206207	第6章困难2-2	1	1	106423-206206					[44,[4]]	6002				2411-2412-2413-2414	3_S2L4		sound/battle_sound/battle_001.mp3	2	2			300	300302			icon/fuben/levelIcon/Dating/zhihuibu.png		scene/bg/bg_fuben_zhengchangditie.png	scene/bg/bg_zhunbei_zhengchangditie.png				常规+循环	1	[[3]]	300801	300816	2-6-11	15-30-110101	300052-300056-300061	510218-510103-510153	510218-220026-510103-510153-220009	1	{500004:22}	3	1	{570031:1}	2	1001	1	{1:0,2:2,3:3}	60220607	60120607	1	1
206208	第6章困难2-3	1	1	106423-206207					[20,[3]]	6002				2411-2412-2413-2414	3_S2L4		sound/battle_sound/battle_001.mp3	3	2			300	300303			icon/fuben/levelIcon/Dating/jiaoshiyibanpohuai.png		scene/bg/bg_fuben_pohuaixiaowai.png	scene/bg/bg_zhunbei_pohuaixiaowai.png					1	[[3]]	300801	300816	2-6-11	15-30-110101	300052-300056-300061	510219-510103-510153	510219-570002-510103-510153-220009	1	{500004:22}	3	1	{570031:1}	2	1001	1	{1:0,2:2,3:3}	60220608	60120608	1	1
206209	第6章困难2-4	1	1	106423-206208					[48,[4]]	6002				2411-2412-2413-2414	3_S2L4		sound/battle_sound/battle_001.mp3	4	2			300	300304			icon/fuben/levelIcon/Dungeon/xinshouguanqia_1.png		scene/bg/bg_fuben_ditie.png	scene/bg/bg_zhunbei_ditie.png				定时	1	[[3]]	300801	300816	2002-6-11	15-30-110101	300052-300056-300061	510220-510103-510153	510220-510225-510103-510153-220009	1	{500004:22}	3	1	{570031:1}	2	1001	1	{1:0,2:2,3:3}	60220609	60120609	1	1
206210	第6章困难2-5	1	1	106423-206209					[37,[1,2]]	6002				2411-2412-2413-2414	3_S2L4		sound/battle_sound/battle_001.mp3	5	2			300	300305			icon/fuben/levelIcon/Dating/zhihuibu.png		scene/bg/bg_fuben_pohuaiputongjiedao.png	scene/bg/bg_zhunbei_pohuaiputongjiedao.png	8003	3	300903		1	[[3]]	300801	300816	2-6-11	15-30-110101	300052-300056-300061	510314-510103-510153	510221-510314-510103-510153-220009	1	{500004:22}	3	1	{570031:1}	2	1001	1	{1:0,2:2,3:3}	60220610	60120610	1	1
206311	第6章困难3-1	1	1	106423-206210					[29,[1,2]]	6003				2411-2412-2413-2414	3_S2L4		sound/battle_sound/battle_001.mp3	1	2			300	300301			icon/fuben/levelIcon/Dating/jiaoshiyibanpohuai.png		scene/bg/bg_fuben_pohuaixiaowai.png	scene/bg/bg_zhunbei_pohuaixiaowai.png					1	[[3]]	300801	300816	2-6-11	15-30-110101	300052-300056-300061	510222-510103-510153	510222-510106-510103-510153-220009	1	{500004:22}	3	1	{570031:1}	2	1001	1	{1:0,2:2,3:3}	60220611	60120611	1	1
206212	第6章困难3-2	1	1	106423-206311					[44,[4]]	6003				2411-2412-2413-2414	3_S2L4		sound/battle_sound/battle_001.mp3	2	2			300	300302			icon/fuben/levelIcon/Dungeon/pohuaijiaoshi_3.png		scene/bg/bg_fuben_ditie.png	scene/bg/bg_zhunbei_ditie.png				定时(怪物易进攻)	1	[[3]]	300801	300816	2-6-11	15-30-110101	300052-300056-300061	510223-510103-510153	510223-220027-510103-510153-220009	1	{500004:22}	3	1	{570031:1}	2	1001	1	{1:0,2:2,3:3}	60220612	60120612	1	1
206313	第6章困难3-3	1	1	106423-206212					[20,[3]]	6003				2411-2412-2413-2414	3_S2L4		sound/battle_sound/battle_001.mp3	3	2			300	300303			icon/fuben/levelIcon/Dungeon/pohuaijiaoshi_1.png		scene/bg/bg_fuben_xuexiao.png	scene/bg/bg_zhunbei_xuexiao.png					1	[[3]]	300801	300816	2-6-11	15-30-110101	300052-300056-300061	510224-510103-510153	510224-570002-510103-510153-220009	1	{500004:22}	3	1	{570031:1}	2	1001	1	{1:0,2:2,3:3}	60220613	60120613	1	1
206314	第6章困难3-4	1	1	106423-206313					[48,[4]]	6003				2411-2412-2413-2414	3_S2L4		sound/battle_sound/battle_001.mp3	4	2			300	300304			icon/fuben/levelIcon/Dungeon/xinshouguanqia_1.png		scene/bg/bg_fuben_pohuaiputongjiedao.png	scene/bg/bg_zhunbei_pohuaiputongjiedao.png	8008	1	300908	常规+循环	1	[[3]]	300801	300816	2-6-11	15-30-110101	300052-300056-300061	510217-510103-510153	510217-510226-510103-510153-220009	1	{500004:22}	3	1	{570031:1}	2	1001	1	{1:0,2:2,3:3}	60220614	60120614	1	1
206315	第6章困难3-5	1	1	106423-206314					[24,[3]]	6003				2411-2412-2413-2414	3_S2L4		sound/battle_sound/battle_001.mp3	5	2			300	300305			icon/fuben/levelIcon/Dungeon/xinshouguanqia_1.png		scene/bg/bg_fuben_zhengchangditie.png	scene/bg/bg_zhunbei_zhengchangditie.png					1	[[3]]	300801	300816	2-6-11	15-30-110101	300052-300056-300061	510314-510103-510153	510218-510314-510103-510153-220009	1	{500004:22}	3	1	{570031:1}	2	1001	1	{1:0,2:2,3:3}	60220615	60120615	1	1
206416	第6章困难4-1	1	1	106423-206315					[29,[5,6]]	6004				2411-2412-2413-2414	3_S2L4		sound/battle_sound/battle_001.mp3	1	2			300	300301			icon/fuben/levelIcon/Dating/zhihuibu.png		scene/bg/bg_fuben_pohuaixiaowai.png	scene/bg/bg_zhunbei_pohuaixiaowai.png					1	[[3]]	300801	300816	2-6-11	15-30-110101	300052-300056-300061	510219-510103-510153	510219-510106-510103-510153-220009	1	{500004:22}	3	1	{570031:1}	2	1001	1	{1:0,2:2,3:3}	60220616	60120616	1	1
206417	第6章困难4-2	1	1	106423-206416					[18,[3]]	6004				2411-2412-2413-2414	3_S2L4		sound/battle_sound/battle_001.mp3	2	2			300	300302			icon/fuben/levelIcon/Dating/jiaoshiyibanpohuai.png		scene/bg/bg_fuben_ditie.png	scene/bg/bg_zhunbei_ditie.png				定时(怪物易进攻)	1	[[3]]	300801	300816	2-6-11	15-30-110101	300052-300056-300061	510220-510103-510153	510220-220028-510103-510153-220009	1	{500004:22}	3	1	{570031:1}	2	1001	1	{1:0,2:2,3:3}	60220617	60120617	1	1
206418	第6章困难4-3	1	1	106423-206417					[46,[4]]	6004				2411-2412-2413-2414	3_S2L4		sound/battle_sound/battle_001.mp3	3	2			300	300303			icon/fuben/levelIcon/Dungeon/pohuaijiaoshi_3.png		scene/bg/bg_fuben_xuexiao.png	scene/bg/bg_zhunbei_xuexiao.png					1	[[3]]	300801	300816	2-6-11	15-30-110101	300052-300056-300061	510221-510103-510153	510221-570002-510103-510153-220009	1	{500004:22}	3	1	{570031:1}	2	1001	1	{1:0,2:2,3:3}	60220618	60120618	1	1
206419	第6章困难4-4	1	1	106423-206418					[22,[3]]	6004				2411-2412-2413-2414	3_S2L4		sound/battle_sound/battle_001.mp3	4	2			300	300304			icon/fuben/levelIcon/Dungeon/pohuaijiaoshi_1.png		scene/bg/bg_fuben_pohuaiputongjiedao.png	scene/bg/bg_zhunbei_pohuaiputongjiedao.png	8008	1	300908	常规+循环	1	[[3]]	300801	300816	2002-6-11	15-30-110101	300052-300056-300061	510222-510103-510153	510222-510227-510103-510153-220009	1	{500004:22}	3	1	{570031:1}	2	1001	1	{1:0,2:2,3:3}	60220619	60120619	1	1
206420	第6章困难4-5	1	1	106423-206419					[50,[4]]	6004				2411-2412-2413-2414	3_S2L4		sound/battle_sound/battle_001.mp3	5	2			300	300305			icon/fuben/levelIcon/Dungeon/xinshouguanqia_1.png		scene/bg/bg_fuben_zhengchangditie.png	scene/bg/bg_zhunbei_zhengchangditie.png					1	[[3]]	300801	300816	2-6-11	15-30-110101	300052-300056-300061	510314-510103-510153	510223-510314-510103-510153-220009	1	{500004:22}	3	1	{570031:1}	2	1001	1	{1:0,2:2,3:3}	60220620	60120620	1	1
207101	第7章困难1-1	1	1	107528-206420					[29,[1,2]]	7001				2411-2412-2413-2414	3_S2L4		sound/battle_sound/battle_001.mp3	1	2			300	300301			icon/fuben/levelIcon/Dungeon/xinshouguanqia_1.png		scene/bg/bg_fuben_xuexiao.png	scene/bg/bg_zhunbei_xuexiao.png				常规+极限	1	[[3]]	300801	300816	2-6-11	15-30-110101	300052-300056-300061	510224-510103-510153	510224-510106-510103-510153-220009	1	{500004:24}	3	1	{570031:1}	2	1001	1	{1:0,2:2,3:3}	60220701	60120701	1	1
207102	第7章困难1-2	1	1	107528-207101					[44,[4]]	7001				2411-2412-2413-2414	3_S2L4		sound/battle_sound/battle_001.mp3	2	2			300	300302			icon/fuben/levelIcon/Dating/zhihuibu.png		scene/bg/bg_fuben_ditie.png	scene/bg/bg_zhunbei_ditie.png	8005	3	300905		1	[[3]]	300801	300816	2-6-11	15-30-110101	300052-300056-300061	510217-510103-510153	510217-220029-510103-510153-220009	1	{500004:24}	3	1	{570031:1}	2	1001	1	{1:0,2:2,3:3}	60220702	60120702	1	1
207103	第7章困难1-3	1	1	107528-207102					[20,[3]]	7001				2411-2412-2413-2414	3_S2L4		sound/battle_sound/battle_001.mp3	3	2			300	300303			icon/fuben/levelIcon/Dating/jiaoshiyibanpohuai.png		scene/bg/bg_fuben_pohuaixiaowai.png	scene/bg/bg_zhunbei_pohuaixiaowai.png				循环	1	[[3]]	300801	300816	2-6-11	15-30-110101	300052-300056-300061	510218-510103-510153	510218-570002-510103-510153-220009	1	{500004:24}	3	1	{570031:1}	2	1001	1	{1:0,2:2,3:3}	60220703	60120703	1	1
207104	第7章困难1-4	1	1	107528-207103					[48,[4]]	7001				2411-2412-2413-2414	3_S2L4		sound/battle_sound/battle_001.mp3	4	2			300	300304			icon/fuben/levelIcon/Dungeon/pohuaijiaoshi_3.png		scene/bg/bg_fuben_ditie.png	scene/bg/bg_zhunbei_ditie.png					1	[[3]]	300801	300816	2-6-11	15-30-110101	300052-300056-300061	510219-510103-510153	510219-510228-510103-510153-220009	1	{500004:24}	3	1	{570031:1}	2	1001	1	{1:0,2:2,3:3}	60220704	60120704	1	1
207105	第7章困难1-5	1	1	107528-207104					[37,[1,2]]	7001				2411-2412-2413-2414	3_S2L4		sound/battle_sound/battle_001.mp3	5	2			300	300305			icon/fuben/levelIcon/Dungeon/pohuaijiaoshi_1.png		scene/bg/bg_fuben_pohuaiputongjiedao.png	scene/bg/bg_zhunbei_pohuaiputongjiedao.png	8009	1	300909		1	[[3]]	300801	300816	2-6-11	15-30-110101	300052-300056-300061	510303-510103-510153	510220-510303-510103-510153-220009	1	{500004:24}	3	1	{570031:1}	2	1001	1	{1:0,2:2,3:3}	60220705	60120705	1	1
207206	第7章困难2-1	1	1	107528-207105					[29,[1,2]]	7002				2411-2412-2413-2414	3_S2L4		sound/battle_sound/battle_001.mp3	1	2			300	300301			icon/fuben/levelIcon/Dungeon/xinshouguanqia_1.png		scene/bg/bg_fuben_zhengchangditie.png	scene/bg/bg_zhunbei_zhengchangditie.png					1	[[3]]	300801	300816	2-6-11	15-30-110101	300052-300056-300061	510221-510103-510153	510221-510106-510103-510153-220009	1	{500004:24}	3	1	{570031:1}	2	1001	1	{1:0,2:2,3:3}	60220706	60120706	1	1
207207	第7章困难2-2	1	1	107528-207206					[44,[4]]	7002				2411-2412-2413-2414	3_S2L4		sound/battle_sound/battle_001.mp3	2	2			300	300302			icon/fuben/levelIcon/Dating/zhihuibu.png		scene/bg/bg_fuben_xuexiao.png	scene/bg/bg_zhunbei_xuexiao.png				常规+循环	1	[[3]]	300801	300816	2-6-11	15-30-110101	300052-300056-300061	510222-510103-510153	510222-220020-510103-510153-220009	1	{500004:24}	3	1	{570031:1}	2	1001	1	{1:0,2:2,3:3}	60220707	60120707	1	1
207208	第7章困难2-3	1	1	107528-207207					[20,[3]]	7002				2411-2412-2413-2414	3_S2L4		sound/battle_sound/battle_001.mp3	3	2			300	300303			icon/fuben/levelIcon/Dating/jiaoshiyibanpohuai.png		scene/bg/bg_fuben_xuexiao.png	scene/bg/bg_zhunbei_xuexiao.png	8003	3	300903		1	[[3]]	300801	300816	2-6-11	15-30-110101	300052-300056-300061	510223-510103-510153	510223-570002-510103-510153-220009	1	{500004:24}	3	1	{570031:1}	2	1001	1	{1:0,2:2,3:3}	60220708	60120708	1	1
207209	第7章困难2-4	1	1	107528-207208					[48,[4]]	7002				2411-2412-2413-2414	3_S2L4		sound/battle_sound/battle_001.mp3	4	2			300	300304			icon/fuben/levelIcon/Dungeon/xinshouguanqia_1.png		scene/bg/bg_fuben_ditie.png	scene/bg/bg_zhunbei_ditie.png				定时(怪物易进攻)	1	[[3]]	300801	300816	2-6-11	15-30-110101	300052-300056-300061	510224-510103-510153	510224-510229-510103-510153-220009	1	{500004:24}	3	1	{570031:1}	2	1001	1	{1:0,2:2,3:3}	60220709	60120709	1	1
207210	第7章困难2-5	1	1	107528-207209					[24,[3]]	7002				2411-2412-2413-2414	3_S2L4		sound/battle_sound/battle_001.mp3	5	2			300	300305			icon/fuben/levelIcon/Dating/zhihuibu.png		scene/bg/bg_fuben_pohuaiputongjiedao.png	scene/bg/bg_zhunbei_pohuaiputongjiedao.png					1	[[3]]	300801	300816	2-6-11	15-30-110101	300052-300056-300061	510303-510103-510153	510217-510313-510103-510153-220009	1	{500004:24}	3	1	{570031:1}	2	1001	1	{1:0,2:2,3:3}	60220710	60120710	1	1
207311	第7章困难3-1	1	1	107528-207210					[29,[5,6]]	7003				2411-2412-2413-2414	3_S2L4		sound/battle_sound/battle_001.mp3	1	2			300	300301			icon/fuben/levelIcon/Dating/jiaoshiyibanpohuai.png		scene/bg/bg_fuben_zhengchangditie.png	scene/bg/bg_zhunbei_zhengchangditie.png					1	[[3]]	300801	300816	2-6-11	15-30-110101	300052-300056-300061	510218-510103-510153	510218-510106-510103-510153-220009	1	{500004:24}	3	1	{570031:1}	2	1001	1	{1:0,2:2,3:3}	60220711	60120711	1	1
207212	第7章困难3-2	1	1	107528-207311					[18,[3]]	7003				2411-2412-2413-2414	3_S2L4		sound/battle_sound/battle_001.mp3	2	2			300	300302			icon/fuben/levelIcon/Dungeon/pohuaijiaoshi_3.png		scene/bg/bg_fuben_pohuaixiaowai.png	scene/bg/bg_zhunbei_pohuaixiaowai.png				极限	1	[[3]]	300801	300816	2-6-11	15-30-110101	300052-300056-300061	510219-510103-510153	510219-220021-510103-510153-220009	1	{500004:24}	3	1	{570031:1}	2	1001	1	{1:0,2:2,3:3}	60220712	60120712	1	1
207313	第7章困难3-3	1	1	107528-207212					[46,[4]]	7003				2411-2412-2413-2414	3_S2L4		sound/battle_sound/battle_001.mp3	3	2			300	300303			icon/fuben/levelIcon/Dungeon/pohuaijiaoshi_1.png		scene/bg/bg_fuben_xuexiao.png	scene/bg/bg_zhunbei_xuexiao.png	8006	3	300906		1	[[3]]	300801	300816	2-6-11	15-30-110101	300052-300056-300061	510220-510103-510153	510220-570002-510103-510153-220009	1	{500004:24}	3	1	{570031:1}	2	1001	1	{1:0,2:2,3:3}	60220713	60120713	1	1
207314	第7章困难3-4	1	1	107528-207313					[22,[3]]	7003				2411-2412-2413-2414	3_S2L4		sound/battle_sound/battle_001.mp3	4	2			300	300304			icon/fuben/levelIcon/Dungeon/xinshouguanqia_1.png		scene/bg/bg_fuben_pohuaiputongjiedao.png	scene/bg/bg_zhunbei_pohuaiputongjiedao.png	8002	1	300902	常规+循环	1	[[3]]	300801	300816	2-6-11	15-30-110101	300052-300056-300061	510221-510103-510153	510221-510230-510103-510153-220009	1	{500004:24}	3	1	{570031:1}	2	1001	1	{1:0,2:2,3:3}	60220714	60120714	1	1
207315	第7章困难3-5	1	1	107528-207314					[37,[1,2]]	7003				2411-2412-2413-2414	3_S2L4		sound/battle_sound/battle_001.mp3	5	2			300	300305			icon/fuben/levelIcon/Dating/jiaoshiyibanpohuai.png		scene/bg/bg_fuben_ditie.png	scene/bg/bg_zhunbei_ditie.png					1	[[3]]	300801	300816	2-6-11	15-30-110101	300052-300056-300061	510303-510103-510153	510222-510303-510103-510153-220009	1	{500004:24}	3	1	{570031:1}	2	1001	1	{1:0,2:2,3:3}	60220715	60120715	1	1
207416	第7章困难4-1	1	1	107528-207315					[29,[5,6]]	7004				2411-2412-2413-2414	3_S2L4		sound/battle_sound/battle_001.mp3	1	2			300				icon/fuben/levelIcon/Dating/zhihuibu.png								1	[[3]]	300801	300816	2-6-11	15-30-110101	300052-300056-300061	510223-510103-510153	510223-510106-510103-510153-220009	1	{500004:24}	3	1	{570031:1}	2	1001	1	{1:0,2:2,3:3}	60220716	60120716	1	1
207417	第7章困难4-2	1	1	107528-207416					[18,[3]]	7004				2411-2412-2413-2414	3_S2L4		sound/battle_sound/battle_001.mp3	2	2			300				icon/fuben/levelIcon/Dating/jiaoshiyibanpohuai.png								1	[[3]]	300801	300816	2-6-11	15-30-110101	300052-300056-300061	510224-510103-510153	510224-220022-510103-510153-220009	1	{500004:24}	3	1	{570031:1}	2	1001	1	{1:0,2:2,3:3}	60220717	60120717	1	1
207418	第7章困难4-3	1	1	107528-207417					[46,[4]]	7004				2411-2412-2413-2414	3_S2L4		sound/battle_sound/battle_001.mp3	3	2			300				icon/fuben/levelIcon/Dungeon/pohuaijiaoshi_3.png								1	[[3]]	300801	300816	2-6-11	15-30-110101	300052-300056-300061	510217-510103-510153	510217-570002-510103-510153-220009	1	{500004:24}	3	1	{570031:1}	2	1001	1	{1:0,2:2,3:3}	60220718	60120718	1	1
207419	第7章困难4-4	1	1	107528-207418					[22,[3]]	7004				2411-2412-2413-2414	3_S2L4		sound/battle_sound/battle_001.mp3	4	2			300				icon/fuben/levelIcon/Dungeon/pohuaijiaoshi_1.png								1	[[3]]	300801	300816	2-6-11	15-30-110101	300052-300056-300061	510218-510103-510153	510218-510231-510103-510153-220009	1	{500004:24}	3	1	{570031:1}	2	1001	1	{1:0,2:2,3:3}	60220719	60120719	1	1
207420	第7章困难4-5	1	1	107528-207419					[50,[4]]	7004				2411-2412-2413-2414	3_S2L4		sound/battle_sound/battle_001.mp3	5	2			300				icon/fuben/levelIcon/Dungeon/xinshouguanqia_1.png								1	[[3]]	300801	300816	2-6-11	15-30-110101	300052-300056-300061	510303-510103-510153	510219-510313-510103-510153-220009	1	{500004:24}	3	1	{570031:1}	2	1001	1	{1:0,2:2,3:3}	60220720	60120720	1	1
207521	第7章困难5-1	1	1	107528-207420					[29,[1,2]]	7005				2411-2412-2413-2414	3_S2L4		sound/battle_sound/battle_001.mp3	1	2			300				icon/fuben/levelIcon/Dating/zhihuibu.png								1	[[3]]	300801	300816	2-6-11	15-30-110101	300052-300056-300061	510220-510103-510153	510220-510106-510103-510153-220009	1	{500004:24}	3	1	{570031:1}	2	1001	1	{1:0,2:2,3:3}	60220721	60120721	1	1
207522	第7章困难5-2	1	1	107528-207521					[44,[4]]	7005				2411-2412-2413-2414	3_S2L4		sound/battle_sound/battle_001.mp3	2	2			300				icon/fuben/levelIcon/Dating/jiaoshiyibanpohuai.png								1	[[3]]	300801	300816	2-6-11	15-30-110101	300052-300056-300061	510221-510103-510153	510221-220023-510103-510153-220009	1	{500004:24}	3	1	{570031:1}	2	1001	1	{1:0,2:2,3:3}	60220722	60120722	1	1
207523	第7章困难5-3	1	1	107528-207522					[20,[3]]	7005				2411-2412-2413-2414	3_S2L4		sound/battle_sound/battle_001.mp3	3	2			300				icon/fuben/levelIcon/Dungeon/xinshouguanqia_1.png								1	[[3]]	300801	300816	2-6-11	15-30-110101	300052-300056-300061	510222-510103-510153	510222-570002-510103-510153-220009	1	{500004:24}	3	1	{570031:1}	2	1001	1	{1:0,2:2,3:3}	60220723	60120723	1	1
207524	第7章困难5-4	1	1	107528-207523					[48,[4]]	7005				2411-2412-2413-2414	3_S2L4		sound/battle_sound/battle_001.mp3	4	2			300				icon/fuben/levelIcon/Dating/zhihuibu.png								1	[[3]]	300801	300816	2-6-11	15-30-110101	300052-300056-300061	510223-510103-510153	510223-510232-510103-510153-220009	1	{500004:24}	3	1	{570031:1}	2	1001	1	{1:0,2:2,3:3}	60220724	60120724	1	1
