id	排序	所属日期（1~7分别对应周1~周日）	刷怪组id	关卡等级(刷出怪物的等级，不用刷怪器中的怪物等级)	难度(1-普通关卡，2-BOSS关卡)	关卡类型(1-Boss，2-精灵，3-精英，4-杂兵)	地图ID	关卡脚本	关卡步骤表ID（完全由编辑器生成的关卡不填）	关卡时长	地图摄像机修正	关卡限定属性(1普攻伤害降低且技能伤害提高，2普攻伤害提高且技能伤害降低，后续扩展)	限定对象类型(1角色，2助战伙伴，3所有怪物(包含Boss)，4特指Boss，5普通怪物，6精英怪物)	限定属性描述	通关条件类型(1歼灭，暂无其他通关条件类型)	通关条件参数	背景音乐	关卡掉落展示	进入等级	消耗资源	可进入次数	奖励	层数奖励	模式名字	模式描述	推荐攻略描述
101109	109	1	3000325-3000326-3000327	109	1	4	13-16	4_wujin_DEM002	101001	180		8104	1	300904	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641009	{500001:2000,500002:10,570005:2}	300841	300851	300861
101110	110	1	3000328	110	2	1	12	Zudui_01	101001	180	270	8104	1	300904	4	[[40001,1]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641010	{500001:2000,500002:10,570005:2}	300841	300851	300861
101111	111	1	3000331-3000332-3000333	111	1	4	13-16	4_wujin_DEM002	101001	180		8104	1	300904	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641011	{500001:4000,500002:20,570005:4}	300841	300851	300861
101112	112	1	3000334-3000335-3000336	112	1	4	13-16	4_wujin_DEM002	101001	180		8104	1	300904	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641012	{500001:4000,500002:20,570005:4}	300841	300851	300861
101113	113	1	3000337-3000338	113	1	2	13-16	4_wujin_DEM002	101001	180		8104	1	300904	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641013	{500001:4000,500002:20,570005:4}	300841	300851	300861
101114	114	1	3000340-3000341-3000342	114	1	3	13-16	4_wujin_DEM002	101001	180		8104	1	300904	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641014	{500001:4000,500002:20,570005:4}	300841	300851	300861
101115	115	1	3000343-3000344	115	1	4	13-16	4_wujin_DEM002	101001	180		8104	1	300904	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641015	{500001:4000,500002:20,570005:4}	300841	300851	300861
101116	116	1	3000346-3000347-3000348	116	1	4	13-16	4_wujin_DEM002	101001	180		8104	1	300904	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641016	{500001:4000,500002:20,570005:4}	300841	300851	300861
101117	117	1	3000349-3000350	117	1	2	13-16	4_wujin_DEM002	101001	180		8104	1	300904	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641017	{500001:4000,500002:20,570005:4}	300841	300851	300861
101118	118	1	3000352-3000353-3000354	118	1	3	13-16	4_wujin_DEM002	101001	180		8104	1	300904	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641018	{500001:4000,500002:20,570005:4}	300841	300851	300861
101119	119	1	3000355-3000356	119	1	4	13-16	4_wujin_DEM002	101001	180		8104	1	300904	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641019	{500001:4000,500002:20,570005:4}	300841	300851	300861
101120	120	1	3000358	120	2	1	12	Zudui_01	101001	180	270	8104	1	300904	4	[[40004,1]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641020	{500001:4000,500002:20,570005:4}	300841	300851	300861
101121	121	1	3000361-3000362-3000363	121	1	4	13-16	4_wujin_DEM002	101001	180		8104	1	300904	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641021	{500001:6000,500002:30,570005:6}	300841	300851	300861
101122	122	1	3000364-3000365	122	1	4	13-16	4_wujin_DEM002	101001	180		8104	1	300904	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641022	{500001:6000,500002:30,570005:6}	300841	300851	300861
101123	123	1	3000367-3000368-3000369	123	1	2	13-16	4_wujin_DEM002	101001	180		8104	1	300904	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641023	{500001:6000,500002:30,570005:6}	300841	300851	300861
101124	124	1	3000370-3000371-3000372	124	1	3	13-16	4_wujin_DEM002	101001	180		8104	1	300904	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641024	{500001:6000,500002:30,570005:6}	300841	300851	300861
101125	125	1	3000373-3000374	125	1	4	13-16	4_wujin_DEM002	101001	180		8104	1	300904	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641025	{500001:6000,500002:30,570005:6}	300841	300851	300861
101126	126	1	3000376-3000377-3000378	126	1	4	13-16	4_wujin_DEM002	101001	180		8104	1	300904	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641026	{500001:6000,500002:30,570005:6}	300841	300851	300861
101127	127	1	3000379-3000380	127	1	2	13-16	4_wujin_DEM002	101001	180		8104	1	300904	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641027	{500001:6000,500002:30,570005:6}	300841	300851	300861
101128	128	1	3000382-3000383-3000384	128	1	3	13-16	4_wujin_DEM002	101001	180		8104	1	300904	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641028	{500001:6000,500002:30,570005:6}	300841	300851	300861
101129	129	1	3000385-3000386	129	1	4	13-16	4_wujin_DEM002	101001	180		8104	1	300904	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641029	{500001:6000,500002:30,570005:6}	300841	300851	300861
101130	130	1	3000388	130	2	1	12	Zudui_01	101001	180	270	8104	1	300904	4	[[40005,1]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641030	{500001:6000,500002:30,570005:6}	300841	300851	300861
101131	131	1	3000391-3000392-3000393	131	1	4	13-16	4_wujin_DEM002	101001	180		8104	1	300904	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641031	{500001:8000,500002:40,570005:8}	300841	300851	300861
101132	132	1	3000394-3000395-3000396	132	1	4	13-16	4_wujin_DEM002	101001	180		8104	1	300904	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641032	{500001:8000,500002:40,570005:8}	300841	300851	300861
101133	133	1	3000397-3000398	133	1	2	13-16	4_wujin_DEM002	101001	180		8104	1	300904	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641033	{500001:8000,500002:40,570005:8}	300841	300851	300861
101134	134	1	3000400-3000401	134	1	3	13-16	4_wujin_DEM002	101001	180		8104	1	300904	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641034	{500001:8000,500002:40,570005:8}	300841	300851	300861
101135	135	1	3000403-3000404-3000405	135	1	4	13-16	4_wujin_DEM002	101001	180		8104	1	300904	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641035	{500001:8000,500002:40,570005:8}	300841	300851	300861
101136	136	1	3000406-3000407	136	1	4	13-16	4_wujin_DEM002	101001	180		8104	1	300904	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641036	{500001:8000,500002:40,570005:8}	300841	300851	300861
101137	137	1	3000409-3000410-3000411	137	1	2	13-16	4_wujin_DEM002	101001	180		8104	1	300904	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641037	{500001:8000,500002:40,570005:8}	300841	300851	300861
101138	138	1	3000412-3000413-3000414	138	1	3	13-16	4_wujin_DEM002	101001	180		8104	1	300904	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641038	{500001:8000,500002:40,570005:8}	300841	300851	300861
101139	139	1	3000415-3000416	139	1	4	13-16	4_wujin_DEM002	101001	180		8104	1	300904	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641039	{500001:8000,500002:40,570005:8}	300841	300851	300861
101140	140	1	3000418	140	2	1	12	Zudui_01	101001	180	270	8104	1	300904	4	[[40006,1]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641040	{500001:8000,500002:40,570005:8}	300841	300851	300861
101141	141	1	3000421-3000422-3000423	141	1	4	13-16	4_wujin_DEM002	101001	180		8104	1	300904	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641041	{500001:10000,500002:50,570005:10}	300841	300851	300861
101142	142	1	3000424-3000425	142	1	4	13-16	4_wujin_DEM002	101001	180		8104	1	300904	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641042	{500001:10000,500002:50,570005:10}	300841	300851	300861
101143	143	1	3000427-3000428	143	1	2	13-16	4_wujin_DEM002	101001	180		8104	1	300904	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641043	{500001:10000,500002:50,570005:10}	300841	300851	300861
101144	144	1	3000430-3000431-3000432	144	1	3	13-16	4_wujin_DEM002	101001	180		8104	1	300904	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641044	{500001:10000,500002:50,570005:10}	300841	300851	300861
101145	145	1	3000433-3000434	145	1	4	13-16	4_wujin_DEM002	101001	180		8104	1	300904	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641045	{500001:10000,500002:50,570005:10}	300841	300851	300861
101146	146	1	3000436-3000437-3000438	146	1	4	13-16	4_wujin_DEM002	101001	180		8104	1	300904	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641046	{500001:10000,500002:50,570005:10}	300841	300851	300861
101147	147	1	3000439-3000440	147	1	2	13-16	4_wujin_DEM002	101001	180		8104	1	300904	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641047	{500001:10000,500002:50,570005:10}	300841	300851	300861
101148	148	1	3000442-3000443-3000444	148	1	3	13-16	4_wujin_DEM002	101001	180		8104	1	300904	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641048	{500001:10000,500002:50,570005:10}	300841	300851	300861
101149	149	1	3000445-3000446	149	1	4	13-16	4_wujin_DEM002	101001	180		8104	1	300904	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641049	{500001:10000,500002:50,570005:10}	300841	300851	300861
101150	150	1	3000448	150	2	1	12	Zudui_01	101001	180	270	8104	1	300904	4	[[40007,1]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641050	{500001:10000,500002:50,570005:10}	300841	300851	300861
101151	151	1	3000451-3000452-3000453	151	1	4	13-16	4_wujin_DEM002	101001	180		8104	1	300904	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641051	{500001:12000,500002:60,570005:12}	300841	300851	300861
101152	152	1	3000454-3000455-3000456	152	1	4	13-16	4_wujin_DEM002	101001	180		8104	1	300904	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641052	{500001:12000,500002:60,570005:12}	300841	300851	300861
101153	153	1	3000457-3000458	153	1	2	13-16	4_wujin_DEM002	101001	180		8104	1	300904	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641053	{500001:12000,500002:60,570005:12}	300841	300851	300861
101154	154	1	3000460-3000461-3000462	154	1	3	13-16	4_wujin_DEM002	101001	180		8104	1	300904	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641054	{500001:12000,500002:60,570005:12}	300841	300851	300861
101155	155	1	3000463-3000464	155	1	4	13-16	4_wujin_DEM002	101001	180		8104	1	300904	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641055	{500001:12000,500002:60,570005:12}	300841	300851	300861
101156	156	1	3000466-3000467-3000468	156	1	4	13-16	4_wujin_DEM002	101001	180		8104	1	300904	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641056	{500001:12000,500002:60,570005:12}	300841	300851	300861
101157	157	1	3000469-3000470	157	1	2	13-16	4_wujin_DEM002	101001	180		8104	1	300904	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641057	{500001:12000,500002:60,570005:12}	300841	300851	300861
101158	158	1	3000472-3000473-3000474	158	1	3	13-16	4_wujin_DEM002	101001	180		8104	1	300904	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641058	{500001:12000,500002:60,570005:12}	300841	300851	300861
101159	159	1	3000475-3000476	159	1	4	13-16	4_wujin_DEM002	101001	180		8104	1	300904	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641059	{500001:12000,500002:60,570005:12}	300841	300851	300861
101160	160	1	3000478	160	2	1	12	Zudui_01	101001	180	270	8104	1	300904	4	[[40008,1]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641060	{500001:12000,500002:60,570005:12}	300841	300851	300861
101161	161	1	3000481-3000482	161	1	4	13-16	4_wujin_DEM002	101001	180		8104	1	300904	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641061	{500001:14000,500002:70,570005:14}	300841	300851	300861
101162	162	1	3000484-3000485-3000486	162	1	4	13-16	4_wujin_DEM002	101001	180		8104	1	300904	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641062	{500001:14000,500002:70,570005:14}	300841	300851	300861
101163	163	1	3000487-3000488	163	1	2	13-16	4_wujin_DEM002	101001	180		8104	1	300904	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641063	{500001:14000,500002:70,570005:14}	300841	300851	300861
101164	164	1	3000490-3000491-3000492	164	1	3	13-16	4_wujin_DEM002	101001	180		8104	1	300904	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641064	{500001:14000,500002:70,570005:14}	300841	300851	300861
101165	165	1	3000493-3000494-3000495	165	1	4	13-16	4_wujin_DEM002	101001	180		8104	1	300904	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641065	{500001:14000,500002:70,570005:14}	300841	300851	300861
101166	166	1	3000496-3000497	166	1	4	13-16	4_wujin_DEM002	101001	180		8104	1	300904	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641066	{500001:14000,500002:70,570005:14}	300841	300851	300861
101167	167	1	3000499-3000500	167	1	2	13-16	4_wujin_DEM002	101001	180		8104	1	300904	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641067	{500001:14000,500002:70,570005:14}	300841	300851	300861
101168	168	1	3000502-3000503-3000504	168	1	3	13-16	4_wujin_DEM002	101001	180		8104	1	300904	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641068	{500001:14000,500002:70,570005:14}	300841	300851	300861
101169	169	1	3000505-3000506	169	1	4	13-16	4_wujin_DEM002	101001	180		8104	1	300904	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641069	{500001:14000,500002:70,570005:14}	300841	300851	300861
101170	170	1	3000508	170	2	1	12	Zudui_01	101001	180	270	8104	1	300904	4	[[40009,1]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641070	{500001:14000,500002:70,570005:14}	300841	300851	300861
101171	171	1	3000511-3000512-3000513	171	1	4	13-16	4_wujin_DEM002	101001	180		8104	1	300904	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641071	{500001:16000,500002:80,570005:16}	300841	300851	300861
101172	172	1	3000514-3000515-3000516	172	1	4	13-16	4_wujin_DEM002	101001	180		8104	1	300904	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641072	{500001:16000,500002:80,570005:16}	300841	300851	300861
101173	173	1	3000517-3000518	173	1	2	13-16	4_wujin_DEM002	101001	180		8104	1	300904	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641073	{500001:16000,500002:80,570005:16}	300841	300851	300861
101174	174	1	3000520-3000521	174	1	3	13-16	4_wujin_DEM002	101001	180		8104	1	300904	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641074	{500001:16000,500002:80,570005:16}	300841	300851	300861
101175	175	1	3000523-3000524-3000525	175	1	4	13-16	4_wujin_DEM002	101001	180		8104	1	300904	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641075	{500001:16000,500002:80,570005:16}	300841	300851	300861
101176	176	1	3000526-3000527	176	1	4	13-16	4_wujin_DEM002	101001	180		8104	1	300904	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641076	{500001:16000,500002:80,570005:16}	300841	300851	300861
101177	177	1	3000529-3000530-3000531	177	1	2	13-16	4_wujin_DEM002	101001	180		8104	1	300904	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641077	{500001:16000,500002:80,570005:16}	300841	300851	300861
101178	178	1	3000532-3000533	178	1	3	13-16	4_wujin_DEM002	101001	180		8104	1	300904	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641078	{500001:16000,500002:80,570005:16}	300841	300851	300861
101179	179	1	3000535-3000536	179	1	4	13-16	4_wujin_DEM002	101001	180		8104	1	300904	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641079	{500001:16000,500002:80,570005:16}	300841	300851	300861
101180	180	1	3000538	180	2	1	12	Zudui_01	101001	180	270	8104	1	300904	4	[[40010,1]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641080	{500001:16000,500002:80,570005:16}	300841	300851	300861
101181	181	1	3000541-3000542-3000543	181	1	4	13-16	4_wujin_DEM002	101001	180		8104	1	300904	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641081	{500001:18000,500002:90,570005:18}	300841	300851	300861
101182	182	1	3000544-3000545-3000546	182	1	4	13-16	4_wujin_DEM002	101001	180		8104	1	300904	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641082	{500001:18000,500002:90,570005:18}	300841	300851	300861
101183	183	1	3000547-3000548	183	1	2	13-16	4_wujin_DEM002	101001	180		8104	1	300904	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641083	{500001:18000,500002:90,570005:18}	300841	300851	300861
101184	184	1	3000550-3000551-3000552	184	1	3	13-16	4_wujin_DEM002	101001	180		8104	1	300904	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641084	{500001:18000,500002:90,570005:18}	300841	300851	300861
101185	185	1	3000553-3000554	185	1	4	13-16	4_wujin_DEM002	101001	180		8104	1	300904	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641085	{500001:18000,500002:90,570005:18}	300841	300851	300861
101186	186	1	3000556-3000557-3000558	186	1	4	13-16	4_wujin_DEM002	101001	180		8104	1	300904	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641086	{500001:18000,500002:90,570005:18}	300841	300851	300861
101187	187	1	3000559-3000560	187	1	2	13-16	4_wujin_DEM002	101001	180		8104	1	300904	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641087	{500001:18000,500002:90,570005:18}	300841	300851	300861
101188	188	1	3000562-3000563-3000564	188	1	3	13-16	4_wujin_DEM002	101001	180		8104	1	300904	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641088	{500001:18000,500002:90,570005:18}	300841	300851	300861
101189	189	1	3000565-3000566	189	1	4	13-16	4_wujin_DEM002	101001	180		8104	1	300904	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641089	{500001:18000,500002:90,570005:18}	300841	300851	300861
101190	190	1	3000568	190	2	1	12	Zudui_01	101001	180	270	8104	1	300904	4	[[40010,1]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641090	{500001:18000,500002:90,570005:18}	300841	300851	300861
101191	191	1	3000571-3000572-3000573	191	1	4	13-16	4_wujin_DEM002	101001	180		8104	1	300904	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641091	{500001:20000,500002:100,570005:20}	300841	300851	300861
101192	192	1	3000574-3000575-3000576	192	1	4	13-16	4_wujin_DEM002	101001	180		8104	1	300904	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641092	{500001:20000,500002:100,570005:20}	300841	300851	300861
101193	193	1	3000577-3000578	193	1	2	13-16	4_wujin_DEM002	101001	180		8104	1	300904	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641093	{500001:20000,500002:100,570005:20}	300841	300851	300861
101194	194	1	3000580-3000581-3000582	194	1	3	13-16	4_wujin_DEM002	101001	180		8104	1	300904	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641094	{500001:20000,500002:100,570005:20}	300841	300851	300861
101195	195	1	3000583-3000584-3000585	195	1	4	13-16	4_wujin_DEM002	101001	180		8104	1	300904	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641095	{500001:20000,500002:100,570005:20}	300841	300851	300861
101196	196	1	3000586-3000587	196	1	4	13-16	4_wujin_DEM002	101001	180		8104	1	300904	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641096	{500001:20000,500002:100,570005:20}	300841	300851	300861
101197	197	1	3000589-3000590-3000591	197	1	2	13-16	4_wujin_DEM002	101001	180		8104	1	300904	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641097	{500001:20000,500002:100,570005:20}	300841	300851	300861
101198	198	1	3000592-3000593-3000594	198	1	3	13-16	4_wujin_DEM002	101001	180		8104	1	300904	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641098	{500001:20000,500002:100,570005:20}	300841	300851	300861
101199	199	1	3000595-3000596	199	1	4	13-16	4_wujin_DEM002	101001	180		8104	1	300904	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641099	{500001:20000,500002:100,570005:20}	300841	300851	300861
101200	200	1	3000598	200	2	1	12	Zudui_01	101001	180	270	8104	1	300904	4	[[40010,1]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641100	{500001:20000,500002:100,570005:20}	300841	300851	300861
																										
																										
																										
102001	1	2	3000001-3000002	1	1	4	13-16	4_wujin_DEM002	101001	180		8106	3	300906	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641001	{500001:2000,500002:10,570005:2}	300842	300852	300862
