id	兼职名称	兼职名称	条件	兼职稀有度	消耗精力	完成所需时间	奖励	固定奖励	随机奖励	属性奖励	兼职经验奖励	限制时间
103033	玩偶店-兼职3（4星）	920233	103-4-100	4	{500024:30}	21600	{"fix":{"items":[{"id":500018,"num":60},{"id":533106,"num":30},{"id":500023,"num":1}]},"basic":{"items":[{"id":500002,"num":0,"min":5,"max":25,"weight":3000},{"id":533203,"num":0,"min":1,"max":4,"weight":4500},{"id":533204,"num":0,"min":1,"max":4,"weight":4500},{"id":533302,"num":0,"min":1,"max":1,"weight":2800}]}}	{500018:60,533106:30,500023:1}	500002-533203-533204-533302	{500023:1}	30	0
103034	玩偶店-兼职4（4星）	920234	103-4-100	4	{500024:30}	21600	{"fix":{"items":[{"id":500018,"num":60},{"id":533104,"num":30},{"id":500023,"num":2}]},"basic":{"items":[{"id":500002,"num":0,"min":5,"max":25,"weight":3000},{"id":533203,"num":0,"min":1,"max":4,"weight":4500},{"id":533204,"num":0,"min":1,"max":4,"weight":4500},{"id":533302,"num":0,"min":1,"max":1,"weight":2800}]}}	{500018:60,533104:30,500023:2}	500002-533203-533204-533302	{500023:2}	30	0
103035	玩偶店-兼职5（4星）	920235	103-4-100	4	{500024:30}	21600	{"fix":{"items":[{"id":500018,"num":60},{"id":533105,"num":30},{"id":500020,"num":1}]},"basic":{"items":[{"id":500002,"num":0,"min":5,"max":25,"weight":3000},{"id":533203,"num":0,"min":1,"max":4,"weight":4500},{"id":533204,"num":0,"min":1,"max":4,"weight":4500},{"id":533302,"num":0,"min":1,"max":1,"weight":2800}]}}	{500018:60,533105:30,500020:1}	500002-533203-533204-533302	{500020:1}	30	0
103036	玩偶店-兼职6（4星）	920236	103-4-100	4	{500024:30}	21600	{"fix":{"items":[{"id":500018,"num":60},{"id":533106,"num":30},{"id":500020,"num":2}]},"basic":{"items":[{"id":500002,"num":0,"min":5,"max":25,"weight":3000},{"id":533203,"num":0,"min":1,"max":4,"weight":4500},{"id":533204,"num":0,"min":1,"max":4,"weight":4500},{"id":533302,"num":0,"min":1,"max":1,"weight":2800}]}}	{500018:60,533106:30,500020:2}	500002-533203-533204-533302	{500020:2}	30	1
103037	玩偶店-兼职7（4星）	920237	103-4-100	4	{500024:30}	21600	{"fix":{"items":[{"id":500018,"num":60},{"id":533104,"num":18},{"id":533106,"num":18}]},"basic":{"items":[{"id":500002,"num":0,"min":5,"max":25,"weight":3000},{"id":533203,"num":0,"min":1,"max":4,"weight":4500},{"id":533204,"num":0,"min":1,"max":4,"weight":4500},{"id":533302,"num":0,"min":1,"max":1,"weight":2800}]}}	{500018:60,533104:18,533106:18}	500002-533203-533204-533302		30	1
103038	玩偶店-兼职8（4星）	920238	103-4-100	4	{500024:30}	21600	{"fix":{"items":[{"id":500018,"num":60},{"id":533105,"num":18},{"id":533104,"num":18}]},"basic":{"items":[{"id":500002,"num":0,"min":5,"max":25,"weight":3000},{"id":533203,"num":0,"min":1,"max":4,"weight":4500},{"id":533204,"num":0,"min":1,"max":4,"weight":4500},{"id":533302,"num":0,"min":1,"max":1,"weight":2800}]}}	{500018:60,533105:18,533104:18}	500002-533203-533204-533302		30	1
103039	玩偶店-兼职9（4星）	920239	103-4-100	4	{500024:30}	21600	{"fix":{"items":[{"id":500018,"num":60},{"id":533106,"num":18},{"id":533105,"num":18}]},"basic":{"items":[{"id":500002,"num":0,"min":5,"max":25,"weight":3000},{"id":533203,"num":0,"min":1,"max":4,"weight":4500},{"id":533204,"num":0,"min":1,"max":4,"weight":4500},{"id":533302,"num":0,"min":1,"max":1,"weight":2800}]}}	{500018:60,533106:18,533105:18}	500002-533203-533204-533302		30	1
103040	玩偶店-兼职10（4星）	920240	103-4-100	4	{500024:30}	21600	{"fix":{"items":[{"id":500018,"num":60},{"id":533104,"num":12},{"id":533105,"num":12},{"id":533106,"num":12}]},"basic":{"items":[{"id":500002,"num":0,"min":5,"max":25,"weight":3000},{"id":533203,"num":0,"min":1,"max":4,"weight":4500},{"id":533204,"num":0,"min":1,"max":4,"weight":4500},{"id":533302,"num":0,"min":1,"max":1,"weight":2800}]}}	{500018:60,533104:12,533105:12,533106:12}	500002-533203-533204-533302		30	0
103041	玩偶店-兼职1（5星）	920241	103-5-100	5	{500024:40}	28800	{"fix":{"items":[{"id":500018,"num":80},{"id":533104,"num":40},{"id":500019,"num":2}]},"basic":{"items":[{"id":500002,"num":0,"min":5,"max":30,"weight":3500},{"id":533203,"num":0,"min":1,"max":5,"weight":5000},{"id":533204,"num":0,"min":1,"max":5,"weight":5000},{"id":533302,"num":0,"min":1,"max":1,"weight":3333}]}}	{500018:80,533104:40,500019:2}	500002-533203-533204-533302	{500019:2}	40	0
103042	玩偶店-兼职2（5星）	920242	103-5-100	5	{500024:40}	28800	{"fix":{"items":[{"id":500018,"num":80},{"id":533105,"num":40},{"id":500019,"num":2}]},"basic":{"items":[{"id":500002,"num":0,"min":5,"max":30,"weight":3500},{"id":533203,"num":0,"min":1,"max":5,"weight":5000},{"id":533204,"num":0,"min":1,"max":5,"weight":5000},{"id":533302,"num":0,"min":1,"max":1,"weight":3333}]}}	{500018:80,533105:40,500019:2}	500002-533203-533204-533302	{500019:2}	40	0
103043	玩偶店-兼职3（5星）	920243	103-5-100	5	{500024:40}	28800	{"fix":{"items":[{"id":500018,"num":80},{"id":533106,"num":40},{"id":500023,"num":2}]},"basic":{"items":[{"id":500002,"num":0,"min":5,"max":30,"weight":3500},{"id":533203,"num":0,"min":1,"max":5,"weight":5000},{"id":533204,"num":0,"min":1,"max":5,"weight":5000},{"id":533302,"num":0,"min":1,"max":1,"weight":3333}]}}	{500018:80,533106:40,500023:2}	500002-533203-533204-533302	{500023:2}	40	0
103044	玩偶店-兼职4（5星）	920244	103-5-100	5	{500024:40}	28800	{"fix":{"items":[{"id":500018,"num":80},{"id":533104,"num":40},{"id":500023,"num":2}]},"basic":{"items":[{"id":500002,"num":0,"min":5,"max":30,"weight":3500},{"id":533203,"num":0,"min":1,"max":5,"weight":5000},{"id":533204,"num":0,"min":1,"max":5,"weight":5000},{"id":533302,"num":0,"min":1,"max":1,"weight":3333}]}}	{500018:80,533104:40,500023:2}	500002-533203-533204-533302	{500023:2}	40	0
103045	玩偶店-兼职5（5星）	920245	103-5-100	5	{500024:40}	28800	{"fix":{"items":[{"id":500018,"num":80},{"id":533105,"num":40},{"id":500020,"num":2}]},"basic":{"items":[{"id":500002,"num":0,"min":5,"max":30,"weight":3500},{"id":533203,"num":0,"min":1,"max":5,"weight":5000},{"id":533204,"num":0,"min":1,"max":5,"weight":5000},{"id":533302,"num":0,"min":1,"max":1,"weight":3333}]}}	{500018:80,533105:40,500020:2}	500002-533203-533204-533302	{500020:2}	40	0
103046	玩偶店-兼职6（5星）	920246	103-5-100	5	{500024:40}	28800	{"fix":{"items":[{"id":500018,"num":80},{"id":533106,"num":40},{"id":500020,"num":2}]},"basic":{"items":[{"id":500002,"num":0,"min":5,"max":30,"weight":3500},{"id":533203,"num":0,"min":1,"max":5,"weight":5000},{"id":533204,"num":0,"min":1,"max":5,"weight":5000},{"id":533302,"num":0,"min":1,"max":1,"weight":3333}]}}	{500018:80,533106:40,500020:2}	500002-533203-533204-533302	{500020:2}	40	1
103047	玩偶店-兼职7（5星）	920247	103-5-100	5	{500024:40}	28800	{"fix":{"items":[{"id":500018,"num":80},{"id":533104,"num":24},{"id":533106,"num":24}]},"basic":{"items":[{"id":500002,"num":0,"min":5,"max":30,"weight":3500},{"id":533203,"num":0,"min":1,"max":5,"weight":5000},{"id":533204,"num":0,"min":1,"max":5,"weight":5000},{"id":533302,"num":0,"min":1,"max":1,"weight":3333}]}}	{500018:80,533104:24,533106:24}	500002-533203-533204-533302		40	1
103048	玩偶店-兼职8（5星）	920248	103-5-100	5	{500024:40}	28800	{"fix":{"items":[{"id":500018,"num":80},{"id":533105,"num":24},{"id":533104,"num":24}]},"basic":{"items":[{"id":500002,"num":0,"min":5,"max":30,"weight":3500},{"id":533203,"num":0,"min":1,"max":5,"weight":5000},{"id":533204,"num":0,"min":1,"max":5,"weight":5000},{"id":533302,"num":0,"min":1,"max":1,"weight":3333}]}}	{500018:80,533105:24,533104:24}	500002-533203-533204-533302		40	1
103049	玩偶店-兼职9（5星）	920249	103-5-100	5	{500024:40}	28800	{"fix":{"items":[{"id":500018,"num":80},{"id":533106,"num":24},{"id":533105,"num":24}]},"basic":{"items":[{"id":500002,"num":0,"min":5,"max":30,"weight":3500},{"id":533203,"num":0,"min":1,"max":5,"weight":5000},{"id":533204,"num":0,"min":1,"max":5,"weight":5000},{"id":533302,"num":0,"min":1,"max":1,"weight":3333}]}}	{500018:80,533106:24,533105:24}	500002-533203-533204-533302		40	1
103050	玩偶店-兼职10（5星）	920250	103-5-100	5	{500024:40}	28800	{"fix":{"items":[{"id":500018,"num":80},{"id":533104,"num":16},{"id":533105,"num":16},{"id":533106,"num":16}]},"basic":{"items":[{"id":500002,"num":0,"min":5,"max":30,"weight":3500},{"id":533203,"num":0,"min":1,"max":5,"weight":5000},{"id":533204,"num":0,"min":1,"max":5,"weight":5000},{"id":533302,"num":0,"min":1,"max":1,"weight":3333}]}}	{500018:80,533104:16,533105:16,533106:16}	500002-533203-533204-533302		40	0
104001	花店-兼职1（1星）	920251	104-1-100	1	{500024:10}	7200	{"fix":{"items":[{"id":500018,"num":20},{"id":533107,"num":10}]},"basic":{"items":[{"id":500002,"num":0,"min":5,"max":10,"weight":2000},{"id":533205,"num":0,"min":1,"max":1,"weight":3500},{"id":533206,"num":0,"min":1,"max":1,"weight":3500}]}}	{500018:20,533107:10}	500002-533205-533206		10	0
104002	花店-兼职2（1星）	920252	104-1-100	1	{500024:10}	7200	{"fix":{"items":[{"id":500018,"num":20},{"id":533108,"num":10},{"id":500019,"num":1}]},"basic":{"items":[{"id":500002,"num":0,"min":5,"max":10,"weight":2000},{"id":533205,"num":0,"min":1,"max":1,"weight":3500},{"id":533206,"num":0,"min":1,"max":1,"weight":3500}]}}	{500018:20,533108:10,500019:1}	500002-533205-533206	{500019:1}	10	0
104003	花店-兼职3（1星）	920253	104-1-100	1	{500024:10}	7200	{"fix":{"items":[{"id":500018,"num":20},{"id":533109,"num":10}]},"basic":{"items":[{"id":500002,"num":0,"min":5,"max":10,"weight":2000},{"id":533205,"num":0,"min":1,"max":1,"weight":3500},{"id":533206,"num":0,"min":1,"max":1,"weight":3500}]}}	{500018:20,533109:10}	500002-533205-533206		10	0
104004	花店-兼职4（1星）	920254	104-1-100	1	{500024:10}	7200	{"fix":{"items":[{"id":500018,"num":20},{"id":533107,"num":10},{"id":500023,"num":1}]},"basic":{"items":[{"id":500002,"num":0,"min":5,"max":10,"weight":2000},{"id":533205,"num":0,"min":1,"max":1,"weight":3500},{"id":533206,"num":0,"min":1,"max":1,"weight":3500}]}}	{500018:20,533107:10,500023:1}	500002-533205-533206	{500023:1}	10	0
104005	花店-兼职5（1星）	920255	104-1-100	1	{500024:10}	7200	{"fix":{"items":[{"id":500018,"num":20},{"id":533108,"num":10}]},"basic":{"items":[{"id":500002,"num":0,"min":5,"max":10,"weight":2000},{"id":533205,"num":0,"min":1,"max":1,"weight":3500},{"id":533206,"num":0,"min":1,"max":1,"weight":3500}]}}	{500018:20,533108:10}	500002-533205-533206		10	0
104006	花店-兼职6（1星）	920256	104-1-100	1	{500024:10}	7200	{"fix":{"items":[{"id":500018,"num":20},{"id":533109,"num":10},{"id":500020,"num":1}]},"basic":{"items":[{"id":500002,"num":0,"min":5,"max":10,"weight":2000},{"id":533205,"num":0,"min":1,"max":1,"weight":3500},{"id":533206,"num":0,"min":1,"max":1,"weight":3500}]}}	{500018:20,533109:10,500020:1}	500002-533205-533206	{500020:1}	10	0
104007	花店-兼职7（1星）	920257	104-1-100	1	{500024:10}	7200	{"fix":{"items":[{"id":500018,"num":20},{"id":533107,"num":6},{"id":533109,"num":6}]},"basic":{"items":[{"id":500002,"num":0,"min":5,"max":10,"weight":2000},{"id":533205,"num":0,"min":1,"max":1,"weight":3500},{"id":533206,"num":0,"min":1,"max":1,"weight":3500}]}}	{500018:20,533107:6,533109:6}	500002-533205-533206		10	0
104008	花店-兼职8（1星）	920258	104-1-100	1	{500024:10}	7200	{"fix":{"items":[{"id":500018,"num":20},{"id":533108,"num":6},{"id":533107,"num":6}]},"basic":{"items":[{"id":500002,"num":0,"min":5,"max":10,"weight":2000},{"id":533205,"num":0,"min":1,"max":1,"weight":3500},{"id":533206,"num":0,"min":1,"max":1,"weight":3500}]}}	{500018:20,533108:6,533107:6}	500002-533205-533206		10	1
104009	花店-兼职9（1星）	920259	104-1-100	1	{500024:10}	7200	{"fix":{"items":[{"id":500018,"num":20},{"id":533109,"num":6},{"id":533108,"num":6}]},"basic":{"items":[{"id":500002,"num":0,"min":5,"max":10,"weight":2000},{"id":533205,"num":0,"min":1,"max":1,"weight":3500},{"id":533206,"num":0,"min":1,"max":1,"weight":3500}]}}	{500018:20,533109:6,533108:6}	500002-533205-533206		10	1
104010	花店-兼职10（1星）	920260	104-1-100	1	{500024:10}	7200	{"fix":{"items":[{"id":500018,"num":20},{"id":533107,"num":4},{"id":533108,"num":4},{"id":533109,"num":4}]},"basic":{"items":[{"id":500002,"num":0,"min":5,"max":10,"weight":2000},{"id":533205,"num":0,"min":1,"max":1,"weight":3500},{"id":533206,"num":0,"min":1,"max":1,"weight":3500}]}}	{500018:20,533107:4,533108:4,533109:4}	500002-533205-533206		10	0
104011	花店-兼职1（2星）	920261	104-2-100	2	{500024:15}	10800	{"fix":{"items":[{"id":500018,"num":30},{"id":533107,"num":15}]},"basic":{"items":[{"id":500002,"num":0,"min":5,"max":15,"weight":2250},{"id":533205,"num":0,"min":1,"max":2,"weight":3800},{"id":533206,"num":0,"min":1,"max":2,"weight":3800}]}}	{500018:30,533107:15}	500002-533205-533206		15	0
104012	花店-兼职2（2星）	920262	104-2-100	2	{500024:15}	10800	{"fix":{"items":[{"id":500018,"num":30},{"id":533108,"num":15},{"id":500019,"num":1}]},"basic":{"items":[{"id":500002,"num":0,"min":5,"max":15,"weight":2250},{"id":533205,"num":0,"min":1,"max":2,"weight":3800},{"id":533206,"num":0,"min":1,"max":2,"weight":3800}]}}	{500018:30,533108:15,500019:1}	500002-533205-533206	{500019:1}	15	0
104013	花店-兼职3（2星）	920263	104-2-100	2	{500024:15}	10800	{"fix":{"items":[{"id":500018,"num":30},{"id":533109,"num":15}]},"basic":{"items":[{"id":500002,"num":0,"min":5,"max":15,"weight":2250},{"id":533205,"num":0,"min":1,"max":2,"weight":3800},{"id":533206,"num":0,"min":1,"max":2,"weight":3800}]}}	{500018:30,533109:15}	500002-533205-533206		15	0
104014	花店-兼职4（2星）	920264	104-2-100	2	{500024:15}	10800	{"fix":{"items":[{"id":500018,"num":30},{"id":533107,"num":15},{"id":500023,"num":1}]},"basic":{"items":[{"id":500002,"num":0,"min":5,"max":15,"weight":2250},{"id":533205,"num":0,"min":1,"max":2,"weight":3800},{"id":533206,"num":0,"min":1,"max":2,"weight":3800}]}}	{500018:30,533107:15,500023:1}	500002-533205-533206	{500023:1}	15	0
104015	花店-兼职5（2星）	920265	104-2-100	2	{500024:15}	10800	{"fix":{"items":[{"id":500018,"num":30},{"id":533108,"num":15}]},"basic":{"items":[{"id":500002,"num":0,"min":5,"max":15,"weight":2250},{"id":533205,"num":0,"min":1,"max":2,"weight":3800},{"id":533206,"num":0,"min":1,"max":2,"weight":3800}]}}	{500018:30,533108:15}	500002-533205-533206	{500020:0}	15	0
104016	花店-兼职6（2星）	920266	104-2-100	2	{500024:15}	10800	{"fix":{"items":[{"id":500018,"num":30},{"id":533109,"num":15},{"id":500020,"num":1}]},"basic":{"items":[{"id":500002,"num":0,"min":5,"max":15,"weight":2250},{"id":533205,"num":0,"min":1,"max":2,"weight":3800},{"id":533206,"num":0,"min":1,"max":2,"weight":3800}]}}	{500018:30,533109:15,500020:1}	500002-533205-533206	{500020:1}	15	0
104017	花店-兼职7（2星）	920267	104-2-100	2	{500024:15}	10800	{"fix":{"items":[{"id":500018,"num":30},{"id":533107,"num":8},{"id":533109,"num":8}]},"basic":{"items":[{"id":500002,"num":0,"min":5,"max":15,"weight":2250},{"id":533205,"num":0,"min":1,"max":2,"weight":3800},{"id":533206,"num":0,"min":1,"max":2,"weight":3800}]}}	{500018:30,533107:8,533109:8}	500002-533205-533206		15	0
104018	花店-兼职8（2星）	920268	104-2-100	2	{500024:15}	10800	{"fix":{"items":[{"id":500018,"num":30},{"id":533108,"num":8},{"id":533107,"num":8}]},"basic":{"items":[{"id":500002,"num":0,"min":5,"max":15,"weight":2250},{"id":533205,"num":0,"min":1,"max":2,"weight":3800},{"id":533206,"num":0,"min":1,"max":2,"weight":3800}]}}	{500018:30,533108:8,533107:8}	500002-533205-533206		15	1
104019	花店-兼职9（2星）	920269	104-2-100	2	{500024:15}	10800	{"fix":{"items":[{"id":500018,"num":30},{"id":533109,"num":8},{"id":533108,"num":8}]},"basic":{"items":[{"id":500002,"num":0,"min":5,"max":15,"weight":2250},{"id":533205,"num":0,"min":1,"max":2,"weight":3800},{"id":533206,"num":0,"min":1,"max":2,"weight":3800}]}}	{500018:30,533109:8,533108:8}	500002-533205-533206		15	1
104020	花店-兼职10（2星）	920270	104-2-100	2	{500024:15}	10800	{"fix":{"items":[{"id":500018,"num":30},{"id":533107,"num":6},{"id":533108,"num":6},{"id":533109,"num":6}]},"basic":{"items":[{"id":500002,"num":0,"min":5,"max":15,"weight":2250},{"id":533205,"num":0,"min":1,"max":2,"weight":3800},{"id":533206,"num":0,"min":1,"max":2,"weight":3800}]}}	{500018:30,533107:6,533108:6,533109:6}	500002-533205-533206		15	0
104021	花店-兼职1（3星）	920271	104-3-100	3	{500024:20}	14400	{"fix":{"items":[{"id":500018,"num":40},{"id":533107,"num":20},{"id":500019,"num":1}]},"basic":{"items":[{"id":500002,"num":0,"min":5,"max":20,"weight":2400},{"id":533205,"num":0,"min":1,"max":3,"weight":3800},{"id":533206,"num":0,"min":1,"max":3,"weight":3800},{"id":533303,"num":0,"min":1,"max":1,"weight":2000}]}}	{500018:40,533107:20,500019:1}	500002-533205-533206-533303	{500019:1}	20	0
104022	花店-兼职2（3星）	920272	104-3-100	3	{500024:20}	14400	{"fix":{"items":[{"id":500018,"num":40},{"id":533108,"num":20},{"id":500019,"num":1}]},"basic":{"items":[{"id":500002,"num":0,"min":5,"max":20,"weight":2400},{"id":533205,"num":0,"min":1,"max":3,"weight":3800},{"id":533206,"num":0,"min":1,"max":3,"weight":3800},{"id":533303,"num":0,"min":1,"max":1,"weight":2000}]}}	{500018:40,533108:20,500019:1}	500002-533205-533206-533303	{500019:1}	20	0
104023	花店-兼职3（3星）	920273	104-3-100	3	{500024:20}	14400	{"fix":{"items":[{"id":500018,"num":40},{"id":533109,"num":20},{"id":500023,"num":1}]},"basic":{"items":[{"id":500002,"num":0,"min":5,"max":20,"weight":2400},{"id":533205,"num":0,"min":1,"max":3,"weight":3800},{"id":533206,"num":0,"min":1,"max":3,"weight":3800},{"id":533303,"num":0,"min":1,"max":1,"weight":2000}]}}	{500018:40,533109:20,500023:1}	500002-533205-533206-533303	{500023:1}	20	0
104024	花店-兼职4（3星）	920274	104-3-100	3	{500024:20}	14400	{"fix":{"items":[{"id":500018,"num":40},{"id":533107,"num":20},{"id":500023,"num":1}]},"basic":{"items":[{"id":500002,"num":0,"min":5,"max":20,"weight":2400},{"id":533205,"num":0,"min":1,"max":3,"weight":3800},{"id":533206,"num":0,"min":1,"max":3,"weight":3800},{"id":533303,"num":0,"min":1,"max":1,"weight":2000}]}}	{500018:40,533107:20,500023:1}	500002-533205-533206-533303	{500023:1}	20	0
104025	花店-兼职5（3星）	920275	104-3-100	3	{500024:20}	14400	{"fix":{"items":[{"id":500018,"num":40},{"id":533108,"num":20},{"id":500020,"num":1}]},"basic":{"items":[{"id":500002,"num":0,"min":5,"max":20,"weight":2400},{"id":533205,"num":0,"min":1,"max":3,"weight":3800},{"id":533206,"num":0,"min":1,"max":3,"weight":3800},{"id":533303,"num":0,"min":1,"max":1,"weight":2000}]}}	{500018:40,533108:20,500020:1}	500002-533205-533206-533303	{500020:1}	20	0
104026	花店-兼职6（3星）	920276	104-3-100	3	{500024:20}	14400	{"fix":{"items":[{"id":500018,"num":40},{"id":533109,"num":20},{"id":500020,"num":1}]},"basic":{"items":[{"id":500002,"num":0,"min":5,"max":20,"weight":2400},{"id":533205,"num":0,"min":1,"max":3,"weight":3800},{"id":533206,"num":0,"min":1,"max":3,"weight":3800},{"id":533303,"num":0,"min":1,"max":1,"weight":2000}]}}	{500018:40,533109:20,500020:1}	500002-533205-533206-533303	{500020:1}	20	0
104027	花店-兼职7（3星）	920277	104-3-100	3	{500024:20}	14400	{"fix":{"items":[{"id":500018,"num":40},{"id":533107,"num":12},{"id":533109,"num":12}]},"basic":{"items":[{"id":500002,"num":0,"min":5,"max":20,"weight":2400},{"id":533205,"num":0,"min":1,"max":3,"weight":3800},{"id":533206,"num":0,"min":1,"max":3,"weight":3800},{"id":533303,"num":0,"min":1,"max":1,"weight":2000}]}}	{500018:40,533107:12,533109:12}	500002-533205-533206-533303		20	0
104028	花店-兼职8（3星）	920278	104-3-100	3	{500024:20}	14400	{"fix":{"items":[{"id":500018,"num":40},{"id":533108,"num":12},{"id":533107,"num":12}]},"basic":{"items":[{"id":500002,"num":0,"min":5,"max":20,"weight":2400},{"id":533205,"num":0,"min":1,"max":3,"weight":3800},{"id":533206,"num":0,"min":1,"max":3,"weight":3800},{"id":533303,"num":0,"min":1,"max":1,"weight":2000}]}}	{500018:40,533108:12,533107:12}	500002-533205-533206-533303		20	1
104029	花店-兼职9（3星）	920279	104-3-100	3	{500024:20}	14400	{"fix":{"items":[{"id":500018,"num":40},{"id":533109,"num":12},{"id":533108,"num":12}]},"basic":{"items":[{"id":500002,"num":0,"min":5,"max":20,"weight":2400},{"id":533205,"num":0,"min":1,"max":3,"weight":3800},{"id":533206,"num":0,"min":1,"max":3,"weight":3800},{"id":533303,"num":0,"min":1,"max":1,"weight":2000}]}}	{500018:40,533109:12,533108:12}	500002-533205-533206-533303		20	1
104030	花店-兼职10（3星）	920280	104-3-100	3	{500024:20}	14400	{"fix":{"items":[{"id":500018,"num":40},{"id":533107,"num":8},{"id":533108,"num":8},{"id":533109,"num":8}]},"basic":{"items":[{"id":500002,"num":0,"min":5,"max":20,"weight":2400},{"id":533205,"num":0,"min":1,"max":3,"weight":3800},{"id":533206,"num":0,"min":1,"max":3,"weight":3800},{"id":533303,"num":0,"min":1,"max":1,"weight":2000}]}}	{500018:40,533107:8,533108:8,533109:8}	500002-533205-533206-533303		20	0
104031	花店-兼职1（4星）	920281	104-4-100	4	{500024:30}	21600	{"fix":{"items":[{"id":500018,"num":60},{"id":533107,"num":30},{"id":500019,"num":1}]},"basic":{"items":[{"id":500002,"num":0,"min":5,"max":25,"weight":3000},{"id":533205,"num":0,"min":1,"max":4,"weight":4500},{"id":533206,"num":0,"min":1,"max":4,"weight":4500},{"id":533303,"num":0,"min":1,"max":1,"weight":2800}]}}	{500018:60,533107:30,500019:1}	500002-533205-533206-533303	{500019:1}	30	0
104032	花店-兼职2（4星）	920282	104-4-100	4	{500024:30}	21600	{"fix":{"items":[{"id":500018,"num":60},{"id":533108,"num":30},{"id":500019,"num":2}]},"basic":{"items":[{"id":500002,"num":0,"min":5,"max":25,"weight":3000},{"id":533205,"num":0,"min":1,"max":4,"weight":4500},{"id":533206,"num":0,"min":1,"max":4,"weight":4500},{"id":533303,"num":0,"min":1,"max":1,"weight":2800}]}}	{500018:60,533108:30,500019:2}	500002-533205-533206-533303	{500019:2}	30	0
104033	花店-兼职3（4星）	920283	104-4-100	4	{500024:30}	21600	{"fix":{"items":[{"id":500018,"num":60},{"id":533109,"num":30},{"id":500023,"num":1}]},"basic":{"items":[{"id":500002,"num":0,"min":5,"max":25,"weight":3000},{"id":533205,"num":0,"min":1,"max":4,"weight":4500},{"id":533206,"num":0,"min":1,"max":4,"weight":4500},{"id":533303,"num":0,"min":1,"max":1,"weight":2800}]}}	{500018:60,533109:30,500023:1}	500002-533205-533206-533303	{500023:1}	30	0
104034	花店-兼职4（4星）	920284	104-4-100	4	{500024:30}	21600	{"fix":{"items":[{"id":500018,"num":60},{"id":533107,"num":30},{"id":500023,"num":2}]},"basic":{"items":[{"id":500002,"num":0,"min":5,"max":25,"weight":3000},{"id":533205,"num":0,"min":1,"max":4,"weight":4500},{"id":533206,"num":0,"min":1,"max":4,"weight":4500},{"id":533303,"num":0,"min":1,"max":1,"weight":2800}]}}	{500018:60,533107:30,500023:2}	500002-533205-533206-533303	{500023:2}	30	0
104035	花店-兼职5（4星）	920285	104-4-100	4	{500024:30}	21600	{"fix":{"items":[{"id":500018,"num":60},{"id":533108,"num":30},{"id":500020,"num":1}]},"basic":{"items":[{"id":500002,"num":0,"min":5,"max":25,"weight":3000},{"id":533205,"num":0,"min":1,"max":4,"weight":4500},{"id":533206,"num":0,"min":1,"max":4,"weight":4500},{"id":533303,"num":0,"min":1,"max":1,"weight":2800}]}}	{500018:60,533108:30,500020:1}	500002-533205-533206-533303	{500020:1}	30	0
104036	花店-兼职6（4星）	920286	104-4-100	4	{500024:30}	21600	{"fix":{"items":[{"id":500018,"num":60},{"id":533109,"num":30},{"id":500020,"num":2}]},"basic":{"items":[{"id":500002,"num":0,"min":5,"max":25,"weight":3000},{"id":533205,"num":0,"min":1,"max":4,"weight":4500},{"id":533206,"num":0,"min":1,"max":4,"weight":4500},{"id":533303,"num":0,"min":1,"max":1,"weight":2800}]}}	{500018:60,533109:30,500020:2}	500002-533205-533206-533303	{500020:2}	30	0
104037	花店-兼职7（4星）	920287	104-4-100	4	{500024:30}	21600	{"fix":{"items":[{"id":500018,"num":60},{"id":533107,"num":18},{"id":533109,"num":18}]},"basic":{"items":[{"id":500002,"num":0,"min":5,"max":25,"weight":3000},{"id":533205,"num":0,"min":1,"max":4,"weight":4500},{"id":533206,"num":0,"min":1,"max":4,"weight":4500},{"id":533303,"num":0,"min":1,"max":1,"weight":2800}]}}	{500018:60,533107:18,533109:18}	500002-533205-533206-533303		30	0
104038	花店-兼职8（4星）	920288	104-4-100	4	{500024:30}	21600	{"fix":{"items":[{"id":500018,"num":60},{"id":533108,"num":18},{"id":533107,"num":18}]},"basic":{"items":[{"id":500002,"num":0,"min":5,"max":25,"weight":3000},{"id":533205,"num":0,"min":1,"max":4,"weight":4500},{"id":533206,"num":0,"min":1,"max":4,"weight":4500},{"id":533303,"num":0,"min":1,"max":1,"weight":2800}]}}	{500018:60,533108:18,533107:18}	500002-533205-533206-533303		30	1
104039	花店-兼职9（4星）	920289	104-4-100	4	{500024:30}	21600	{"fix":{"items":[{"id":500018,"num":60},{"id":533109,"num":18},{"id":533108,"num":18}]},"basic":{"items":[{"id":500002,"num":0,"min":5,"max":25,"weight":3000},{"id":533205,"num":0,"min":1,"max":4,"weight":4500},{"id":533206,"num":0,"min":1,"max":4,"weight":4500},{"id":533303,"num":0,"min":1,"max":1,"weight":2800}]}}	{500018:60,533109:18,533108:18}	500002-533205-533206-533303		30	1
104040	花店-兼职10（4星）	920290	104-4-100	4	{500024:30}	21600	{"fix":{"items":[{"id":500018,"num":60},{"id":533107,"num":12},{"id":533108,"num":12},{"id":533109,"num":12}]},"basic":{"items":[{"id":500002,"num":0,"min":5,"max":25,"weight":3000},{"id":533205,"num":0,"min":1,"max":4,"weight":4500},{"id":533206,"num":0,"min":1,"max":4,"weight":4500},{"id":533303,"num":0,"min":1,"max":1,"weight":2800}]}}	{500018:60,533107:12,533108:12,533109:12}	500002-533205-533206-533303		30	0
