编号	剧本号	顺序	名称	数据类型(只有CG0，正常对话1）	文本内容	跳转（选项）	路径1	人物展示1	位置1	动作1	人物面部1	大小1	表情路径1	表情展示1	表情动作1	路径2	人物展示2	位置2	动作2	人物面部2	大小2	路径3	人物展示3	位置3	动作3	人物面部3	大小3	电话表现路径	电话表现动作	语音	特效	背景	背景大小	背景出现	cg	CG锁定时间	bgm	视频	视频
1008003	1008	3	无名少女	1	「这是最后一次。不回答的话，就判断你为敌人！」	1008004	modle/bust/bust_10101	bust_10101.model.json	2	id_pose_2	id_look_13	1.3	modle/bust/bust_103_eff	bust_eff.model.json	id_angry	0	0	0	0	0	0	0	0	0	0	0	0	0	0	sound/role/shixiang/TOUKA_S_05.mp3	0	1	1.3	0	0	0	0	0	0
1008004	1008	4	1	1	「之前就告诉你了啊，我是%s，是这里的学生！不会与你为敌。」	1008005	1	1	2	0	0	1.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1.3	0	0	0	0	0	0
1008005	1008	5		1	我惊慌地立刻开口，身体不自觉地后退了半步。	1008006	1	1	2	0	0	1.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1.3	0	0	0	0	0	0
1008006	1008	6	无名少女	1	「就站在那里别动！你现在处在我的攻击范围内。」	1008007	1	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	sound/role/shixiang/TOUKA_S_18.mp3	0	1	1	0	0	0	0	0	0
1008007	1008	7	无名少女	1	「那么我问你，如果不是想要杀我的话，为什么会出现在这里？」	1008008	modle/bust/bust_10101	bust_10101.model.json	2	id_pose_10	id_look_9	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	sound/role/shixiang/TOUKA_S_10.mp3	0	1	1	0	0	0	0	0	0
1008008	1008	8	1	1	「那个……」	1008009	modle/bust/bust_10101	bust_10101.model.json	2	id_pose_5	id_look_13	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
1008009	1008	9	五河琴里	1	「%s，快点，又是选择呐。」	1008010	1	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	effect/dianhua/dianhua	dianhua	0	0	1	1	0	0	0	0	0	0
1008010	1008	10	五河琴里	1	「①「那当然是为了见到你」②「那种事怎样都好」③「是偶然，偶然」	1008011	1	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0
1008011	1008	11	五河琴里	1	「嘛，从刚才的反应来看②是不行的。就是为了见你而来的吧。」	1008012	1	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0
1008012	1008	12	1	1	「当然为了见到你啊。见到你，就是我的目的！」	1008013	1	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
1008013	1008	13	无名少女	1	「见我？为什么要见我？」	1008014	modle/bust/bust_10101	bust_10101.model.json	2	id_pose_8	id_look_7	1.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	sound/role/shixiang/TOUKA_S_10.mp3	0	1	1.2	0	0	0	0	0	0
1008014	1008	14		1	少女惊讶地瞪大了眼睛。	1008015	1	1	2	0	0	1.3	modle/bust/bust_103_eff	bust_eff.model.json	id_surprise	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1.2	0	0	0	0	0	0
1008015	1008	15	五河琴里	1	「目的吗？」	1008016	1	1	2	0	0	1.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	effect/dianhua/dianhua	dianhua	0	0	1	1.2	0	0	0	0	0	0
1008016	1008	16		1	「①「对你有兴趣」\n②「为了与你相爱」③「有些事想问你」」	1008017	1	1	2	0	0	1.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1.2	0	0	0	0	0	0
1008017	1008	17	舰员：川越	1	「这里还是不能表现的像个[跟踪狂]似的，司令。让她看看男子气魄！」	1008018	1	1	2	0	0	1.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1.2	0	0	0	0	0	0
1008018	1008	18	舰员：中津川	1	「不说清楚的话，这个小姑娘是不会明白的！」	1008019	1	1	2	0	0	1.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1.2	0	0	0	0	0	0
1008019	1008	19	五河琴里	1	「嘛，也好。①或者③都只会得到再得到质问。%s回答：为了与你相爱哟。」	1008020	1	1	2	0	0	1.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1.2	0	0	0	0	0	0
1008020	1008	20	1	1	「啊我……那个……」	1008021	1	1	2	0	0	1.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1.2	0	0	0	0	0	0
1008021	1008	21	无名少女	1	「怎么了，不能说么？你是毫无理由的在我身边出现？还是说......」	1008022	modle/bust/bust_10101	bust_10101.model.json	2	id_pose_2	id_look_13	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	sound/role/shixiang/TOUKA_S_17.mp3	0	1	1	0	0	0	0	0	0
1008022	1008	22		1	少女的眼神又突然变得可怕起来，我慌张地挥着手发出声音。	1008023-1008024-1008025	1	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
1008023	1008	23		1	「是为了与你相爱！」	1008026	modle/bust/bust_10101	bust_10101.model.json	2	id_pose_2	id_look_13	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	scene/bg/bg_pohuaixuexiao.png	1	0	0	0	sound/bgm/date_004.mp3	0	0
1008024	1008	24		1	「你知道异性相吸的物理原理么？」	1008026	modle/bust/bust_10101	bust_10101.model.json	2	id_pose_2	id_look_13	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	scene/bg/bg_pohuaixuexiao.png	1	0	0	0	sound/bgm/date_004.mp3	0	0
1008025	1008	25		1	「爱，是爱！让我们相遇！」	1008026	modle/bust/bust_10101	bust_10101.model.json	2	id_pose_2	id_look_13	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	scene/bg/bg_pohuaixuexiao.png	1	0	0	0	sound/bgm/date_004.mp3	0	0
1008026	1008	26		1	我说完的瞬间，少女拨开手横向挥了过来。我的数根头发被风力切开。	1008027	modle/bust/bust_10101	bust_10101.model.json	2	id_pose_14	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
1008027	1008	27	无名少女	1	「不要开玩笑。」	1008028	modle/bust/bust_10101	bust_10101.model.json	2	id_pose_10	id_look_13	1.3	modle/bust/bust_103_eff	bust_eff.model.json	id_angry	0	0	0	0	0	0	0	0	0	0	0	0	0	0	sound/role/shixiang/TOUKA_S_05.mp3	0	1	1.3	0	0	0	0	0	0
1008028	1008	28		1	没错，就是这张脸。对世界绝望的表情……我好讨厌这样的表情。	1008029	1	1	2	0	0	1.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1.3	0	0	0	0	0	0
1008029	1008	29	1	1	「我确实是为了与你说话才来到这里的。」	1008030	1	1	2	0	0	1.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1.3	0	0	0	0	0	0
1008030	1008	30		1	我咽下唾液，一瞬间感觉心里的恐怖淡去了。	1008031	1	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
1008031	1008	31	无名少女	1	「什么意思？」	1008032	modle/bust/bust_10101	bust_10101.model.json	2	id_pose_6	id_look_7	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	sound/role/shixiang/TOUKA_S_02.mp3	0	1	1	0	0	0	0	0	0
1008032	1008	32	1	1	「意思就是：我想和你说话。内容是什么都无所谓。」	1008033	1	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
1008033	1008	33	五河琴里	1	「%s，冷静下来。」	1008034	1	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	effect/dianhua/dianhua	dianhua	0	0	1	1	0	0	0	0	0	0
1008034	1008	34		1	至今为止没有一个人对这个少女伸出过援手。	1008035	1	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
1008035	1008	35		1	明明可能一句话就能改变这种状况，但是一个也没有的话，那就让我来说吧。	1008036	1	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
1008036	1008	36	1	1	「我不会[否定]你。」	1008037	1	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
1008037	1008	37	无名少女	1	「%s？你是叫%s吧。」	1008038	modle/bust/bust_10101	bust_10101.model.json	2	id_pose_2	id_look_7	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	sound/role/shixiang/TOUKA_S_16.mp3	0	1	1	0	0	0	0	0	0
1008038	1008	38		1	少女皱着眉头，躲开了我的视线，片刻间的沉默之后，轻轻地张开嘴唇。	1008039	1	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
1008039	1008	39	1	1	「嗯。」	1008040	1	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
1008040	1008	40	无名少女	1	「你真的，不[否定]我么？」	1008041	modle/bust/bust_10101	bust_10101.model.json	2	id_pose_10	id_look_1	1.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	sound/role/shixiang/TOUKA_S_06.mp3	0	1	1.2	0	0	0	0	0	0
1008041	1008	41	1	1	「是真的！」	1008042	1	1	2	0	0	1.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1.2	0	0	0	0	0	0
1008042	1008	42	无名少女	1	「真的是真的么？」	1008043	1	1	2	0	0	1.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	sound/role/shixiang/TOUKA_S_06.mp3	0	1	1.4	0	0	0	0	0	0
1008043	1008	43	1	1	「真的是真的！」	1008044	1	1	2	0	0	1.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1.4	0	0	0	0	0	0
1008044	1008	44	无名少女	1	「真的真的是真的么？」	1008045	modle/bust/bust_10101	bust_10101.model.json	2	id_pose_2	id_look_1	1.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	sound/role/shixiang/TOUKA_S_06.mp3	0	1	1.3	0	0	0	0	0	0
1008045	1008	45	1	1	「真的真的是真的！」	1008046	1	1	2	0	0	1.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1.3	0	0	0	0	0	0
1008046	1008	46		1	少女以复杂的表情继续说了下去。	1008047	1	1	2	0	0	1.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
1008047	1008	47	无名少女	1	「哼，谁会被那种话骗了啊！白痴！」	1008048	modle/bust/bust_10101	bust_10101.model.json	2	id_pose_11	id_look_12	1.1	modle/bust/bust_103_eff	bust_eff.model.json	id_rain	0	0	0	0	0	0	0	0	0	0	0	0	0	0	sound/role/shixiang/TOUKA_S_05.mp3	0	1	1	0	0	0	0	0	0
1008048	1008	48	无名少女	1	「不过啊，我虽然不知道你在想什么，但你是第一个正经和我对话的人类。」	1008049	modle/bust/bust_10101	bust_10101.model.json	2	id_pose_3	id_look_11	1.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	sound/role/shixiang/TOUKA_S_16.mp3	0	1	1	0	0	0	0	0	0
1008049	1008	49	无名少女	1	「为了得到这个世界的情报，你就稍微让我利用下吧。」	1008050	1	1	2	0	0	1.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	sound/role/shixiang/TOUKA_S_17.mp3	0	1	1	0	0	0	0	0	0
1008050	1008	50	无名少女	1	「没错，是为了得到情报。唔姆，情报超重要。说说话什么的还是可以的。」	1008051	modle/bust/bust_10101	bust_10101.model.json	2	id_pose_3	id_look_3	1.1	modle/bust/bust_103_eff	bust_eff.model.json	id_idea	0	0	0	0	0	0	0	0	0	0	0	0	0	0	sound/role/shixiang/TOUKA_S_15.mp3	0	1	1	0	0	0	0	0	0
1008051	1008	51		1	稍微有一点，少女的表情看起来柔和了起来。	1008052	1	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
1008052	1008	52	1	1	「是么？」	1008053	1	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
1008053	1008	53		1	在我不知如何是好的时候，右耳中响起了琴里的声音。	1008054	1	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
1008054	1008	54	五河琴里	1	「干得好。就那样继续下去。」	1008055	1	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	effect/dianhua/dianhua	dianhua	sound/role/qinli/TOUKA_S_04.mp3	0	1	1	0	0	0	0	0	0
1008055	1008	55	无名少女	1	「但你要是敢有什么可疑的举动的话，我就在你身上开个洞。」	1008056	modle/bust/bust_10101	bust_10101.model.json	2	id_pose_2	id_look_13	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	sound/role/shixiang/TOUKA_S_05.mp3	0	1	1	0	0	0	0	0	0
1008056	1008	56	1	1	「okay，了解了。」	1008057	1	1	2	0	0	1.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
1008057	1008	57	无名少女	1	「%s，你想怎么称呼我？给我取个[名字]吧。」	1008058	modle/bust/bust_10101	bust_10101.model.json	2	id_pose_9	id_look_3	1.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	sound/role/shixiang/TOUKA_S_04.mp3	0	1	1.3	0	0	0	0	0	0
1008058	1008	58	1	1	「咿？我！？ 」	1008059	1	1	2	0	0	1.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1.3	0	0	0	0	0	0
1008059	1008	59	无名少女	1	「唔啊，反正没有与你之外的人说话的打算。」	1008060	1	1	2	0	0	1.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	sound/role/shixiang/TOUKA_S_04.mp3	0	1	1.3	0	0	0	0	0	0
1008060	1008	60	五河琴里	1	「呜哇，这又是个大事。冷静下来%s。不要一着急说奇怪的名字出来。」	1008061	1	1	2	0	0	1.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	effect/dianhua/dianhua	dianhua	sound/role/shixiang/TOUKA_S_04.mp3	0	1	1.3	0	0	0	0	0	0
1008061	1008	61		1	少女正一边抱着手臂，一边用手指敲着胳膊等我回答。	1008062	modle/bust/bust_10101	bust_10101.model.json	2	id_pose_2	id_look_6	1.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
1008062	1008	62	1	1	「美佐子，怎么样？」	1008063	1	1	2	0	0	1.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
1008063	1008	63		1	她的眉毛拧成了一个结，看起来这个名字被拒绝了。	1008064-1008065-1008066	modle/bust/bust_10101	bust_10101.model.json	2	id_pose_9	id_look_1	1.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1.2	0	0	0	0	0	0
1008064	1008	64		1	「丽钟呢？」	1008067	modle/bust/bust_10101	bust_10101.model.json	2	id_pose_9	id_look_1	1.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	scene/bg/bg_pohuaixuexiao.png	1	0	0	0	sound/bgm/date_004.mp3	0	0
1008065	1008	65		1	「或者叫十香？」	1008071	modle/bust/bust_10101	bust_10101.model.json	2	id_pose_9	id_look_1	1.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	scene/bg/bg_pohuaixuexiao.png	1	0	0	0	sound/bgm/date_004.mp3	0	0
1008066	1008	66		1	「结！你的名字是结！」	1008067	modle/bust/bust_10101	bust_10101.model.json	2	id_pose_9	id_look_1	1.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	scene/bg/bg_pohuaixuexiao.png	1	0	0	0	sound/bgm/date_004.mp3	0	0
1008067	1008	67	无名少女	1	「虽然不知道是为什么，但我感觉好像是被狠狠地耍了一通。」	1008068	modle/bust/bust_10101	bust_10101.model.json	2	id_pose_9	id_look_13	1.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	sound/role/shixiang/TOUKA_S_15.mp3	0	1	1.3	0	0	0	0	0	0
1008068	1008	68		1	少女的拧紧张的额头上浮现出隐约可见的血管。	1008069	1	1	2	0	0	1.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1.3	0	0	0	0	0	0
1008069	1008	69	1	1	「抱歉......稍微等等，我再想一想吧。」	1008070	1	1	2	0	0	1.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1.3	0	0	0	0	0	0
1008070	1008	70		1	我一边拼命的抑制心跳一边咕噜咕噜地转着眼睛思考起来。	1008071	1	1	2	0	0	1.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
1008071	1008	71	1	1	「十……十香？怎么样？」	1008072	1	1	2	0	0	1.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
1008072	1008	72		1	我小声地说出了这个名字，少女沉默了一阵之后勉强答应了。	1008073	1	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
1008073	1008	73	十香	1	「嘛，比之前的好一点。十香，以后就是我的名字了。」	1008074	modle/bust/bust_10101	bust_10101.model.json	2	id_pose_6	id_look_4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	sound/role/shixiang/TOUKA_S_07.mp3	0	1	1	0	0	0	0	0	0
1008074	1008	74		1	我稍微移开视线挠着脸颊，怎么感觉些难为情呢。	1008075	modle/bust/bust_10101	bust_10101.model.json	2	id_pose_5	id_look_3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
1008075	1008	75	1	1	「十香。」	1008076	1	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
1008076	1008	76		1	我叫了她的新名字，十香满足地笑了起来。	1008077	modle/bust/bust_10101	bust_10101.model.json	2	id_pose_6	id_look_4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	sound/role/shixiang/TOUKA_S_09.mp3	0	1	1	0	0	0	0	0	0
1008077	1008	77		1	说起来，这是我第一次见到十香的笑容。	1008078	modle/bust/bust_10101	bust_10101.model.json	2	id_pose_6	id_look_1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
1008078	1008	78	五河琴里	1	「%s，快趴在地板上！」	1008079	1	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	effect/dianhua/dianhua	dianhua	0	0	1	1	0	0	0	0	0	0
1008079	1008	79		1	突然，剧烈的爆音和震动袭来。		1	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
1010001	1010	1	1	1	「这，这是什么啊！？」	1010002	modle/bust/bust_10101	bust_10101.model.json	2	id_pose_3	id_look_1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	scene/bg/bg_pohuaixuexiao.png	1	2	0	0	sound/bgm/date_004.mp3	0	0
1010002	1010	2	五河琴里	1	「是从外面来的攻击，应该是想把校舍破坏掉，让精灵无处藏身。」	1010003	1	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	effect/dianhua/dianhua	dianhua	0	0	1	1	0	0	0	0	0	0
1010003	1010	3	1	1	「怎么这么乱来啊！？」	1010004	1	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0
1010004	1010	4	五河琴里	1	「他们会做出这种强攻还真是预料之外呢。」	1010005	1	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0
1010005	1010	5		1	十香以刚才和我相对时完全不同的表情向外望去。	1010006	1	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
1010006	1010	6	1	1	「我们继续聊天吧，十香，你到底是何种存在？」	1010007	modle/bust/bust_10101	bust_10101.model.json	2	id_pose_6	id_look_1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	scene/bg/bg_pohuaixuexiao.png	1	2	0	0	0	0	0
1010007	1010	7	十香	1	「不知道。」	1010008-1010009-1010010	1	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	sound/role/shixiang/TOUKA_S_06.mp3	0	1	1	0	0	0	sound/bgm/date_002.mp3	0	0
1010008	1010	8		1	「怎么可能不知道呢？」	1010011	modle/bust/bust_10101	bust_10101.model.json	2	id_pose_3	id_look_1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	scene/bg/bg_pohuaixuexiao.png	1	0	0	0	sound/bgm/date_002.mp3	0	0
1010009	1010	9		1	「很神秘？十香也不清楚吗？」	1010011	modle/bust/bust_10101	bust_10101.model.json	2	id_pose_3	id_look_1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	scene/bg/bg_pohuaixuexiao.png	1	0	0	0	sound/bgm/date_002.mp3	0	0
1010010	1010	10		1	「不会吧，十香是在骗我吗？」	1010011	modle/bust/bust_10101	bust_10101.model.json	2	id_pose_3	id_look_1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	scene/bg/bg_pohuaixuexiao.png	1	0	0	0	sound/bgm/date_002.mp3	0	0
1010011	1010	11	十香	1	「这是事实。不知道是多久之前，我突然在那里出现……」	1010012	1	1	2	0	0	1.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	sound/role/shixiang/TOUKA_S_04.mp3	0	1	1.2	0	0	0	0	0	0
1010012	1010	12	十香	1	「所有记忆扭曲又暧昧。自己是什么样的存在这种事，我不清楚。」	1010013	1	1	2	0	0	1.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1.2	0	0	0	0	0	0
1010013	1010	13	1	1	「竟然是这样么？」	1010014	1	1	2	0	0	1.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1.2	0	0	0	0	0	0
1010014	1010	14	十香	1	「就是这样。突然在这个世界苏醒，就看到那些机器人军团就在空中飞了。」	1010015	modle/bust/bust_10101	bust_10101.model.json	2	id_pose_6	id_look_13	1.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	sound/role/shixiang/TOUKA_S_06.mp3	0	1	1.2	0	0	0	0	0	0
1010015	1010	15	1	1	「机器人军团？」	1010016	1	1	2	0	0	1.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1.2	0	0	0	0	0	0
1010016	1010	16	十香	1	「就是那些哔呦哔呦的吵死人的人类。」	1010017	modle/bust/bust_10101	bust_10101.model.json	2	id_pose_1	id_look_6	1.1	modle/bust/bust_103_eff	bust_eff.model.json	id_angry	0	0	0	0	0	0	0	0	0	0	0	0	0	0	sound/role/shixiang/TOUKA_S_6.mp3	0	1	1.2	0	0	0	0	0	0
1010017	1010	17		1	看来是在说AST的样子，我苦笑起来。	1010018	1	1	2	0	0	1.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1.2	0	0	0	0	0	0
1010018	1010	18	五河琴里	1	「机会哟，%s，精灵的心情计量表已经超过了七十了，趁机迈进一步吧！」	1010019	1	1	2	0	0	1.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	effect/dianhua/dianhua	dianhua	0	0	1	1	0	0	0	sound/bgm/date_002.mp3	0	0
1010019	1010	19	1	1	「迈进一步是要怎么做？」	1010020	1	1	2	0	0	1.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0
1010020	1010	20	五河琴里	1	「试着邀请她去约会吧。」	1010021	1	1	2	0	0	1.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0
1010021	1010	21	十香	1	「嗯，怎么了%s？」	1010022	modle/bust/bust_10101	bust_10101.model.json	2	id_pose_6	id_look_7	1.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	sound/role/shixiang/TOUKA_S_11.mp3	0	1	1	0	0	0	0	0	0
1010022	1010	22	1	1	「不，别在意。」	1010023	modle/bust/bust_10101	bust_10101.model.json	2	id_pose_5	id_look_3	1.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
1010023	1010	23	五河琴里	1	「要一口气提高亲密度的话，一定要好好邀请啊。」	1010024	1	1	2	0	0	1.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	effect/dianhua/dianhua	dianhua	0	0	1	1	0	0	0	0	0	0
1010024	1010	24	1	1	「就算你这么说……十香出去的时候AST也会......」	1010025	1	1	2	0	0	1.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0
1010025	1010	25	五河琴里	1	「正因为如此。下次现界的时候拜托她躲到水族馆电影院百货公司哪个都好。」	1010026	1	1	2	0	0	1.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0
1010026	1010	26	五河琴里	1	「要是地下设施的话就更好了。那样的话，AST也不能直接进入了吧。」	1010027	1	1	2	0	0	1.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0
1010027	1010	27	十香	1	「你从刚才开始在嘟囔什么呢？果然是在策划着怎么杀掉我么？」	1010028	modle/bust/bust_10101	bust_10101.model.json	2	id_pose_3	id_look_13	1.2	modle/bust/bust_103_eff	bust_eff.model.json	id_angry	0	0	0	0	0	0	0	0	0	0	0	0	0	0	sound/role/shixiang/TOUKA_S_05.mp3	0	1	1.2	0	0	0	0	0	0
1010028	1010	28	1	1	「不是不是！你误解了！」	1010029	1	1	2	0	0	1.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
1010029	1010	29		1	我慌张的制止了十香，她的视线变得尖锐起来，指尖也出现了光球。	1010030	1	1	2	0	0	1.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
