0	注释(名称)	名称文字ID	获取途径	道具类型	子类型	小类型	图标	背包类型	排序索引	星级	品质	总上限	是否支持叠加	单格上限	达总上限转换	是否可以批量使用	单次使用上限	出售收益	交易收益	描述	描述文字ID	价值(策划查看)	自动使用	使用消耗	失效时间	使用收益	是否播放出场效果	购买ID（ItemRecover表ID）	删除
531040	琴里-打工4特殊道具2	19079		8	3	1	icon/item/gift/531020.png	12	1	4	5	999	1	999		0		{500018:10}		特殊道具20	19080		0		0	{"fix":{"items":[{"id":500007,"num":20},{"id":500008,"num":30}]}}			
531041	十香-打工5特殊道具1	19081		8	3	1	icon/item/gift/531020.png	12	1	3	5	999	1	999		0		{500018:10}		特殊道具20	19082		0		0	{"fix":{"items":[{"id":500007,"num":15},{"id":500008,"num":20}]}}			
531042	十香-打工5特殊道具2	19083		8	3	1	icon/item/gift/531020.png	12	1	4	5	999	1	999		0		{500018:10}		特殊道具20	19084		0		0	{"fix":{"items":[{"id":500007,"num":20},{"id":500008,"num":30}]}}			
531043	折纸-打工5特殊道具1	19085		8	3	1	icon/item/gift/531020.png	12	1	3	5	999	1	999		0		{500018:10}		特殊道具20	19086		0		0	{"fix":{"items":[{"id":500007,"num":15},{"id":500008,"num":20}]}}			
531044	折纸-打工5特殊道具2	19087		8	3	1	icon/item/gift/531020.png	12	1	4	5	999	1	999		0		{500018:10}		特殊道具20	19088		0		0	{"fix":{"items":[{"id":500007,"num":20},{"id":500008,"num":30}]}}			
531045	四糸乃-打工5特殊道具1	19089		8	3	1	icon/item/gift/531020.png	12	1	3	5	999	1	999		0		{500018:10}		特殊道具20	19090		0		0	{"fix":{"items":[{"id":500007,"num":15},{"id":500008,"num":20}]}}			
531046	四糸乃-打工5特殊道具2	19091		8	3	1	icon/item/gift/531020.png	12	1	4	5	999	1	999		0		{500018:10}		特殊道具20	19092		0		0	{"fix":{"items":[{"id":500007,"num":20},{"id":500008,"num":30}]}}			
531047	狂三-打工5特殊道具1	19093		8	3	1	icon/item/gift/531020.png	12	1	3	5	999	1	999		0		{500018:10}		特殊道具20	19094		0		0	{"fix":{"items":[{"id":500007,"num":15},{"id":500008,"num":20}]}}			
531048	狂三-打工5特殊道具2	19095		8	3	1	icon/item/gift/531020.png	12	1	4	5	999	1	999		0		{500018:10}		特殊道具20	19096		0		0	{"fix":{"items":[{"id":500007,"num":20},{"id":500008,"num":30}]}}			
531049	琴里-打工5特殊道具1	19097		8	3	1	icon/item/gift/531020.png	12	1	3	5	999	1	999		0		{500018:10}		特殊道具20	19098		0		0	{"fix":{"items":[{"id":500007,"num":15},{"id":500008,"num":20}]}}			
531050	琴里-打工5特殊道具2	19099		8	3	1	icon/item/gift/531020.png	12	1	4	5	999	1	999		0		{500018:10}		特殊道具20	19100		0		0	{"fix":{"items":[{"id":500007,"num":20},{"id":500008,"num":30}]}}			
531051	十香-打工6特殊道具1	19101		8	3	1	icon/item/gift/531020.png	12	1	3	5	999	1	999		0		{500018:10}		特殊道具20	19102		0		0	{"fix":{"items":[{"id":500007,"num":15},{"id":500008,"num":20}]}}			
531052	十香-打工6特殊道具2	19103		8	3	1	icon/item/gift/531020.png	12	1	4	5	999	1	999		0		{500018:10}		特殊道具20	19104		0		0	{"fix":{"items":[{"id":500007,"num":20},{"id":500008,"num":30}]}}			
531053	折纸-打工6特殊道具1	19105		8	3	1	icon/item/gift/531020.png	12	1	3	5	999	1	999		0		{500018:10}		特殊道具20	19106		0		0	{"fix":{"items":[{"id":500007,"num":15},{"id":500008,"num":20}]}}			
531054	折纸-打工6特殊道具2	19107		8	3	1	icon/item/gift/531020.png	12	1	4	5	999	1	999		0		{500018:10}		特殊道具20	19108		0		0	{"fix":{"items":[{"id":500007,"num":15},{"id":500008,"num":20}]}}			
531055	四糸乃-打工6特殊道具1	19109		8	3	1	icon/item/gift/531020.png	12	1	3	5	999	1	999		0		{500018:10}		特殊道具20	19110		0		0	{"fix":{"items":[{"id":500007,"num":15},{"id":500008,"num":20}]}}			
531056	四糸乃-打工6特殊道具2	19111		8	3	1	icon/item/gift/531020.png	12	1	4	5	999	1	999		0		{500018:10}		特殊道具20	19112		0		0	{"fix":{"items":[{"id":500007,"num":20},{"id":500008,"num":30}]}}			
531057	狂三-打工6特殊道具1	19113		8	3	1	icon/item/gift/531020.png	12	1	3	5	999	1	999		0		{500018:10}		特殊道具20	19114		0		0	{"fix":{"items":[{"id":500007,"num":15},{"id":500008,"num":20}]}}			
531058	狂三-打工6特殊道具2	19115		8	3	1	icon/item/gift/531020.png	12	1	4	5	999	1	999		0		{500018:10}		特殊道具20	19116		0		0	{"fix":{"items":[{"id":500007,"num":20},{"id":500008,"num":30}]}}			
531059	琴里-打工6特殊道具1	19117		8	3	1	icon/item/gift/531020.png	12	1	3	5	999	1	999		0		{500018:10}		特殊道具20	19118		0		0	{"fix":{"items":[{"id":500007,"num":15},{"id":500008,"num":20}]}}			
531060	琴里-打工6特殊道具2	19119		8	3	1	icon/item/gift/531020.png	12	1	4	5	999	1	999		0		{500018:10}		特殊道具20	19120		0		0	{"fix":{"items":[{"id":500007,"num":20},{"id":500008,"num":30}]}}			
532101	面粉	260000		6	1	1	icon/item/stuff/532101.png	5	1	1	2	999	1	999		0		{500018:1}		料理材料1	260001								
532102	鸡蛋	260002		6	1	1	icon/item/stuff/532102.png	5	1	1	2	999	1	999		0		{500018:1}		料理材料2	260003								
532103	小苏打	260004		6	1	1	icon/item/stuff/532103.png	5	1	1	2	999	1	999		0		{500018:1}		料理材料3	260005								
532104	牛奶	260006		6	1	1	icon/item/stuff/532104.png	5	1	1	2	999	1	999		0		{500018:1}		料理材料4	260007								
532105	泉水	260008		6	1	1	icon/item/stuff/532105.png	5	1	1	2	999	1	999		0		{500018:1}		料理材料5	260009								
532106	砂糖	260010		6	1	1	icon/item/stuff/532106.png	5	1	1	2	999	1	999		0		{500018:1}		料理材料6	260011								
532107	水果	260012		6	1	1	icon/item/stuff/532107.png	5	1	1	2	999	1	999		0		{500018:1}		料理材料7	260013								
532108	蔬菜	260014		6	1	1	icon/item/stuff/532108.png	5	1	1	2	999	1	999		0		{500018:1}		料理材料8	260015								
532109	糯米	260016		6	1	1	icon/item/stuff/532109.png	5	1	1	2	999	1	999		0		{500018:1}		料理材料9	260017								
532201	布丁	260018		6	1	1	icon/item/stuff/532201.png	5	1	2	3	999	1	999		0		{500018:3}		料理材料10	260019								
532202	黄油	260020		6	1	1	icon/item/stuff/532202.png	5	1	2	3	999	1	999		0		{500018:3}		料理材料11	260021								
532203	可可	260022		6	1	1	icon/item/stuff/532203.png	5	1	2	3	999	1	999		0		{500018:3}		料理材料12	260023								
532204	绿茶	260024		6	1	1	icon/item/stuff/532204.png	5	1	2	3	999	1	999		0		{500018:3}		料理材料13	260025								
532205	鲜肉	260026		6	1	1	icon/item/stuff/532205.png	5	1	2	3	999	1	999		0		{500018:3}		料理材料14	260027								
532206	黄豆	260028		6	1	1	icon/item/stuff/532206.png	5	1	2	3	999	1	999		0		{500018:3}		料理材料15	260029								
532301	果酱	260030		6	1	1	icon/item/stuff/532301.png	5	1	3	4	999	1	999		0		{500018:10}		料理材料16	260031								
532302	薄荷	260032		6	1	1	icon/item/stuff/532302.png	5	1	3	4	999	1	999		0		{500018:10}		料理材料17	260033								
532303	蜂蜜	260034		6	1	1	icon/item/stuff/532303.png	5	1	3	4	999	1	999		0		{500018:10}		料理材料18	260035								
533101	缎带	260500	20	6	1	1	icon/item/gift/531020.png	5	1	1	2	999	1	999		0		{500018:1}		手工材料1	260501								
533102	丝带	260502	20	6	1	1	icon/item/gift/531020.png	5	1	1	2	999	1	999		0		{500018:1}		手工材料2	260503								
533103	针线	260504	20	6	1	1	icon/item/gift/531020.png	5	1	1	2	999	1	999		0		{500018:1}		手工材料3	260505								
533104	松紧绳	260506	19	6	1	1	icon/item/gift/531020.png	5	1	1	2	999	1	999		0		{500018:1}		手工材料4	260507								
533105	麻线	260508	19	6	1	1	icon/item/gift/531020.png	5	1	1	2	999	1	999		0		{500018:1}		手工材料5	260509								
533106	绒线	260510	19	6	1	1	icon/item/gift/531020.png	5	1	1	2	999	1	999		0		{500018:1}		手工材料6	260511								
533107	棉线	260512	21	6	1	1	icon/item/gift/531020.png	5	1	1	2	999	1	999		0		{500018:1}		手工材料7	260513								
533108	丝线	260514	21	6	1	1	icon/item/gift/531020.png	5	1	1	2	999	1	999		0		{500018:1}		手工材料8	260515								
533109	塑料装饰	260516	21	6	1	1	icon/item/gift/531020.png	5	1	1	2	999	1	999		0		{500018:1}		手工材料9	260517								
533201	粗绒棉	260518	20	6	1	1	icon/item/gift/531020.png	5	1	2	3	999	1	999		0		{500018:3}		手工材料10	260519								
533202	棉布	260520	20	6	1	1	icon/item/gift/531020.png	5	1	2	3	999	1	999		0		{500018:3}		手工材料11	260521								
533203	细绒棉	260522	19	6	1	1	icon/item/gift/531020.png	5	1	2	3	999	1	999		0		{500018:3}		手工材料12	260523								
533204	金属装饰	260524	19	6	1	1	icon/item/gift/531020.png	5	1	2	3	999	1	999		0		{500018:3}		手工材料13	260525								
533205	麻绳	260526	21	6	1	1	icon/item/gift/531020.png	5	1	2	3	999	1	999		0		{500018:3}		手工材料14	260527								
533206	亚麻布	260528	21	6	1	1	icon/item/gift/531020.png	5	1	2	3	999	1	999		0		{500018:3}		手工材料15	260529								
533301	粘合剂	260530	20	6	1	1	icon/item/gift/531020.png	5	1	3	4	999	1	999		0		{500018:10}		手工材料16	260531								
533302	皮革	260532	19	6	1	1	icon/item/gift/531020.png	5	1	3	4	999	1	999		0		{500018:10}		手工材料17	260533								
533303	丝织布	260534	21	6	1	1	icon/item/gift/531020.png	5	1	3	4	999	1	999		0		{500018:10}		手工材料18	260535								
534011	干面包1星	17001	16	8	1	1	icon/item/gift/534011.png	12	1	1	2	999	1	999		0		{500018:10}		干面包_一星	17002		0		0	{"fix":{"items":[{"id":500007,"num":2},{"id":500008,"num":5}]}}	0		0
534012	干面包2星	17003	16	8	1	1	icon/item/gift/534011.png	12	1	2	3	999	1	999		0		{500018:20}		干面包_二星	17004		0		0	{"fix":{"items":[{"id":500007,"num":2},{"id":500008,"num":5}]}}	0		0
534013	干面包3星	17005	16	8	1	1	icon/item/gift/534011.png	12	1	3	4	999	1	999		0		{500018:30}		干面包_三星	17006		0		0	{"fix":{"items":[{"id":500007,"num":2},{"id":500008,"num":5}]}}	0		0
534021	牛奶面包1星	17007	16	8	1	1	icon/item/gift/534021.png	12	1	1	2	999	1	999		0		{500018:10}		一星面包2	17008		0		0	{"fix":{"items":[{"id":500007,"num":2},{"id":500008,"num":5}]}}	0		0
534022	牛奶面包2星	17009	16	8	1	1	icon/item/gift/534021.png	12	1	2	3	999	1	999		0		{500018:20}		一星面包2	17010		0		0	{"fix":{"items":[{"id":500007,"num":2},{"id":500008,"num":5}]}}	0		0
534023	牛奶面包3星	17011	16	8	1	1	icon/item/gift/534021.png	12	1	3	4	999	1	999		0		{500018:30}		一星面包2	17012		0		0	{"fix":{"items":[{"id":500007,"num":2},{"id":500008,"num":5}]}}	0		0
534031	奶酪蛋挞1星	17013	16	8	1	1	icon/item/gift/534031.png	12	1	1	2	999	1	999		0		{500018:10}		一星面包3	17014		0		0	{"fix":{"items":[{"id":500007,"num":2},{"id":500008,"num":5}]}}	0		0
534032	奶酪蛋挞2星	17015	16	8	1	1	icon/item/gift/534031.png	12	1	2	3	999	1	999		0		{500018:20}		一星面包3	17016		0		0	{"fix":{"items":[{"id":500007,"num":2},{"id":500008,"num":5}]}}	0		0
534033	奶酪蛋挞3星	17017	16	8	1	1	icon/item/gift/534031.png	12	1	3	4	999	1	999		0		{500018:30}		一星面包3	17018		0		0	{"fix":{"items":[{"id":500007,"num":2},{"id":500008,"num":5}]}}	0		0
534042	黄油面包2星	17019	16	8	1	1	icon/item/gift/534042.png	12	1	2	2	999	1	999		0		{500018:20}		二星面包1	17020		0		0	{"fix":{"items":[{"id":500007,"num":5},{"id":500008,"num":10}]}}	0		0
534043	黄油面包3星	17021	16	8	1	1	icon/item/gift/534042.png	12	1	3	3	999	1	999		0		{500018:30}		二星面包1	17022		0		0	{"fix":{"items":[{"id":500007,"num":5},{"id":500008,"num":10}]}}	0		0
534044	黄油面包4星	17023	16	8	1	1	icon/item/gift/534042.png	12	1	4	4	999	1	999		0		{500018:40}		二星面包1	17024		0		0	{"fix":{"items":[{"id":500007,"num":5},{"id":500008,"num":10}]}}	0		0
534052	布丁蛋糕2星	17025	16	8	1	1	icon/item/gift/534052.png	12	1	2	2	999	1	999		0		{500018:20}		二星面包2	17026		0		0	{"fix":{"items":[{"id":500007,"num":5},{"id":500008,"num":10}]}}	0		0
534053	布丁蛋糕3星	17027	16	8	1	1	icon/item/gift/534052.png	12	1	3	3	999	1	999		0		{500018:30}		二星面包2	17028		0		0	{"fix":{"items":[{"id":500007,"num":5},{"id":500008,"num":10}]}}	0		0
534054	布丁蛋糕4星	17029	16	8	1	1	icon/item/gift/534052.png	12	1	4	4	999	1	999		0		{500018:40}		二星面包2	17030		0		0	{"fix":{"items":[{"id":500007,"num":5},{"id":500008,"num":10}]}}	0		0
534062	黄豆粉面包2星	17031	16	8	1	1	icon/item/gift/534062.png	12	1	2	2	999	1	999		0		{500018:20}		二星面包3	17032		0		0	{"fix":{"items":[{"id":500007,"num":5},{"id":500008,"num":10}]}}	0		0
534063	黄豆粉面包3星	17033	16	8	1	1	icon/item/gift/534062.png	12	1	3	3	999	1	999		0		{500018:30}		二星面包3	17034		0		0	{"fix":{"items":[{"id":500007,"num":5},{"id":500008,"num":10}]}}	0		0
534064	黄豆粉面包4星	17035	16	8	1	1	icon/item/gift/534062.png	12	1	4	4	999	1	999		0		{500018:40}		二星面包3	17036		0		0	{"fix":{"items":[{"id":500007,"num":5},{"id":500008,"num":10}]}}	0		0
534073	抹茶蛋糕3星	17037	16	8	1	1	icon/item/gift/534073.png	12	1	3	2	999	1	999		0		{500018:20}		三星面包1	17038		0		0	{"fix":{"items":[{"id":500007,"num":8},{"id":500008,"num":15}]}}	0		0
534074	抹茶蛋糕4星	17039	16	8	1	1	icon/item/gift/534073.png	12	1	4	3	999	1	999		0		{500018:30}		三星面包1	17040		0		0	{"fix":{"items":[{"id":500007,"num":8},{"id":500008,"num":15}]}}	0		0
534075	抹茶蛋糕5星	17041	16	8	1	1	icon/item/gift/534073.png	12	1	5	4	999	1	999		0		{500018:40}		三星面包1	17042		0		0	{"fix":{"items":[{"id":500007,"num":8},{"id":500008,"num":15}]}}	0		0
534083	糯米团子3星	17043	16	8	1	1	icon/item/gift/534083.png	12	1	3	2	999	1	999		0		{500018:20}		三星面包2	17044		0		0	{"fix":{"items":[{"id":500007,"num":8},{"id":500008,"num":15}]}}	0		0
534084	糯米团子4星	17045	16	8	1	1	icon/item/gift/534083.png	12	1	4	3	999	1	999		0		{500018:30}		三星面包2	17046		0		0	{"fix":{"items":[{"id":500007,"num":8},{"id":500008,"num":15}]}}	0		0
534085	糯米团子5星	17047	16	8	1	1	icon/item/gift/534083.png	12	1	5	4	999	1	999		0		{500018:40}		三星面包2	17048		0		0	{"fix":{"items":[{"id":500007,"num":8},{"id":500008,"num":15}]}}	0		0
534093	草莓大福3星	17049	16	8	1	1	icon/item/gift/534093.png	12	1	3	2	999	1	999		0		{500018:20}		三星面包3	17050		0		0	{"fix":{"items":[{"id":500007,"num":8},{"id":500008,"num":15}]}}	0		0
534094	草莓大福4星	17051	16	8	1	1	icon/item/gift/534093.png	12	1	4	3	999	1	999		0		{500018:30}		三星面包3	17052		0		0	{"fix":{"items":[{"id":500007,"num":8},{"id":500008,"num":15}]}}	0		0
534095	草莓大福5星	17053	16	8	1	1	icon/item/gift/534093.png	12	1	5	4	999	1	999		0		{500018:40}		三星面包3	17054		0		0	{"fix":{"items":[{"id":500007,"num":8},{"id":500008,"num":15}]}}	0		0
534101	清甜果汁1星	17055	17	8	1	1	icon/item/gift/530211.png	12	1	1	3	999	1	999		0		{500018:10}		一星饮品1	17056		0		0	{"fix":{"items":[{"id":500007,"num":2},{"id":500008,"num":5}]}}	0		0
534102	清甜果汁2星	17057	17	8	1	1	icon/item/gift/530211.png	12	1	2	4	999	1	999		0		{500018:20}		一星饮品1	17058		0		0	{"fix":{"items":[{"id":500007,"num":2},{"id":500008,"num":5}]}}	0		0
534103	清甜果汁3星	17059	17	8	1	1	icon/item/gift/530211.png	12	1	3	5	999	1	999		0		{500018:30}		一星饮品1	17060		0		0	{"fix":{"items":[{"id":500007,"num":2},{"id":500008,"num":5}]}}	0		0
534111	蔬菜汁1星	17061	17	8	1	1	icon/item/gift/534111.png	12	1	1	3	999	1	999		0		{500018:10}		一星饮品2	17062		0		0	{"fix":{"items":[{"id":500007,"num":2},{"id":500008,"num":5}]}}	0		0
534112	蔬菜汁2星	17063	17	8	1	1	icon/item/gift/534111.png	12	1	2	4	999	1	999		0		{500018:20}		一星饮品2	17064		0		0	{"fix":{"items":[{"id":500007,"num":2},{"id":500008,"num":5}]}}	0		0
534113	蔬菜汁3星	17065	17	8	1	1	icon/item/gift/534111.png	12	1	3	5	999	1	999		0		{500018:30}		一星饮品2	17066		0		0	{"fix":{"items":[{"id":500007,"num":2},{"id":500008,"num":5}]}}	0		0
534121	糯米酒1星	17067	17	8	1	1	icon/item/gift/534121.png	12	1	1	3	999	1	999		0		{500018:10}		一星饮品3	17068		0		0	{"fix":{"items":[{"id":500007,"num":2},{"id":500008,"num":5}]}}	0		0
534122	糯米酒2星	17069	17	8	1	1	icon/item/gift/534121.png	12	1	2	4	999	1	999		0		{500018:20}		一星饮品3	17070		0		0	{"fix":{"items":[{"id":500007,"num":2},{"id":500008,"num":5}]}}	0		0
534123	糯米酒3星	17071	17	8	1	1	icon/item/gift/534121.png	12	1	3	5	999	1	999		0		{500018:30}		一星饮品3	17072		0		0	{"fix":{"items":[{"id":500007,"num":2},{"id":500008,"num":5}]}}	0		0
534132	水果布丁2星	17073	17	8	1	1	icon/item/gift/534132.png	12	1	2	3	999	1	999		0		{500018:20}		二星饮品1	17074		0		0	{"fix":{"items":[{"id":500007,"num":5},{"id":500008,"num":10}]}}	0		0
534133	水果布丁3星	17075	17	8	1	1	icon/item/gift/534132.png	12	1	3	4	999	1	999		0		{500018:30}		二星饮品1	17076		0		0	{"fix":{"items":[{"id":500007,"num":5},{"id":500008,"num":10}]}}	0		0
534134	水果布丁4星	17077	17	8	1	1	icon/item/gift/534132.png	12	1	4	5	999	1	999		0		{500018:40}		二星饮品1	17078		0		0	{"fix":{"items":[{"id":500007,"num":5},{"id":500008,"num":10}]}}	0		0
534142	布丁奶昔2星	17079	17	8	1	1	icon/item/gift/534142.png	12	1	2	3	999	1	999		0		{500018:20}		二星饮品2	17080		0		0	{"fix":{"items":[{"id":500007,"num":5},{"id":500008,"num":10}]}}	0		0
534143	布丁奶昔3星	17081	17	8	1	1	icon/item/gift/534142.png	12	1	3	4	999	1	999		0		{500018:30}		二星饮品2	17082		0		0	{"fix":{"items":[{"id":500007,"num":5},{"id":500008,"num":10}]}}	0		0
534144	布丁奶昔4星	17083	17	8	1	1	icon/item/gift/534142.png	12	1	4	5	999	1	999		0		{500018:40}		二星饮品2	17084		0		0	{"fix":{"items":[{"id":500007,"num":5},{"id":500008,"num":10}]}}	0		0
534152	牛奶可可2星	17085	17	8	1	1	icon/item/gift/534152.png	12	1	2	3	999	1	999		0		{500018:20}		二星饮品3	17086		0		0	{"fix":{"items":[{"id":500007,"num":5},{"id":500008,"num":10}]}}	0		0
534153	牛奶可可3星	17087	17	8	1	1	icon/item/gift/534152.png	12	1	3	4	999	1	999		0		{500018:30}		二星饮品3	17088		0		0	{"fix":{"items":[{"id":500007,"num":5},{"id":500008,"num":10}]}}	0		0
534154	牛奶可可4星	17089	17	8	1	1	icon/item/gift/534152.png	12	1	4	5	999	1	999		0		{500018:40}		二星饮品3	17090		0		0	{"fix":{"items":[{"id":500007,"num":5},{"id":500008,"num":10}]}}	0		0
534163	薄荷抹茶3星	17091	17	8	1	1	icon/item/gift/534163.png	12	1	3	3	999	1	999		0		{500018:20}		三星饮品1	17092		0		0	{"fix":{"items":[{"id":500007,"num":8},{"id":500008,"num":15}]}}	0		0
534164	薄荷抹茶4星	17093	17	8	1	1	icon/item/gift/534163.png	12	1	4	4	999	1	999		0		{500018:30}		三星饮品1	17094		0		0	{"fix":{"items":[{"id":500007,"num":8},{"id":500008,"num":15}]}}	0		0
534165	薄荷抹茶5星	17095	17	8	1	1	icon/item/gift/534163.png	12	1	5	5	999	1	999		0		{500018:40}		三星饮品1	17096		0		0	{"fix":{"items":[{"id":500007,"num":8},{"id":500008,"num":15}]}}	0		0
534173	绿色妖姬3星	17097	17	8	1	1	icon/item/gift/534173.png	12	1	3	3	999	1	999		0		{500018:20}		三星饮品2	17098		0		0	{"fix":{"items":[{"id":500007,"num":8},{"id":500008,"num":15}]}}	0		0
534174	绿色妖姬4星	17099	17	8	1	1	icon/item/gift/534173.png	12	1	4	4	999	1	999		0		{500018:30}		三星饮品2	17100		0		0	{"fix":{"items":[{"id":500007,"num":8},{"id":500008,"num":15}]}}	0		0
534175	绿色妖姬5星	17101	17	8	1	1	icon/item/gift/534173.png	12	1	5	5	999	1	999		0		{500018:40}		三星饮品2	17102		0		0	{"fix":{"items":[{"id":500007,"num":8},{"id":500008,"num":15}]}}	0		0
534183	薄荷奶茶3星	17103	17	8	1	1	icon/item/gift/534183.png	12	1	3	3	999	1	999		0		{500018:20}		三星饮品3	17104		0		0	{"fix":{"items":[{"id":500007,"num":8},{"id":500008,"num":15}]}}	0		0
534184	薄荷奶茶4星	17105	17	8	1	1	icon/item/gift/534183.png	12	1	4	4	999	1	999		0		{500018:30}		三星饮品3	17106		0		0	{"fix":{"items":[{"id":500007,"num":8},{"id":500008,"num":15}]}}	0		0
534185	薄荷奶茶5星	17107	17	8	1	1	icon/item/gift/534183.png	12	1	5	5	999	1	999		0		{500018:40}		三星饮品3	17108		0		0	{"fix":{"items":[{"id":500007,"num":8},{"id":500008,"num":15}]}}	0		0
534191	水果寿司1星	17109	18	8	1	1	icon/item/gift/534191.png	12	1	1	4	999	1	999		0		{500018:10}		一星食物1	17110		0		0	{"fix":{"items":[{"id":500007,"num":2},{"id":500008,"num":5}]}}	0		0
534192	水果寿司2星	17111	18	8	1	1	icon/item/gift/534191.png	12	1	2	5	999	1	999		0		{500018:20}		一星食物1	17112		0		0	{"fix":{"items":[{"id":500007,"num":2},{"id":500008,"num":5}]}}	0		0
534193	水果寿司3星	17113	18	8	1	1	icon/item/gift/534191.png	12	1	3	6	999	1	999		0		{500018:30}		一星食物1	17114		0		0	{"fix":{"items":[{"id":500007,"num":2},{"id":500008,"num":5}]}}	0		0
534201	蔬菜蛋卷1星	17115	18	8	1	1	icon/item/gift/534201.png	12	1	1	4	999	1	999		0		{500018:10}		一星食物2	17116		0		0	{"fix":{"items":[{"id":500007,"num":2},{"id":500008,"num":5}]}}	0		0
534202	蔬菜蛋卷2星	17117	18	8	1	1	icon/item/gift/534201.png	12	1	2	5	999	1	999		0		{500018:20}		一星食物2	17118		0		0	{"fix":{"items":[{"id":500007,"num":2},{"id":500008,"num":5}]}}	0		0
