id	任务类型（1主线任务 2日常任务 3成就 4活动任务 5活跃度奖励 6七日签到 7次日奖励 8 十香活动任务）	重置类型（1.不会重置2.每天重置）	内容类型（1.指定副本关卡 2.其他）	客户端排序	任务名称	任务名称2	icon	icon底板颜色	icon气泡颜色	颜色备注	任务描述	任务描述2	任务类型标签（主线使用）	接取条件id（关联事件表）	接取参数	完成条件id（关联事件表）	完成参数	需要进度	完成奖励	任务描述3	跳转界面	完成结果（1.被后置任务替换。2.保留此任务，出现后置任务）	继承进度的任务id	是否开启	有效时间(单位为天，-1为永久生效）
40049	3	1	2	49	1310432	发家致富	ui/task/icon_4.png				1320432	累计获得金币100000		10001	{"plvl":1,"pre_task_id":40048}	2003	{"itemId":500001}	100000	{500002:30}			2	40048	1	-1
40050	3	1	2	50	1310433	豪爽大款	ui/task/icon_4.png				1320433	累计获得金币200000		10001	{"plvl":1,"pre_task_id":40049}	2003	{"itemId":500001}	200000	{500002:40}			2	40049	1	-1
40051	3	1	2	51	1310434	土豪	ui/task/icon_4.png				1320434	累计获得金币500000		10001	{"plvl":1,"pre_task_id":40050}	2003	{"itemId":500001}	500000	{500002:50}			2	40050	1	-1
40052	3	1	2	52	1310435	百万富翁	ui/task/icon_4.png				1320435	累计获得金币1000000		10001	{"plvl":1,"pre_task_id":40051}	2003	{"itemId":500001}	1000000	{500002:60}			2	40051	1	-1
40053	3	1	2	53	1310436	千万富翁	ui/task/icon_4.png				1320436	累计获得金币1500000		10001	{"plvl":1,"pre_task_id":40052}	2003	{"itemId":500001}	1500000	{500002:70}			2	40052	1	-1
40054	3	1	2	54	1310437	亿万富翁	ui/task/icon_4.png				1320437	累计获得金币2500000		10001	{"plvl":1,"pre_task_id":40053}	2003	{"itemId":500001}	2500000	{500002:80}			2	40053	1	-1
40055	3	1	2	55	1310438	天宫市最富	ui/task/icon_4.png				1320438	累计获得金币5000000		10001	{"plvl":1,"pre_task_id":40054}	2003	{"itemId":500001}	5000000	{500002:90}			2	40054	1	-1
40056	3	1	2	56	1310439	世界首富	ui/task/icon_4.png				1320439	累计获得金币10000000		10001	{"plvl":1,"pre_task_id":40055}	2003	{"itemId":500001}	10000000	{500002:100}			2	40055	1	-1
40057	3	1	2	57	1310440	摘下星星送给你1	ui/task/icon_1.png				1320440	总星星数达到30		10001	{"plvl":1}	9002		30	{520006:1}		1	2		1	-1
40058	3	1	2	58	1310441	摘下星星送给你2	ui/task/icon_1.png				1320441	总星星数达到60		10001	{"plvl":1,"pre_task_id":40057}	9002		60	{520006:1}		1	2		1	-1
40059	3	1	2	59	1310442	摘下星星送给你3	ui/task/icon_1.png				1320442	总星星数达到90		10001	{"plvl":1,"pre_task_id":40058}	9002		90	{520006:1}		1	2		1	-1
40060	3	1	2	60	1310443	摘下星星送给你4	ui/task/icon_1.png				1320443	总星星数达到120		10001	{"plvl":1,"pre_task_id":40059}	9002		120	{520006:1}		1	2		1	-1
40061	3	1	2	61	1310444	摘下星星送给你5	ui/task/icon_1.png				1320444	总星星数达到150		10001	{"plvl":1,"pre_task_id":40060}	9002		150	{520006:2}		1	2		1	-1
40062	3	1	2	62	1310445	日月星辰在你眼中1	ui/task/icon_1.png				1320445	总星星数达到180		10001	{"plvl":1,"pre_task_id":40061}	9002		180	{520006:2}		1	2		1	-1
40063	3	1	2	63	1310446	日月星辰在你眼中2	ui/task/icon_1.png				1320446	总星星数达到210		10001	{"plvl":1,"pre_task_id":40062}	9002		210	{520006:2}		1	2		1	-1
40064	3	1	2	64	1310447	日月星辰在你眼中3	ui/task/icon_1.png				1320447	总星星数达到240		10001	{"plvl":1,"pre_task_id":40063}	9002		240	{520006:2}		1	2		1	-1
40065	3	1	2	65	1310448	日月星辰在你眼中4	ui/task/icon_1.png				1320448	总星星数达到270		10001	{"plvl":1,"pre_task_id":40064}	9002		270	{520006:3}		1	2		1	-1
40066	3	1	2	66	1310449	日月星辰在你眼中5	ui/task/icon_1.png				1320449	总星星数达到300		10001	{"plvl":1,"pre_task_id":40065}	9002		300	{520006:3}		1	2		1	-1
40067	3	1	2	67	1310450	满天星斗闪耀	ui/task/icon_1.png				1320450	总星星数达到330		10001	{"plvl":1,"pre_task_id":40066}	9002		330	{520006:3}		1	2		1	-1
40068	3	1	2	68	1310451	满天星斗闪耀2	ui/task/icon_1.png				1320451	总星星数达到360		10001	{"plvl":1,"pre_task_id":40067}	9002		360	{520006:3}		1	2		1	-1
40069	3	1	2	69	1310452	满天星斗闪耀3	ui/task/icon_1.png				1320452	总星星数达到390		10001	{"plvl":1,"pre_task_id":40068}	9002		390	{520006:4}		1	2		1	-1
40070	3	1	2	70	1310453	满天星斗闪耀4	ui/task/icon_1.png				1320453	总星星数达到420		10001	{"plvl":1,"pre_task_id":40069}	9002		420	{520006:4}		1	2		1	-1
40071	3	1	2	71	1310454	满天星斗闪耀5	ui/task/icon_1.png				1320454	总星星数达到450		10001	{"plvl":1,"pre_task_id":40070}	9002		450	{520006:4}		1	2		1	-1
40072	3	1	2	72	1310455	星辰大海1	ui/task/icon_1.png				1320455	总星星数达到480		10001	{"plvl":1,"pre_task_id":40071}	9002		480	{520006:4}		1	2		1	-1
40073	3	1	2	73	1310456	星辰大海2	ui/task/icon_1.png				1320456	总星星数达到510		10001	{"plvl":1,"pre_task_id":40072}	9002		510	{520006:5}		1	2		1	-1
40074	3	1	2	74	1310457	星辰大海3	ui/task/icon_1.png				1320457	总星星数达到540		10001	{"plvl":1,"pre_task_id":40073}	9002		540	{520006:5}		1	2		1	-1
40075	3	1	2	75	1310458	星辰大海4	ui/task/icon_1.png				1320458	总星星数达到570		10001	{"plvl":1,"pre_task_id":40074}	9002		570	{520006:5}		1	2		1	-1
40076	3	1	2	76	1310459	星辰大海5	ui/task/icon_1.png				1320459	总星星数达到600		10001	{"plvl":1,"pre_task_id":40075}	9002		600	{520006:5}		1	2		1	-1
40077	3	1	2	77	1310460	祈求者1	ui/task/icon_4.png				1320460	祈愿次数达到5		10001	{"plvl":5}	17001		5	{500002:20}		11	2		1	-1
40078	3	1	2	78	1310461	祈求者2	ui/task/icon_4.png				1320461	祈愿次数达到10		10001	{"plvl":5,"pre_task_id":40077}	17001		10	{500002:40}		11	2	40077	1	-1
40079	3	1	2	79	1310462	祈求者3	ui/task/icon_4.png				1320462	祈愿次数达到20		10001	{"plvl":5,"pre_task_id":40078}	17001		20	{500002:60}		11	2	40078	1	-1
40080	3	1	2	80	1310463	祈求者4	ui/task/icon_4.png				1320463	祈愿次数达到50		10001	{"plvl":5,"pre_task_id":40079}	17001		50	{500002:80}		11	2	40079	1	-1
40081	3	1	2	81	1310464	祈求者5	ui/task/icon_4.png				1320464	祈愿次数达到80		10001	{"plvl":5,"pre_task_id":40080}	17001		80	{500002:100}		11	2	40080	1	-1
40082	3	1	2	82	1310465	祈求者6	ui/task/icon_4.png				1320465	祈愿次数达到120		10001	{"plvl":5,"pre_task_id":40081}	17001		120	{500002:120}		11	2	40081	1	-1
40083	3	1	2	83	1310466	祈求者7	ui/task/icon_4.png				1320466	祈愿次数达到160		10001	{"plvl":5,"pre_task_id":40082}	17001		160	{500002:140}		11	2	40082	1	-1
40084	3	1	2	84	1310467	祈求者8	ui/task/icon_4.png				1320467	祈愿次数达到200		10001	{"plvl":5,"pre_task_id":40083}	17001		200	{500002:160}		11	2	40083	1	-1
40085	3	1	2	85	1310468	祈求者9	ui/task/icon_4.png				1320468	祈愿次数达到300		10001	{"plvl":5,"pre_task_id":40084}	17001		300	{500002:180}		11	2	40084	1	-1
40086	3	1	2	86	1310469	祈求者10	ui/task/icon_4.png				1320469	祈愿次数达到500		10001	{"plvl":5,"pre_task_id":40085}	17001		500	{500002:200}		11	2	40085	1	-1
40087	3	1	2	87	1310470	连续抖腿1	ui/task/icon_1.png				1320470	单次战斗中连击数达到30		10001	{"plvl":1}	9004		30	{500002:10}		1	2		1	-1
40088	3	1	2	88	1310471	连续抖腿2	ui/task/icon_1.png				1320471	单次战斗中连击数达到50		10001	{"plvl":1,"pre_task_id":40087}	9004		50	{500002:20}		1	2	40087	1	-1
40089	3	1	2	89	1310472	连续抖腿3	ui/task/icon_1.png				1320472	单次战斗中连击数达到80		10001	{"plvl":1,"pre_task_id":40088}	9004		80	{500002:30}		1	2	40088	1	-1
40090	3	1	2	90	1310473	动次打次1	ui/task/icon_1.png				1320473	单次战斗中连击数达到100		10001	{"plvl":1,"pre_task_id":40089}	9004		100	{500002:40}		1	2	40089	1	-1
40091	3	1	2	91	1310474	动次打次2	ui/task/icon_1.png				1320474	单次战斗中连击数达到150		10001	{"plvl":1,"pre_task_id":40090}	9004		150	{500002:50}		1	2	40090	1	-1
40092	3	1	2	92	1310475	动次打次3	ui/task/icon_1.png				1320475	单次战斗中连击数达到200		10001	{"plvl":1,"pre_task_id":40091}	9004		200	{500002:60}		1	2	40091	1	-1
40093	3	1	2	93	1310476	突突大佬1	ui/task/icon_1.png				1320476	单次战斗中连击数达到250		10001	{"plvl":1,"pre_task_id":40092}	9004		250	{500002:70}		1	2	40092	1	-1
40094	3	1	2	94	1310477	突突大佬2	ui/task/icon_1.png				1320477	单次战斗中连击数达到300		10001	{"plvl":1,"pre_task_id":40093}	9004		300	{500002:80}		1	2	40093	1	-1
40095	3	1	2	95	1310478	突突大佬3	ui/task/icon_1.png				1320478	单次战斗中连击数达到400		10001	{"plvl":1,"pre_task_id":40094}	9004		400	{500002:90}		1	2	40094	1	-1
40096	3	1	2	96	1310479	突突大佬4	ui/task/icon_1.png				1320479	单次战斗中连击数达到500		10001	{"plvl":1,"pre_task_id":40095}	9004		500	{500002:100}		1	2	40095	1	-1
40097	3	1	2	97	1310480	捡破烂1	ui/task/icon_1.png				1320480	单次战斗中拾取道具5次		10001	{"plvl":1,"pre_task_id":40096}	9005		5	{500001:5000}		1	2		0	-1
40098	3	1	2	98	1310481	捡破烂2	ui/task/icon_1.png				1320481	单次战斗中拾取道具10次		10001	{"plvl":1,"pre_task_id":40097}	9005		10	{500001:10000}		1	2	40097	0	-1
40099	3	1	2	99	1310482	拾荒者1	ui/task/icon_1.png				1320482	单次战斗中拾取道具15次		10001	{"plvl":1,"pre_task_id":40098}	9005		15	{500001:15000}		1	2	40098	0	-1
40100	3	1	2	100	1310483	拾荒者2	ui/task/icon_1.png				1320483	单次战斗中拾取道具20次		10001	{"plvl":1,"pre_task_id":40099}	9005		20	{500001:20000}		1	2	40099	0	-1
40101	3	1	2	101	1310484	勤俭持家1	ui/task/icon_1.png				1320484	单次战斗中拾取道具30次		10001	{"plvl":1,"pre_task_id":40100}	9005		30	{500001:25000}		1	2	40100	0	-1
40102	3	1	2	102	1310485	勤俭持家2	ui/task/icon_1.png				1320485	单次战斗中拾取道具50次		10001	{"plvl":1,"pre_task_id":40101}	9005		50	{500001:30000}		1	2	40101	0	-1
40103	3	1	2	103	1310486	勤俭持家3	ui/task/icon_1.png				1320486	单次战斗中拾取道具100次		10001	{"plvl":1,"pre_task_id":40102}	9005		100	{500001:50000}		1	2	40102	0	-1
40104	3	1	2	104	1310487	约会菜鸟1	ui/task/icon_3.png				1320487	完成任意约会5次		10001	{"plvl":1}	12003		5	{500002:20}		9	2		1	-1
40105	3	1	2	105	1310488	约会菜鸟2	ui/task/icon_3.png				1320488	完成任意约会10次		10001	{"plvl":1,"pre_task_id":40104}	12003		10	{500002:40}		9	2	40104	1	-1
40106	3	1	2	106	1310489	约会菜鸟3	ui/task/icon_3.png				1320489	完成任意约会20次		10001	{"plvl":1,"pre_task_id":40105}	12003		20	{500002:60}		9	2	40105	1	-1
40107	3	1	2	107	1310490	暖男1	ui/task/icon_3.png				1320490	完成任意约会50次		10001	{"plvl":1,"pre_task_id":40106}	12003		50	{500002:80}		9	2	40106	1	-1
40108	3	1	2	108	1310491	暖男2	ui/task/icon_3.png				1320491	完成任意约会80次		10001	{"plvl":1,"pre_task_id":40107}	12003		80	{500002:100}		9	2	40107	1	-1
40109	3	1	2	109	1310492	暖男3	ui/task/icon_3.png				1320492	完成任意约会120次		10001	{"plvl":1,"pre_task_id":40108}	12003		120	{500002:120}		9	2	40108	1	-1
40110	3	1	2	110	1310493	情圣1	ui/task/icon_3.png				1320493	完成任意约会160次		10001	{"plvl":1,"pre_task_id":40109}	12003		160	{500002:140}		9	2	40109	1	-1
40111	3	1	2	111	1310494	情圣2	ui/task/icon_3.png				1320494	完成任意约会200次		10001	{"plvl":1,"pre_task_id":40110}	12003		200	{500002:160}		9	2	40110	1	-1
40112	3	1	2	112	1310495	情圣3	ui/task/icon_3.png				1320495	完成任意约会300次		10001	{"plvl":1,"pre_task_id":40111}	12003		300	{500002:180}		9	2	40111	1	-1
40113	3	1	2	113	1310496	情圣4	ui/task/icon_3.png				1320496	完成任意约会500次		10001	{"plvl":1,"pre_task_id":40112}	12003		500	{500002:200}		9	2	40112	1	-1
40114	3	1	2	114	1310497	人生赢家1	ui/task/icon_3.png				1320497	任意精灵的好感度达到100		10001	{"plvl":1}	12001		100	{570032:1}		9	2		1	-1
40115	3	1	2	115	1310498	人生赢家2	ui/task/icon_3.png				1320498	任意精灵的好感度达到500		10001	{"plvl":1,"pre_task_id":40114}	12001		500	{570032:2}		9	2		1	-1
40116	3	1	2	116	1310499	人生赢家3	ui/task/icon_3.png				1320499	任意精灵的好感度达到2000		10001	{"plvl":1,"pre_task_id":40115}	12001		2000	{570032:3}		9	2		1	-1
40117	3	1	2	117	1310500	人生赢家4	ui/task/icon_3.png				1320500	任意精灵的好感度达到10000		10001	{"plvl":1,"pre_task_id":40116}	12001		10000	{570032:4}		9	2		1	-1
40118	3	1	2	118	1310501	恋爱初体验1	ui/task/icon_3.png				1320501	2个精灵好感达到100		10001	{"plvl":1}	12002	{"limit":100}	2	{570032:1}		9	2		1	-1
40119	3	1	2	119	1310502	恋爱初体验2	ui/task/icon_3.png				1320502	3个精灵好感达到100		10001	{"plvl":1,"pre_task_id":40118}	12002	{"limit":100}	3	{570032:2}		9	2		1	-1
40120	3	1	2	120	1310503	恋爱初体验3	ui/task/icon_3.png				1320503	4个精灵好感达到100		10001	{"plvl":1,"pre_task_id":40119}	12002	{"limit":100}	4	{570032:3}		9	2		1	-1
40121	3	1	2	121	1310504	恋爱初体验4	ui/task/icon_3.png				1320504	5个精灵好感达到100		10001	{"plvl":1,"pre_task_id":40120}	12002	{"limit":100}	5	{570032:4}		9	2		1	-1
40122	3	1	2	122	1310505	渐入佳境1	ui/task/icon_3.png				1320505	2个精灵好感达到500		10001	{"plvl":1,"pre_task_id":40121}	12002	{"limit":500}	2	{570032:1}		9	2		1	-1
40123	3	1	2	123	1310506	渐入佳境2	ui/task/icon_3.png				1320506	3个精灵好感达到500		10001	{"plvl":1,"pre_task_id":40122}	12002	{"limit":500}	3	{570032:2}		9	2		1	-1
40124	3	1	2	124	1310507	渐入佳境3	ui/task/icon_3.png				1320507	4个精灵好感达到500		10001	{"plvl":1,"pre_task_id":40123}	12002	{"limit":500}	4	{570032:3}		9	2		1	-1
40125	3	1	2	125	1310508	渐入佳境4	ui/task/icon_3.png				1320508	5个精灵好感达到500		10001	{"plvl":1,"pre_task_id":40124}	12002	{"limit":500}	5	{570032:4}		9	2		1	-1
40126	3	1	2	126	1310509	中央空调1	ui/task/icon_3.png				1320509	2个精灵好感达到2000		10001	{"plvl":1,"pre_task_id":40125}	12002	{"limit":2000}	2	{570032:1}		9	2		1	-1
40127	3	1	2	127	1310510	中央空调2	ui/task/icon_3.png				1320510	3个精灵好感达到2000		10001	{"plvl":1,"pre_task_id":40126}	12002	{"limit":2000}	3	{570032:2}		9	2		1	-1
40128	3	1	2	128	1310511	中央空调3	ui/task/icon_3.png				1320511	4个精灵好感达到2000		10001	{"plvl":1,"pre_task_id":40127}	12002	{"limit":2000}	4	{570032:3}		9	2		1	-1
40129	3	1	2	129	1310512	中央空调4	ui/task/icon_3.png				1320512	5个精灵好感达到2000		10001	{"plvl":1,"pre_task_id":40128}	12002	{"limit":2000}	5	{570032:4}		9	2		1	-1
40130	3	1	2	130	1310513	撩妹达人1	ui/task/icon_3.png				1320513	2个精灵好感达到10000		10001	{"plvl":1,"pre_task_id":40129}	12002	{"limit":10000}	2	{570032:1}		9	2		1	-1
40131	3	1	2	131	1310514	撩妹达人2	ui/task/icon_3.png				1320514	3个精灵好感达到10000		10001	{"plvl":1,"pre_task_id":40130}	12002	{"limit":10000}	3	{570032:2}		9	2		1	-1
40132	3	1	2	132	1310515	撩妹达人3	ui/task/icon_3.png				1320515	4个精灵好感达到10000		10001	{"plvl":1,"pre_task_id":40131}	12002	{"limit":10000}	4	{570032:3}		9	2		1	-1
40133	3	1	2	133	1310516	撩妹达人4	ui/task/icon_3.png				1320516	5个精灵好感达到10000		10001	{"plvl":1,"pre_task_id":40132}	12002	{"limit":10000}	5	{570032:4}		9	2		1	-1
40134	3	1	2	134	1310517	后宫之王1	ui/task/icon_6.png				1320517	拥有1个精灵		10001	{"plvl":1}	2001	{"superType":2}	1	{570002:5}			2		1	-1
40135	3	1	2	135	1310518	后宫之王2	ui/task/icon_6.png				1320518	拥有2个精灵		10001	{"plvl":1,"pre_task_id":40134}	2001	{"superType":2}	2	{570002:10}			2		1	-1
40136	3	1	2	136	1310519	后宫之王3	ui/task/icon_6.png				1320519	拥有3个精灵		10001	{"plvl":1,"pre_task_id":40135}	2001	{"superType":2}	3	{570002:15}			2		1	-1
40137	3	1	2	137	1310520	后宫之王4	ui/task/icon_6.png				1320520	拥有4个精灵		10001	{"plvl":1,"pre_task_id":40136}	2001	{"superType":2}	4	{570002:20}			2		1	-1
40138	3	1	2	138	1310521	后宫之王5	ui/task/icon_6.png				1320521	拥有5个精灵		10001	{"plvl":1,"pre_task_id":40137}	2001	{"superType":2}	5	{570002:25}			2		1	-1
40139	3	1	2	139	1310522	后宫之王6	ui/task/icon_6.png				1320522	拥有6个精灵		10001	{"plvl":1,"pre_task_id":40138}	2001	{"superType":2}	6	{570002:30}			2		1	-1
40140	3	1	2	140	1310523	后宫之王7	ui/task/icon_6.png				1320523	拥有7个精灵		10001	{"plvl":1,"pre_task_id":40139}	2001	{"superType":2}	7	{570002:35}			2		1	-1
40141	3	1	2	141	1310524	后宫之王8	ui/task/icon_6.png				1320524	拥有8个精灵		10001	{"plvl":1,"pre_task_id":40140}	2001	{"superType":2}	8	{570002:40}			2		1	-1
40142	3	1	2	142	1310525	战斗狂热者1	ui/task/icon_6.png				1320525	3个精灵达到10级		10001	{"plvl":1,"pre_task_id":40136}	2001	{"superType":2}	4	{510101:5}			2		0	-1
40143	3	1	2	143	1310526	战斗狂热者2	ui/task/icon_6.png				1320526	3个精灵达到20级		10001	{"plvl":1,"pre_task_id":40142}	2001	{"superType":2}	4	{510102:5}			2		0	-1
40144	3	1	2	144	1310527	战斗狂热者3	ui/task/icon_6.png				1320527	3个精灵达到30级		10001	{"plvl":1,"pre_task_id":40143}	2001	{"superType":2}	5	{510104:5}			2		0	-1
40145	3	1	2	145	1310528	战斗狂热者4	ui/task/icon_6.png				1320528	3个精灵达到40级		10001	{"plvl":1,"pre_task_id":40144}	2001	{"superType":2}	6	{510106:5}			2		0	-1
40146	3	1	2	146	1310529	战斗狂热者5	ui/task/icon_6.png				1320529	3个精灵达到50级		10001	{"plvl":1,"pre_task_id":40145}	2001	{"superType":2}	7	{510108:5}			2		0	-1
40147	3	1	2	147	1310530	战斗狂热者6	ui/task/icon_6.png				1320530	3个精灵达到60级		10001	{"plvl":1,"pre_task_id":40146}	2001	{"superType":2}	8	{510110:5}			2		0	-1
40148	3	1	2	148	1310531	初级强化1	ui/task/icon_7.png				1320531	累计获得20个1星质点		10001	{"plvl":1}	2003	{"superType":2}	20	{570001:10}			2		0	-1
40149	3	1	2	149	1310532	初级强化2	ui/task/icon_7.png				1320532	累计获得50个1星质点		10001	{"plvl":1,"pre_task_id":40148}	2003	{"superType":2}	50	{570001:20}			2	40148	0	-1
40150	3	1	2	150	1310533	初级强化3	ui/task/icon_7.png				1320533	累计获得100个1星质点		10001	{"plvl":1,"pre_task_id":40149}	2003	{"superType":2}	100	{570001:50}			2	40149	0	-1
40151	3	1	2	151	1310534	初级强化4	ui/task/icon_7.png				1320534	累计获得250个1星质点		10001	{"plvl":1,"pre_task_id":40150}	2003	{"superType":2}	250	{570001:100}			2	40150	0	-1
40152	3	1	2	152	1310535	初级强化5	ui/task/icon_7.png				1320535	累计获得500个1星质点		10001	{"plvl":1,"pre_task_id":40151}	2003	{"superType":2}	500	{570001:200}			2	40151	0	-1
40153	3	1	2	153	1310536	初级强化6	ui/task/icon_7.png				1320536	累计获得1000个1星质点		10001	{"plvl":1,"pre_task_id":40152}	2003	{"superType":2}	1000	{570001:500}			2	40152	0	-1
40154	3	1	2	154	1310537	中级强化1	ui/task/icon_7.png				1320537	累计获得10个2星质点		10001	{"plvl":1}	2003	{"superType":2}	10	{570001:10}			2		0	-1
40155	3	1	2	155	1310538	中级强化2	ui/task/icon_7.png				1320538	累计获得25个2星质点		10001	{"plvl":1,"pre_task_id":40154}	2003	{"superType":2}	25	{570001:20}			2	40154	0	-1
40156	3	1	2	156	1310539	中级强化3	ui/task/icon_7.png				1320539	累计获得50个2星质点		10001	{"plvl":1,"pre_task_id":40155}	2003	{"superType":2}	50	{570001:50}			2	40155	0	-1
40157	3	1	2	157	1310540	中级强化4	ui/task/icon_7.png				1320540	累计获得125个2星质点		10001	{"plvl":1,"pre_task_id":40156}	2003	{"superType":2}	125	{570001:100}			2	40156	0	-1
40158	3	1	2	158	1310541	中级强化5	ui/task/icon_7.png				1320541	累计获得250个2星质点		10001	{"plvl":1,"pre_task_id":40157}	2003	{"superType":2}	250	{570001:200}			2	40157	0	-1
40159	3	1	2	159	1310542	中级强化6	ui/task/icon_7.png				1320542	累计获得500个2星质点		10001	{"plvl":1,"pre_task_id":40158}	2003	{"superType":2}	500	{570001:500}			2	40158	0	-1
40160	3	1	2	160	1310543	高级强化1	ui/task/icon_7.png				1320543	累计获得5个3星质点		10001	{"plvl":1}	2003	{"superType":2}	5	{570001:10}			2		0	-1
40161	3	1	2	161	1310544	高级强化2	ui/task/icon_7.png				1320544	累计获得10个3星质点		10001	{"plvl":1,"pre_task_id":40160}	2003	{"superType":2}	10	{570001:20}			2	40160	0	-1
40162	3	1	2	162	1310545	高级强化3	ui/task/icon_7.png				1320545	累计获得25个3星质点		10001	{"plvl":1,"pre_task_id":40161}	2003	{"superType":2}	25	{570001:50}			2	40161	0	-1
40163	3	1	2	163	1310546	高级强化4	ui/task/icon_7.png				1320546	累计获得50个3星质点		10001	{"plvl":1,"pre_task_id":40162}	2003	{"superType":2}	50	{570001:100}			2	40162	0	-1
40164	3	1	2	164	1310547	高级强化5	ui/task/icon_7.png				1320547	累计获得100个3星质点		10001	{"plvl":1,"pre_task_id":40163}	2003	{"superType":2}	100	{570001:200}			2	40163	0	-1
40165	3	1	2	165	1310548	高级强化6	ui/task/icon_7.png				1320548	累计获得250个3星质点		10001	{"plvl":1,"pre_task_id":40164}	2003	{"superType":2}	250	{570001:500}			2	40164	0	-1
40166	3	1	2	166	1310549	终极强化1	ui/task/icon_7.png				1320549	累计获得2个4星质点		10001	{"plvl":1}	2003	{"superType":2}	2	{570001:10}			2		0	-1
40167	3	1	2	167	1310550	终极强化2	ui/task/icon_7.png				1320550	累计获得5个4星质点		10001	{"plvl":1,"pre_task_id":40166}	2003	{"superType":2}	5	{570001:20}			2	40166	0	-1
40168	3	1	2	168	1310551	终极强化3	ui/task/icon_7.png				1320551	累计获得10个4星质点		10001	{"plvl":1,"pre_task_id":40167}	2003	{"superType":2}	10	{570001:50}			2	40167	0	-1
40169	3	1	2	169	1310552	终极强化4	ui/task/icon_7.png				1320552	累计获得25个4星质点		10001	{"plvl":1,"pre_task_id":40168}	2003	{"superType":2}	25	{570001:100}			2	40168	0	-1
40170	3	1	2	170	1310553	终极强化5	ui/task/icon_7.png				1320553	累计获得50个4星质点		10001	{"plvl":1,"pre_task_id":40169}	2003	{"superType":2}	50	{570001:200}			2	40169	0	-1
40171	3	1	2	171	1310554	终极强化6	ui/task/icon_7.png				1320554	累计获得125个4星质点		10001	{"plvl":1,"pre_task_id":40170}	2003	{"superType":2}	125	{570001:500}			2	40170	0	-1
40172	3	1	2	172	1310555	绝对武装1	ui/task/icon_7.png				1320555	累计获得1个5星质点		10001	{"plvl":1}	2003	{"superType":2}	1	{570001:10}			2		0	-1
40173	3	1	2	173	1310556	绝对武装2	ui/task/icon_7.png				1320556	累计获得2个5星质点		10001	{"plvl":1,"pre_task_id":40172}	2003	{"superType":2}	2	{570001:20}			2	40172	0	-1
40174	3	1	2	174	1310557	绝对武装3	ui/task/icon_7.png				1320557	累计获得5个5星质点		10001	{"plvl":1,"pre_task_id":40173}	2003	{"superType":2}	5	{570001:50}			2	40173	0	-1
40175	3	1	2	175	1310558	绝对武装4	ui/task/icon_7.png				1320558	累计获得10个5星质点		10001	{"plvl":1,"pre_task_id":40174}	2003	{"superType":2}	10	{570001:100}			2	40174	0	-1
40176	3	1	2	176	1310559	绝对武装5	ui/task/icon_7.png				1320559	累计获得25个5星质点		10001	{"plvl":1,"pre_task_id":40175}	2003	{"superType":2}	25	{570001:200}			2	40175	0	-1
40177	3	1	2	177	1310560	绝对武装6	ui/task/icon_7.png				1320560	累计获得50个5星质点		10001	{"plvl":1,"pre_task_id":40176}	2003	{"superType":2}	50	{570001:500}			2	40176	0	-1
40178	3	1	2	178	1310561	累计达成10个满星通关	ui/task/icon_1.png				1320561	累计达成10个满星通关		10001	{"plvl":1}	9003	{"star":3,"duntype":1}	10	{500002:10}		1	2		0	-1
40179	3	1	2	179	1310562	累计达成30个满星通关	ui/task/icon_1.png				1320562	累计达成30个满星通关		10001	{"plvl":1,"pre_task_id":40178}	9003	{"star":3,"duntype":1}	30	{500002:10}		1	2		0	-1
40180	3	1	2	180	1310563	累计达成50个满星通关	ui/task/icon_1.png				1320563	累计达成50个满星通关		10001	{"plvl":1,"pre_task_id":40179}	9003	{"star":3,"duntype":1}	50	{500002:10}		1	2		0	-1
40181	3	1	2	181	1310564	累计达成100个满星通关	ui/task/icon_1.png				1320564	累计达成100个满星通关		10001	{"plvl":1,"pre_task_id":40180}	9003	{"star":3,"duntype":1}	100	{500002:10}		1	2		0	-1
40182	3	1	2	182	1310565	累计达成200个满星通关	ui/task/icon_1.png				1320565	累计达成200个满星通关		10001	{"plvl":1,"pre_task_id":40181}	9003	{"star":3,"duntype":1}	200	{500002:10}		1	2		0	-1
40183	3	1	2	183	1310566	累计达成500个满星通关	ui/task/icon_1.png				1320566	累计达成500个满星通关		10001	{"plvl":1,"pre_task_id":40182}	9003	{"star":3,"duntype":1}	500	{500002:10}		1	2		0	-1
40184	3	1	2	184	1310567	拥有10个好友	ui/task/icon_2.png				1320567	拥有10个好友		10001	{"plvl":1}	7001		10	{500002:10}		4	2		0	-1
40185	3	1	2	185	1310568	拥有20个好友	ui/task/icon_2.png				1320568	拥有20个好友		10001	{"plvl":1,"pre_task_id":40184}	7001		20	{500002:10}		4	2		0	-1
40186	3	1	2	186	1310569	拥有50个好友	ui/task/icon_2.png				1320569	拥有50个好友		10001	{"plvl":1,"pre_task_id":40185}	7001		50	{500002:10}		4	2		0	-1
40187	3	1	2	187	1310570	拥有100个好友	ui/task/icon_2.png				1320570	拥有100个好友		10001	{"plvl":1,"pre_task_id":40186}	7001		100	{500002:10}		4	2		0	-1
40188	3	1	2	188	1310571	拥有20个质点	ui/task/icon_7.png				1320571	拥有20个质点		10001	{"plvl":5}	2002	{"superType":2}	20	{500002:10}			2		0	-1
