刷怪ID	关卡备注（策划看）	关卡备注（策划看）	怪物ID	朝向	怪池ID(怪池ID+怪池刷出怪物数量)	等级（通过skillEffect触发的怪物等级跟随召唤者）	波次	刷怪器类型(1-常规，即现有类型；2-循环，3-定时，4-极限)	刷怪轮数(以所有波次刷完为1轮)	定时(循环刷怪，极限刷怪的下一轮怪刷出的等待时间；定时刷怪刷出下一轮怪的间隔时间)	刷怪暂停条件类型(1-击杀能力检测，2-数量上限检测)	刷怪暂停条件类型参数(击杀能力检测填间隔时间，单位秒；数量上限检测填存活怪物数量上限)	刷怪位置（1随机刷新，2地图中心刷新，3地图左侧刷新，4地图右侧刷新）	是否预警	助战角色是否出现（0或不配时不刷新助战角色。1刷新助战角色）
1009013	9005	第9章简单	3000-3000-3030-3030-2020-2020	2		46	1	1	1				1	0	
1009014	9005	第9章简单	2000-2000-3010-3010-50701	2		46	1	1	1				4	1	
1009015	9005	第9章简单		2		46	1	1	1				1	0	
1009016	9006	第9章简单	2040-2040-3010-3010	2		47	1	1	1				1	0	
1009017	9006	第9章简单	3001-3001-2000-2000-2050-2050	2		47	1	1	1				1	0	
1009018	9006	第9章简单	3000-3000-3020-3020	2		47	1	4	2	1250			1	1	
1009019	9007	第9章简单	2002-2002-2041-2041-2021-2021	2		47	1	1	1				1	0	
1009020	9007	第9章简单	3011-3003	2		47	1	3	100	1500	2	4	1	1	
1009021	9007	第9章简单		2		47	1	1	1				1	0	
1009022	9008	第9章简单	3001-3001-3030-3030-2020-2020	2		47	1	1	1				1	0	
1009023	9008	第9章简单	2001-2001-2030-2030-3020-3020	2		47	1	4	3	1250			1	1	
1009024	9008	第9章简单		2		47	1	1	1				1	0	
1009025	9009	第9章简单	3010-3010-2040-2040	2		48	1	1	1				1	0	
1009026	9009	第9章简单	2020-2020-2001-2001-3030-3030	2		48	1	1	1				1	0	
1009027	9009	第9章简单	3020-3020-3001-3001	2		48	1	4	2	1250			1	1	
1009028	9010	第9章简单	2001-2001-2030-2030-3010-3010	2		48	1	1	1				1	0	
1009029	9010	第9章简单	3000-3000-2050-2050-3020-3020-50701	2		48	1-1-1-1-2-2-2	1	1				4	0-0-0-0-1-1-1	
1009030	9010	第9章简单		2		48	1	1	1					0	
1009031	9011	第9章简单	2040-2040-3010-3020	2		48	1	1	1				1	0	
1009032	9011	第9章简单	2001-2030	2		48	1	3	5	1500	2	6	1	1	
1009033	9011	第9章简单		2		48	1	1	1				1	0	
1009034	9012	第9章简单	2030-2030-3010-3010	2		49	1	1	1				1	0	
1009035	9012	第9章简单	3030-3030-3001-3001	2		49	1	4	1	1000			1	0	
1009036	9012	第9章简单	2001-2001-2050-2050	2		49	1	4	2	1250			1	1	
1009037	9013	第9章简单	2021-2021-3032-3032-2032-2032-3021-3021	2		49	1-1-1-1-2-2-2-2	2	100	1250			1	0	
1009038	9013	第9章简单		2		49	1	1	1				1	0	
1009039	9013	第9章简单		2		49	1	1	1				1	0	
1009040	9014	第9章简单	3000-3000-3030-3030-2020-2020	2		49	1	1	1				1	0	
1009041	9014	第9章简单	2040-2040-2001-2001-3010-3010	2		49	1	1	1				1	1	
1009042	9014	第9章简单		2		49	1	1	1				1	0	
1009043	9015	第9章简单	2000-2000-2030-2030-3020-3020	2		49	1	1	1				1	0	
1009044	9015	第9章简单	3001-3001-2050-2050	2		49	1	4	1	1500			1	0	
1009045	9015	第9章简单	2030-2030-50701	2		49	1	1	1				4	1	
1109001	9001	第9章困难	3130-3130-3110-3110	2		56	1	4	1	1250			1	0	
1109002	9001	第9章困难	2101-2101-2150	2		56	1	3	3	3250	2	6	1	1	
1109003	9001	第9章困难		2		56	1	1	1				1	0	
1109004	9002	第9章困难	3100-3100-2150-2150	2		56	1	1	1				1	0	
1109005	9002	第9章困难	2130-2130-2101-2101-3120-3120	2		56	1	1	1				1	0	
1109006	9002	第9章困难	3110-3110-2140-2140	2		56	1	4	1	1500			1	1	
1109007	9003	第9章困难	3121-3121-2141-2141-3103-3103-2151-2151	2		56	1-1-1-1-2-2-2-2	2	100	1250			1	0	
1109008	9003	第9章困难		2		56	1	1	1				1	0	
1109009	9003	第9章困难		2		56	1	1	1				1	0	
1109010	9004	第9章困难	2120-2150-3130-3130-3100-3100	2		56	1	1	1				1	0	
1109011	9004	第9章困难	2101-2101-3120-3120	2		56	1	4	2	1250			1	1	
1109012	9004	第9章困难		2		56	1	1	1				1	0	
1109013	9005	第9章困难	2130-2130-3110-3110	2		56	1	1	1				1	0	
1109014	9005	第9章困难	3101-3101-2150-2150	2		56	1	1	1				1	0	
1109015	9005	第9章困难	2130-2130-3120-3120-50702	2		56	1	1	1				4	1	
1109016	9006	第9章困难	3110-3110-2140-2140	2		57	1	1	1				1	0	
1109017	9006	第9章困难	3101-3101-2150-2150	2		57	1	4	2	1500			1	1	
1109018	9006	第9章困难		2		57	1	1	1				1	0	
1109019	9007	第9章困难	2101-2101-2120-2120-3131-3131	2		57	1	4	100	1250			1	0	
1109020	9007	第9章困难		2		57	1	1	1				1	0	
1109021	9007	第9章困难		2		57	1	1	1				1	0	
1109022	9008	第9章困难	3130-3130-3110-3110	2		57	1	1	1				1	0	
1109023	9008	第9章困难	2101-2101-2130-2130-2120-2150	2		57	1	1	1				1	0	
1109024	9008	第9章困难	3110-3120-3100-3100	2		57	1	4	1	1250			1	1	
1109025	9009	第9章困难	2102-2102-3132-3132	2		58	1	1	1				1	0	
1109026	9009	第9章困难	2132-2132-2121-2121-3111-3111-2140-2140	2		58	1-1-1-1-1-2-2-2-2	2	100	1250			1	0-0-0-0-1-1-1-1	
1109027	9009	第9章困难		2		58	1	1	1				1	0	
1109028	9010	第9章困难	3130-3130-2120-2120	2		58	1	1	1				1	0	
1109029	9010	第9章困难	2130-2130-3110-3110-3120-3120-50702	2		58	1-1-1-1-2-2-2	1	1				4	0-0-0-0-1-1-1	
1109030	9010	第9章困难		2		58	1	1	1				1	0	
1109031	9011	第9章困难	3100-3100-2150-2150	2		58	1	1	1				1	0	
1109032	9011	第9章困难	2130-2130-3120-3120	2		58	1	1	1				1	0	
1109033	9011	第9章困难	2140-2140-3110-3110	2		58	1	4	1	1250			1	1	
1109034	9012	第9章困难	3100-3100-2130-2130-2120-2120	2		58	1	1	1				1	0	
1109035	9012	第9章困难	3130-3130-3120-3120	2		58	1	4	2	1500			1	1	
1109036	9012	第9章困难		2		58	1	1	1				1	0	
1109037	9013	第9章困难	2150-2150-2101-2101	2		58	1	1	1				1	0	
1109038	9013	第9章困难	3130-3130-3110-3110	2		58	1	1	1				1	0	
1109039	9013	第9章困难	2140-2140-3120-3120	2		58	1	4	1	1250			1	1	
1109040	9014	第9章困难	3110-3110-2130-2130	2		58	1	1	1				1	0	
1109041	9014	第9章困难	3120-3120-3101-3101-3130-3130	2		58	1	4	1	1250			1	1	
1109042	9014	第9章困难		2		58	1	1	1				1	0	
1109043	9015	第9章困难	2130-2130-3110-3110	2		58	1	1	1				1	0	
1109044	9015	第9章困难	3130-3130-2120-2120	2		58	1	1	1				1	0	
1109045	9015	第9章困难	3120-3120-50702	2		58	1	1	1				4	1	
1209001	9001	第9章地狱	3200-3200-2250-2250	2		69	1	1	1				1	0	
1209002	9001	第9章地狱	2230-2230-2240-2240-3220-3220	2		69	1	1	1				1	1	
1209003	9001	第9章地狱		2		69	1	1	1				1	0	
1209004	9002	第9章地狱	3201-2250	2		69	1	3	100	1500	2	4	1	0	
1209005	9002	第9章地狱		2		69	1	1	1				1	0	
1209006	9002	第9章地狱		2		69	1	1	1				1	0	
1209007	9003	第9章地狱	2230-2230-3211-3211	2		70	1	1	1				1	0	
1209008	9003	第9章地狱	2240-2240-3221-3221	2		70	1	1	1				1	0	
1209009	9003	第9章地狱	3230-3230-2220-2220	2		70	1	4	2	1250			1	1	
1209010	9004	第9章地狱	3202-3202-3232-3232	2		70	1	1	1				1	0	
1209011	9004	第9章地狱	2202-2202-2251-2251-2232-2232-3211-3211	2		70	1-1-1-1-2-2-2-2	2	100	1250			1	0-0-0-0-1-1-1-1	
1209012	9004	第9章地狱		2		70	1	1	1				1	0	
1209013	9005	第9章地狱	3200-3200-3221-3221	2		70	1	1	1				1	0	
1209014	9005	第9章地狱	2240-2240-3211-3211	2		70	1	1	1				1	0	
1209015	9005	第9章地狱	2201-2201-2250-2250-50703	2		70	1	1	1				4	1	
1209016	9006	第9章地狱	3210-3210-2231-2231	2		71	1	1	1				1	0	
1209017	9006	第9章地狱	3230-3230-3201-3201-2251-2251	2		71	1	1	1				1	1	
1209018	9006	第9章地狱		2		71	1	1	1				1	0	
1209019	9007	第9章地狱	2241-2241-3221	2		71	1	3	100	3250	2	4	1	0	
1209020	9007	第9章地狱		2		71	1	1	1				1	0	
1209021	9007	第9章地狱		2		71	1	1	1				1	0	
1209022	9008	第9章地狱	2251-2251-2230-2230-3210-3210	2		71	1	1	1				1	0	
1209023	9008	第9章地狱	2251-2251-3200-3200-3233-3233	2		71	1	4	100	1250			1	1	
1209024	9008	第9章地狱		2		71	1	1	1				1	0	
1209025	9009	第9章地狱	2230-2230-3220-3220	2		72	1	1	1				1	0	
1209026	9009	第9章地狱	3201-3201-2250-2250	2		72	1	1	1				1	0	
1209027	9009	第9章地狱	2201-2201-2240-2240-3211-3211	2		72	1	1	1				1	1	
1209028	9010	第9章地狱	3230-3230-2230-2230	2		72	1	1	1				1	0	
1209029	9010	第9章地狱	2201-2201-2250-2250-3220-3220-50703	2		72	1-1-1-1-2-2-2	1	1				4	0-0-0-0-1-1-1	
1209030	9010	第9章地狱		2		72	1	1	1				1	0	
1209031	9011	第9章地狱	2250-2250-3200-3200	2		72	1	1	1				1	0	
1209032	9011	第9章地狱	2240-2240-3220-3220	2		72	1	1	1				1	0	
1209033	9011	第9章地狱	3210-3210-2231-2231-2230-2230	2		72	1	1	1				1	1	
1209034	9012	第9章地狱	3202-3202-2232-2232-3221-3221	2		73	1	1	1				1	0	
1209035	9012	第9章地狱	2221-2251	2		73	1	3	100	1500	2	6	1	1	
1209036	9012	第9章地狱		2		73	1	1	1				1	0	
1209037	9013	第9章地狱	3230-3230-2220-2220	2		73	1	1	1				1	0	
1209038	9013	第9章地狱	2240-2240-2230-2230-3210-3210	2		73	1	1	1				1	1	
1209039	9013	第9章地狱		2		73	1	1	1				1	0	
1209040	9014	第9章地狱	2250-2250-3201-3201-2231-2231	2		73	1	4	100	1250			1	0	
1209041	9014	第9章地狱		2		73	1	1	1				1	0	
1209042	9014	第9章地狱		2		73	1	1	1				1	0	
1209043	9015	第9章地狱	3230-3230-3210-3210	2		73	1	1	1				1	0	
1209044	9015	第9章地狱	2201-2201-2250-2250	2		73	1	4	1	1250			1	0	
1209045	9015	第9章地狱	3220-3220-50703	2		73	1	1	1				4	1	
				2											
				2											
				2											
3000001		无尽副本层数1		2	{10101:2,10102:1,10203:1}	25	1	1	1				1	0	
3000002		无尽副本层数1		2	{10101:2,10201:2,10103:2}	25	1	1	1				1	1	
3000003		无尽副本层数1		2		25	1	1	1				1	0	
3000004		无尽副本层数2		2	{10101:4,10202:2}	25	1	1	1				1	0	
3000005		无尽副本层数2		2	{10201:2,10103:2}	25	1	1	1				1	0	
3000006		无尽副本层数2		2	{10101:4,10202:1,10203:1}	25	1	1	1				1	1	
3000007		无尽副本层数3		2	{10301:4,10401:2}	25	1	1	1				1	0	
3000008		无尽副本层数3		2	{10301:4,10401:2}	25	1	1	1				1	1	
3000009		无尽副本层数3		2		25	1	1	1				1	0	
3000010		无尽副本层数4		2	{10303:3,10403:1}	25	1	1	1				1	0	
3000011		无尽副本层数4		2	{10301:2,10402:2}	25	1	1	1				1	0	
3000012		无尽副本层数4		2	{10303:4,10401:2}	25	1	1	1				1	1	
3000013		无尽副本层数5		2	{10402:2,10303:2}	25	1	1	1				1	0	
3000014		无尽副本层数5		2	{10302:2,10402:2}	25	1	1	1				1	0	
3000015		无尽副本层数5		2	{10401:2,10303:4}	25	1	1	1				1	1	
3000016		无尽副本层数6		2	{10101:4,10202:1,10203:1}	25	1	1	1				1	0	
3000017		无尽副本层数6		2	{10103:2,10203:2,10501:1}	25	1-1-1-1-2	1	1				1	0-0-0-0-1	
3000018		无尽副本层数6		2		25	1	1	1				1	0	
3000019		无尽副本层数7		2	{10301:2,10402:2}	26	1	1	1				1	0	
3000020		无尽副本层数7		2	{10302:2,10403:2}	26	1	1	1				1	0	
3000021		无尽副本层数7		2	{10401:2,10302:2,10303:2}	26	1	1	1				1	1	
3000022		无尽副本层数8		2	{10101:4,10202:1,10203:1}	26	1	1	1				1	0	
3000023		无尽副本层数8		2	{10101:2,10201:2,10102:1,10103:1}	26	1	1	1				1	1	
3000024		无尽副本层数8		2		26	1	1	1				1	0	
3000025		无尽副本层数9		2	{10301:2,10401:2}	26	1	1	1				1	0	
3000026		无尽副本层数9		2	{10302:2,10402:2}	26	1	1	1				1	0	
3000027		无尽副本层数9		2	{10303:3:10403:1}	26	1	4	10	1250	1	8000	1	1	
3000028		无尽副本层数10	40001	2		26	1	1	1				4	1	
3000029		无尽副本层数10		2		26	1	1	1				1	0	
3000030		无尽副本层数10		2		26	1	1	1				1	0	
3000031		无尽副本层数11		2	{10101:2,10203:2}	26	1	1	1				1	0	
3000032		无尽副本层数11		2	{10201:2,10102:2}	26	1	1	1				1	0	
3000033		无尽副本层数11		2	{10101:4,10202:2}	26	1	1	1				1	1	
3000034		无尽副本层数12		2	{10301:4,10401:2}	27	1	1	1				1	0	
3000035		无尽副本层数12		2	{10303:3,10403:1}	27	1	1	1				1	0	
3000036		无尽副本层数12		2	{10301:4,10402:2}	27	1	1	1				1	1	
3000037		无尽副本层数13		2	{10101:2,10102:2,10203:2}	27	1	1	1				1	0	
3000038		无尽副本层数13		2	{10401:1,10302:1,10303:1}	27	1	3	2	2000			1	1	
3000039		无尽副本层数13		2		27	1	1	1				1	0	
3000040		无尽副本层数14		2	{10102:2,10201:2}	27	1	1	1				1	0	
3000041		无尽副本层数14		2	{10101:2,10203:2}	27	1	1	1				1	0	
3000042		无尽副本层数14		2	{10101:4,10202:2}	27	1	1	1				1	1	
3000043		无尽副本层数15		2	{10301:2,10402:2,10303:2}	28	1	1	1				1	0	
3000044		无尽副本层数15		2	{10302:4,10501:1}	28	1-1-1-1-2	1	1				1	0-0-0-0-1	
3000045		无尽副本层数15		2		28	1	1	1				1	0	
3000046		无尽副本层数16		2	{10401:2,10303:2}	28	1	1	1				1	0	
3000047		无尽副本层数16		2	{10101:2,10201:2,10103:2}	28	1	1	1				1	0	
3000048		无尽副本层数16		2	{10101:4,10202:2}	28	1	1	1				1	1	
3000049		无尽副本层数17		2	{10301:2,10401:2}	28	1	1	1				1	0	
3000050		无尽副本层数17		2	{10302:1,10402:1}	28	1	3	4	1500	2	6	1	1	
3000051		无尽副本层数17		2		28	1	1	1				1	0	
3000052		无尽副本层数18		2	{10101:2,10203:2}	29	1	1	1				1	0	
3000053		无尽副本层数18		2	{10101:4,10202:2}	29	1	1	1				1	0	
3000054		无尽副本层数18		2	{10101:2,10201:2,10103:2}	29	1	1	1				1	1	
3000055		无尽副本层数19		2	{10301:2,10402:2,10303:2}	29	1	1	1				1	0	
3000056		无尽副本层数19		2	{10303:3,10403:1}	29	1	4	10	1250	1	8000	1	1	
3000057		无尽副本层数19		2		29	1	1	1				1	0	
3000058		无尽副本层数20	40004	2		30	1	1	1				4	1	
3000059		无尽副本层数20		2		30	1	1	1				1	0	
3000060		无尽副本层数20		2		30	1	1	1				1	0	
3000061		无尽副本层数21		2	{10101:3,10202:1,10203:1}	30	1	1	1				1	0	
3000062		无尽副本层数21		2	{10101:3,10202:1,10203:1}	30	1	1	1				1	0	
3000063		无尽副本层数21		2	{10101:1,10201:2,10102:1,10103:1}	30	1	1	1				1	1	
3000064		无尽副本层数22		2	{10401:2,10302:2,10303:2}	31	1	1	1				1	0	
3000065		无尽副本层数22		2	{10301:1,10402:1,10303:1}	31	1	4	2	1250			1	1	
3000066		无尽副本层数22		2		31	1	1	1				1	0	
3000067		无尽副本层数23		2	{10401:2,10302:2}	31	1	1	1				1	0	
3000068		无尽副本层数23		2	{10302:2,10403:2}	31	1	1	1				1	0	
3000069		无尽副本层数23		2	{10301:2,10402:2,10303:2}	31	1	1	1				1	1	
3000070		无尽副本层数24		2	{10102:2,10201:2}	32	1	1	1				1	0	
3000071		无尽副本层数24		2	{10101:4,10203:2}	32	1	1	1				1	0	
3000072		无尽副本层数24		2	{10102:2,10501:1}	32	1	1	1				1	1	
3000073		无尽副本层数25		2	{10302:2,10303:2,10402:1,10403:1}	33	1	1	1				1	0	
3000074		无尽副本层数25		2	{10301:2,10401:1}	33	1	3	2	2000			1	1	
3000075		无尽副本层数25		2		33	1	1	1				1	0	
3000076		无尽副本层数26		2	{10101:2,10202:2}	33	1	1	1				1	0	
3000077		无尽副本层数26		2	{10401:2,10302:2}	33	1	1	1				1	0	
3000078		无尽副本层数26		2	{10101:4,10202:1,10203:1}	33	1	1	1				1	1	
3000079		无尽副本层数27		2	{10101:2,10201:2,10202:2}	34	1	1	1				1	0	
3000080		无尽副本层数27		2	{10101:4,10203:2}	34	1	1	1				1	1	
3000081		无尽副本层数27		2		34	1	1	1				1	0	
3000082		无尽副本层数28		2	{10301:1}	34	1	3	4	1000			1	0	
3000083		无尽副本层数28		2	{10302:1,10402:1}	34	1	3	3	1500			1	0	
3000084		无尽副本层数28		2	{10303:1,10403:1}	34	1	3	3	1250			1	1	
3000085		无尽副本层数29		2	{10101:4,10202:1,10203:1}	35	1	1	1				1	0	
3000086		无尽副本层数29		2	{10101:2,10201:2,10103:2}	35	1	4	10	1250	1	8000	1	1	
3000087		无尽副本层数29		2		35	1	1	1				1	0	
3000088		无尽副本层数30	40005-40002-40003	2		36	1	1	1				4	1	
3000089		无尽副本层数30		2		36	1	1	1				1	0	
3000090		无尽副本层数30		2		36	1	1	1				1	0	
3000091		无尽副本层数31		2	{10101:2,10202:2}	37	1	1	1				1	0	
3000092		无尽副本层数31		2	{10101:2,10203:2}	37	1	1	1				1	0	
3000093		无尽副本层数31		2	{10101:2,10201:2,10102:1,10103:1}	37	1	1	1				1	1	
3000094		无尽副本层数32		2	{10301:2,10401:2}	37	1	1	1				1	0	
3000095		无尽副本层数32		2	{10302:2,10402:2}	37	1	1	1				1	0	
3000096		无尽副本层数32		2	{10303:3,10403:1}	37	1	1	1				1	1	
3000097		无尽副本层数33		2	{10101:3,10201:1,10202:1,10203:1}	38	1	1	1				1	0	
3000098		无尽副本层数33		2	{10301:1,10302:1,10303:1,10401:1,10402:1,10403:1}	38	1	1	1				1	1	
3000099		无尽副本层数33		2		38	1	1	1				1	0	
3000100		无尽副本层数34		2	{10101:3,10201:1,10203:2}	39	1	1	1				1	0	
3000101		无尽副本层数34		2	{10101:2,10202:2,10501:1}	39	1	1	1				1	1	
3000102		无尽副本层数34		2		39	1	1	1				1	0	
3000103		无尽副本层数35		2	{10302:2,10402:2}	40	1	1	1				1	0	
3000104		无尽副本层数35		2	{10303:2,10403:2}	40	1	1	1				1	0	
3000105		无尽副本层数35		2	{10301:1,10302:1,10303:1,10401:1,10402:1,10403:1}	40	1	1	1				1	1	
3000106		无尽副本层数36		2	{10301:1,10401:1}	41	1	3	2	750			1	0	
3000107		无尽副本层数36		2	{10101:3,10201:1,10202:1,10203:1}	41	1	1	1				1	1	
3000108		无尽副本层数36		2		41	1	1	1				1	0	
3000109		无尽副本层数37		2	{10101:2,10202:2}	41	1	1	1				1	0	
3000110		无尽副本层数37		2	{10201:1,10102:1}	41	1	3	3	750			1	0	
3000111		无尽副本层数37		2	{10101:2,10203:2}	41	1	4	2	1250			1	1	
3000112		无尽副本层数38		2	{10301:2,10401:2}	42	1	1	1				1	0	
3000113		无尽副本层数38		2	{10302:1,10402:1}	42	1	3	2	750			1	0	
3000114		无尽副本层数38		2	{10303:2,10403:2}	42	1	1	1				1	1	
3000115		无尽副本层数39		2	{10101:3,10201:1,10202:1,10203:1}	43	1	1	1				1	0	
3000116		无尽副本层数39		2	{10401:1,10402:2,10403:1}	43	1	4	10	1250	1	7000	1	1	
3000117		无尽副本层数39		2		43	1	1	1				1	0	
3000118		无尽副本层数40	40006-40002-40003	2		44	1	1	1				4	1	
3000119		无尽副本层数40		2		44	1	1	1				1	0	
3000120		无尽副本层数40		2		44	1	1	1				1	0	
3000121		无尽副本层数41		2	{10101:2,10201:2}	45	1	1	1				1	0	
3000122		无尽副本层数41		2	{10101:2,10202:2}	45	1	1	1				1	0	
3000123		无尽副本层数41		2	{10101:3,10201:1,10203:2}	45	1	1	1				1	1	
3000124		无尽副本层数42		2	{10101:3,10201:1,10202:1,10203:1}	46	1	1	1				1	0	
3000125		无尽副本层数42		2	{10101:3,10201:1,10202:1,10203:1}	46	1	4	2	1000			1	1	
3000126		无尽副本层数42		2		46	1	1	1				1	0	
3000127		无尽副本层数43		2	{10101:3,10201:1,10202:1,10203:1}	47	1	1	1				1	0	
3000128		无尽副本层数43		2	{10201:2,10102:1,10103:1,10501:1}	47	1	1	1				1	1	
3000129		无尽副本层数43		2		47	1	1	1				1	0	
3000130		无尽副本层数44		2	{10301:2,10401:2}	48	1	1	1				1	0	
3000131		无尽副本层数44		2	{10302:2,10402:2}	48	1	1	1				1	0	
3000132		无尽副本层数44		2	{10303:2,10403:1,10301:2,10401:1}	48	1	1	1				1	1	
3000133		无尽副本层数45		2	{10301:1,10302:1,10303:1,10401:1,10402:1,10403:1}	49	1	1	1				1	0	
3000134		无尽副本层数45		2	{10301:1,10302:1,10303:1,10401:1,10402:1,10403:1}	49	1	4	2	1000			1	1	
3000135		无尽副本层数45		2		49	1	1	1				1	0	
3000136		无尽副本层数46		2	{10101:1,10201:1}	50	1	3	2	750			1	0	
3000137		无尽副本层数46		2	{10101:1,10202:1}	50	1	3	2	750			1	0	
3000138		无尽副本层数46		2	{10101:1,10203:1}	50	1	3	3	1000			1	1	
3000139		无尽副本层数47		2	{10101:1,10201:3,10102:1,10103:1}	52	1	1	1				1	0	
3000140		无尽副本层数47		2	{10101:3,10201:1,10202:1,10203:1}	52	1	4	2	1000			1	1	
3000141		无尽副本层数47		2		52	1	1	1				1	0	
3000142		无尽副本层数48		2	{10301:1,10401:1}	53	1	3	2	750			1	0	
3000143		无尽副本层数48		2	{10302:1,10402:1}	53	1	3	2	750			1	0	
3000144		无尽副本层数48		2	{10303:1,10403:1}	53	1	3	3	1000			1	1	
3000145		无尽副本层数49		2	{10301:1,10302:1,10303:1,10401:1,10402:1,10403:1}	54	1	1	1				1	0	
3000146		无尽副本层数49		2	{10401:1,10402:1,10303:2}	54	1	4	10	1250	1	7000	1	1	
3000147		无尽副本层数49		2		54	1	1	1				1	0	
3000148		无尽副本层数50	40007-40002-40003	2		55	1	1	1				4	1	
3000149		无尽副本层数50		2		55	1	1	1				1	0	
3000150		无尽副本层数50		2		55	1	1	1				1	0	
3000151		无尽副本层数51		2	{10101:2,10201:2}	56	1	1	1				1	0	
3000152		无尽副本层数51		2	{10101:1,10202:1}	56	1	3	2	750			1	0	
3000153		无尽副本层数51		2	{10101:1,10203:1}	56	1	3	3	1250			1	1	
3000154		无尽副本层数52		2	{10301:2,10401:2}	57	1	1	1				1	0	
3000155		无尽副本层数52		2	{10302:1,10402:1}	57	1	3	2	750			1	0	
3000156		无尽副本层数52		2	{10402:3,10303:3}	57	1	1	1				1	1	
3000157		无尽副本层数53		2	{10101:3,10201:1,10202:1,10203:1}	59	1	1	1				1	0	
3000158		无尽副本层数53		2	{10401:1,10402:1,10403:1,10301:1,10302:1,10303:1}	59	1	4	2	1000			1	1	
3000159		无尽副本层数53		2		59	1	1	1				1	0	
3000160		无尽副本层数54		2	{10101:2,10201:2}	60	1	1	1				1	0	
3000161		无尽副本层数54		2	{10202:2,10203:1,10101:3}	60	1	1	1				1	0	
3000162		无尽副本层数54		2	{10202:1,10203:2,10101:3}	60	1	1	1				1	1	
3000163		无尽副本层数55		2	{10401:1,10402:1,10403:1,10301:1,10302:1,10303:1}	61	1	1	1				1	0	
3000164		无尽副本层数55		2	{10301:1,10402:2,10303:1,10501:1}	61	1	1	1				1	1	
3000165		无尽副本层数55		2		61	1	1	1				1	0	
3000166		无尽副本层数56		2	{10201:2,10102:1,10103:1}	63	1	3	2	1250			1	0	
3000167		无尽副本层数56		2	{10401:2,10302:1,10303:1}	63	1	3	2	1250			1	0	
3000168		无尽副本层数56		2	{10401:1,10402:1,10403:1,10301:1,10302:1,10303:1}	63	1	1	1				1	1	
3000169		无尽副本层数57		2	{10102:1,10103:1,10201:4}	64	1	1	1				1	0	
3000170		无尽副本层数57		2	{10401:2,10302:2,10303:2}	64	1	4	2	1000			1	1	
3000171		无尽副本层数57		2		64	1	1	1				1	0	
3000172		无尽副本层数58		2	{10201:1,10202:1,10101:1,10102:1}	65	1	1	1				1	0	
3000173		无尽副本层数58		2	{10401:1,10402:1,10301:1,10302:1}	65	1	1	1				1	0	
3000174		无尽副本层数58		2	{10203:1:10101:1}	65	1	3	3	1250			1	1	
3000175		无尽副本层数59		2	{10401:1,10402:1,10403:1,10301:1,10302:1,10303:1}	67	1	1	1				1	0	
3000176		无尽副本层数59		2	{10101:2,10202:1,10203:1}	67	1	4	10	1250	1	7000	1	1	
3000177		无尽副本层数59		2		67	1	1	1				1	0	
3000178		无尽副本层数60	40008-40002-40003	2		68	1	1	1				4	1	
3000179		无尽副本层数60		2		68	1	1	1				1	0	
3000180		无尽副本层数60		2		68	1	1	1				1	0	
3000181		无尽副本层数61		2	{10401:2,10303:3,10403:1}	70	1	1	1				1	0	
3000182		无尽副本层数61		2	{10301:1,10402:2}	70	1	3	2	1500			1	1	
3000183		无尽副本层数61		2		70	1	1	1				1	0	
3000184		无尽副本层数62		2	{10201:2,10202:2}	71	1	1	1				1	0	
3000185		无尽副本层数62		2	{10203:2}	71	1	3	3	1250			1	0	
3000186		无尽副本层数62		2	{10201:2,10202:1,10203:1,10101:2}	71	1	1	1				1	1	
3000187		无尽副本层数63		2	{10401:1,10402:1,10403:1,10301:1,10302:1,10303:1}	73	1	1	1				1	0	
3000188		无尽副本层数63		2	{10401:2,10302:1,10303:1,10501:1}	73	1	1	1				1	1	
3000189		无尽副本层数63		2		73	1	1	1				1	0	
3000190		无尽副本层数64		2	{10101:2,10202:2}	74	1	1	1				1	0	
3000191		无尽副本层数64		2	{10301:2,10402:2,10303:1,10403:1}	74	1	1	1				1	0	
3000192		无尽副本层数64		2	{10101:1,10203:1}	74	1	3	3	1500			1	1	
3000193		无尽副本层数65		2	{10401:2,10301:2}	76	1	1	1				1	0	
3000194		无尽副本层数65		2	{10402:2,10302:2}	76	1	4	1	1250			1	0	
3000195		无尽副本层数65		2	{10403:1,10303:1}	76	1	3	3	1500			1	1	
3000196		无尽副本层数66		2	{10201:1,10202:1,10203:1,10301:1,10302:1,10303:1}	77	1	1	1				1	0	
3000197		无尽副本层数66		2	{10101:1,10102:1,10103:1,10401:1,10402:1,10403:1}	77	1	4	2	1250			1	1	
3000198		无尽副本层数66		2		77	1	1	1				1	0	
3000199		无尽副本层数67		2	{10401:1,10402:1,10403:1,10301:1,10302:1,10303:1}	79	1	1	1				1	0	
3000200		无尽副本层数67		2	{10101:1,10202:2,10103:1,10501:1}	79	1	1	1				1	1	
3000201		无尽副本层数67		2		79	1	1	1				1	0	
3000202		无尽副本层数68		2	{10201:2,10101:2}	80	1	1	1				1	0	
3000203		无尽副本层数68		2	{10202:1,10101:1}	80	1	3	2	1000			1	0	
3000204		无尽副本层数68		2	{10203:1,10101:1}	80	1	3	3	1500			1	1	
3000205		无尽副本层数69		2	{10301:1,10401:1,10402:2,10303:2}	82	1	1	1				1	0	
3000206		无尽副本层数69		2	{10401:1,10302:1,10303:1}	82	1	4	10	1250	1	7000	1	1	
