效果ID	描述（策划看）	表名(1skill,2skillAction,3skillEffect,4skillHurt)	字段名	数据ID	改变方式（1加减，2替换,3乘除）	参数类型	参数1(字符串)	参数2(字符串数组)	参数3(布尔值)	参数4(数值)	参数5(数值数组)	帧事件触发（skillAction表中动作连招字段）
1014075	十香-必杀-暴击率-3级	4	hurtValue507	1102	1	4				900		
1014076	十香-必杀-暴击率-3级	4	hurtValue507	1103	1	4				900		
1014077	十香-必杀-暴击率-3级	4	hurtValue507	1104	1	4				900		
1014078	十香-必杀-暴击率-3级	4	hurtValue507	1105	1	4				900		
1014800	十香-必杀-1级	2	connectAction	204	2	4				205		
1014801	十香-必杀-2级	2	connectAction	206	2	4				207		
1014802	十香-必杀-3级	2	connectAction	208	2	4				209		
1015001	十香-被动-11-剑气暴击率	4	hurtValue507	3101	1	4				2000		
1015002	十香-被动-11-剑气暴击率	4	hurtValue507	3102	1	4				2000		
1015003	十香-被动-11-剑气暴击率	4	hurtValue507	3103	1	4				2000		
1015004	十香-被动-11-剑气暴击率	4	hurtValue507	3104	1	4				2000		
1015005	十香-被动-11-剑气暴击率	4	hurtValue507	3105	1	4				2000		
1015006	十香-被动-11-剑气暴击率	4	hurtValue507	3106	1	4				2000		
1015007	十香-被动-11-剑气暴击率	4	hurtValue507	3107	1	4				2000		
1015008	十香-被动-11-剑气暴击率	4	hurtValue507	3108	1	4				2000		
1015009	十香-被动-11-剑气暴击率	4	hurtValue507	1101	1	4				2000		
1015010	十香-被动-11-剑气暴击率	4	hurtValue507	1102	1	4				2000		
1015011	十香-被动-11-剑气暴击率	4	hurtValue507	1103	1	4				2000		
1015012	十香-被动-11-剑气暴击率	4	hurtValue507	1104	1	4				2000		
1015013	十香-被动-11-剑气暴击率	4	hurtValue507	1105	1	4				2000		
1015014	十香-被动-11-剑气暴击率	4	hurtValue507	3001	1	4				2000		
1015015	十香-被动-11-剑气暴击率	4	hurtValue507	3002	1	4				2000		
1015016	十香-被动-11-剑气暴击率	4	hurtValue507	3003	1	4				2000		
1015017	十香-被动-11-剑气暴击率	4	hurtValue507	3004	1	4				2000		
1015018	十香-被动-11-剑气暴击-伤害	4	hurtValue509	3101	1	4				5000		
1015019	十香-被动-11-剑气暴击-伤害	4	hurtValue509	3102	1	4				5000		
1015020	十香-被动-11-剑气暴击-伤害	4	hurtValue509	3103	1	4				5000		
1015021	十香-被动-11-剑气暴击-伤害	4	hurtValue509	3104	1	4				5000		
1015022	十香-被动-11-剑气暴击-伤害	4	hurtValue509	3105	1	4				5000		
1015023	十香-被动-11-剑气暴击-伤害	4	hurtValue509	3106	1	4				5000		
1015024	十香-被动-11-剑气暴击-伤害	4	hurtValue509	3107	1	4				5000		
1015025	十香-被动-11-剑气暴击-伤害	4	hurtValue509	3108	1	4				5000		
1015026	十香-被动-11-剑气暴击-伤害	4	hurtValue509	1101	1	4				5000		
1015027	十香-被动-11-剑气暴击-伤害	4	hurtValue509	1102	1	4				5000		
1015028	十香-被动-11-剑气暴击-伤害	4	hurtValue509	1103	1	4				5000		
1015029	十香-被动-11-剑气暴击-伤害	4	hurtValue509	1104	1	4				5000		
1015030	十香-被动-11-剑气暴击-伤害	4	hurtValue509	1105	1	4				5000		
1015031	十香-被动-11-剑气暴击-伤害	4	hurtValue509	3001	1	4				5000		
1015032	十香-被动-11-剑气暴击-伤害	4	hurtValue509	3002	1	4				5000		
1015033	十香-被动-11-剑气暴击-伤害	4	hurtValue509	3003	1	4				5000		
1015034	十香-被动-11-剑气暴击-伤害	4	hurtValue509	3004	1	4				5000		
1015035	十香-被动-16-cdr	1	cd	100180	1	4				-2000		
1015036	十香-被动-16-cdr	1	cd	100190	1	4				-1000		
1015037	十香-被动-16-cdr	1	cd	100120	1	4				-3000		
1015038	十香-被动-7-蓄力-伤害	4	hurtScale	3102	1	4				0.1		
1015039	十香-被动-7-蓄力-伤害	4	hurtScale	3103	1	4				0.2		
1015040	十香-被动-7-蓄力-伤害	4	hurtScale	3104	1	4				0.3		
1015041	十香-被动-7-蓄力-伤害	4	hurtScale	3105	1	4				0.3		
1015042	十香-被动-7-蓄力-伤害	4	hurtScale	3106	1	4				0.3		
1015043	十香-被动-7-蓄力-伤害	4	hurtScale	3107	1	4				0.3		
1015044	十香-被动-7-蓄力-伤害	4	hurtScale	3108	1	4				0.3		
1021001	折纸-普攻-精灵伤1级	4	hurtValue653	4001	1	4				500		
1021002	折纸-普攻-精灵伤1级	4	hurtValue653	4002	1	4				500		
1021003	折纸-普攻-精灵伤1级	4	hurtValue653	4003	1	4				500		
1021004	折纸-普攻-精灵伤1级	4	hurtValue653	4004	1	4				500		
1021005	折纸-普攻-精灵伤1级	4	hurtValue653	4005	1	4				500		
1021006	折纸-普攻-精灵伤2级	4	hurtValue653	4001	1	4				1000		
1021007	折纸-普攻-精灵伤2级	4	hurtValue653	4002	1	4				1000		
1021008	折纸-普攻-精灵伤2级	4	hurtValue653	4003	1	4				1000		
1021009	折纸-普攻-精灵伤2级	4	hurtValue653	4004	1	4				1000		
1021010	折纸-普攻-精灵伤2级	4	hurtValue653	4005	1	4				1000		
1021011	折纸-普攻-精灵伤3级	4	hurtValue653	4001	1	4				1500		
1021012	折纸-普攻-精灵伤3级	4	hurtValue653	4002	1	4				1500		
1021013	折纸-普攻-精灵伤3级	4	hurtValue653	4003	1	4				1500		
1021014	折纸-普攻-精灵伤3级	4	hurtValue653	4004	1	4				1500		
1021015	折纸-普攻-精灵伤3级	4	hurtValue653	4005	1	4				1500		
1021016	折纸-普攻攻速1段1级	2	actionSpeed	2001	1	4				300		
1021017	折纸-普攻攻速2段1级	2	actionSpeed	2002	1	4				300		
1021018	折纸-普攻攻速3段1级	2	actionSpeed	2003	1	4				300		
1021019	折纸-普攻攻速4段1级	2	actionSpeed	2004	1	4				300		
1021020	折纸-普攻攻速5段1级	2	actionSpeed	2005	1	4				300		
1021021	折纸-普攻攻速1段2级	2	actionSpeed	2001	1	4				600		
1021022	折纸-普攻攻速2段2级	2	actionSpeed	2002	1	4				600		
1021023	折纸-普攻攻速3段2级	2	actionSpeed	2003	1	4				600		
1021024	折纸-普攻攻速4段2级	2	actionSpeed	2004	1	4				600		
1021025	折纸-普攻攻速5段2级	2	actionSpeed	2005	1	4				600		
1021026	折纸-普攻攻速1段3级	2	actionSpeed	2001	1	4				900		
1021027	折纸-普攻攻速2段3级	2	actionSpeed	2002	1	4				900		
1021028	折纸-普攻攻速3段3级	2	actionSpeed	2003	1	4				900		
1021029	折纸-普攻攻速4段3级	2	actionSpeed	2004	1	4				900		
1021030	折纸-普攻攻速5段3级	2	actionSpeed	2005	1	4				900		
1021031	折纸-普攻攻速1段4级	2	actionSpeed	2001	1	4				1200		
1021032	折纸-普攻攻速2段4级	2	actionSpeed	2002	1	4				1200		
1021033	折纸-普攻攻速3段4级	2	actionSpeed	2003	1	4				1200		
1021034	折纸-普攻攻速4段4级	2	actionSpeed	2004	1	4				1200		
1021035	折纸-普攻攻速5段4级	2	actionSpeed	2005	1	4				1200		
1021036	折纸-普攻-精英伤-1级	4	hurtValue655	4001	1	4				400		
1021037	折纸-普攻-精英伤-1级	4	hurtValue655	4002	1	4				400		
1021038	折纸-普攻-精英伤-1级	4	hurtValue655	4003	1	4				400		
1021039	折纸-普攻-精英伤-1级	4	hurtValue655	4004	1	4				400		
1021040	折纸-普攻-精英伤-1级	4	hurtValue655	4005	1	4				400		
1021041	折纸-普攻-精英伤-2级	4	hurtValue655	4001	1	4				800		
1021042	折纸-普攻-精英伤-2级	4	hurtValue655	4002	1	4				800		
1021043	折纸-普攻-精英伤-2级	4	hurtValue655	4003	1	4				800		
1021044	折纸-普攻-精英伤-2级	4	hurtValue655	4004	1	4				800		
1021045	折纸-普攻-精英伤-2级	4	hurtValue655	4005	1	4				800		
1021046	折纸-普攻-精英伤-3级	4	hurtValue655	4001	1	4				1200		
1021047	折纸-普攻-精英伤-3级	4	hurtValue655	4002	1	4				1200		
1021048	折纸-普攻-精英伤-3级	4	hurtValue655	4003	1	4				1200		
1021049	折纸-普攻-精英伤-3级	4	hurtValue655	4004	1	4				1200		
1021050	折纸-普攻-精英伤-3级	4	hurtValue655	4005	1	4				1200		
1021051	折纸-普攻穿透率1段1级	4	hurtValue503	4001	1	4				300		
1021052	折纸-普攻穿透率2段1级	4	hurtValue503	4002	1	4				300		
1021053	折纸-普攻穿透率3段1级	4	hurtValue503	4003	1	4				300		
1021054	折纸-普攻穿透率4段1级	4	hurtValue503	4004	1	4				300		
1021055	折纸-普攻穿透率5段1级	4	hurtValue503	4005	1	4				300		
1021056	折纸-普攻穿透率1段2级	4	hurtValue503	4001	1	4				500		
1021057	折纸-普攻穿透率2段2级	4	hurtValue503	4002	1	4				500		
1021058	折纸-普攻穿透率3段2级	4	hurtValue503	4003	1	4				500		
1021059	折纸-普攻穿透率4段2级	4	hurtValue503	4004	1	4				500		
1021060	折纸-普攻穿透率5段2级	4	hurtValue503	4005	1	4				500		
1021061	折纸-普攻穿透率1段3级	4	hurtValue503	4001	1	4				700		
1021062	折纸-普攻穿透率2段3级	4	hurtValue503	4002	1	4				700		
1021063	折纸-普攻穿透率3段3级	4	hurtValue503	4003	1	4				700		
1021064	折纸-普攻穿透率4段3级	4	hurtValue503	4004	1	4				700		
1021065	折纸-普攻穿透率5段3级	4	hurtValue503	4005	1	4				700		
1021066	折纸-普攻穿透率1段4级	4	hurtValue503	4001	1	4				1000		
1021067	折纸-普攻穿透率2段4级	4	hurtValue503	4002	1	4				1000		
1021068	折纸-普攻穿透率3段4级	4	hurtValue503	4003	1	4				1000		
1021069	折纸-普攻穿透率4段4级	4	hurtValue503	4004	1	4				1000		
1021070	折纸-普攻穿透率5段4级	4	hurtValue503	4005	1	4				1000		
1021071	折纸-普攻-伤害1段1级	4	hurtScale	4001	1	4				0.05		
1021072	折纸-普攻-伤害2段1级	4	hurtScale	4002	1	4				0.05		
1021073	折纸-普攻-伤害3段1级	4	hurtScale	4003	1	4				0.05		
1021074	折纸-普攻-伤害4段1级	4	hurtScale	4004	1	4				0.05		
1021075	折纸-普攻-伤害5段1级	4	hurtScale	4005	1	4				0.05		
1021076	折纸-普攻-伤害1段2级	4	hurtScale	4001	1	4				0.1		
1021077	折纸-普攻-伤害2段2级	4	hurtScale	4002	1	4				0.1		
1021078	折纸-普攻-伤害3段2级	4	hurtScale	4003	1	4				0.1		
1021079	折纸-普攻-伤害4段2级	4	hurtScale	4004	1	4				0.1		
1021080	折纸-普攻-伤害5段2级	4	hurtScale	4005	1	4				0.1		
1021081	折纸-普攻-伤害1段3级	4	hurtScale	4001	1	4				0.15		
1021082	折纸-普攻-伤害2段3级	4	hurtScale	4002	1	4				0.15		
1021083	折纸-普攻-伤害3段3级	4	hurtScale	4003	1	4				0.15		
1021084	折纸-普攻-伤害4段3级	4	hurtScale	4004	1	4				0.15		
1021085	折纸-普攻-伤害5段3级	4	hurtScale	4005	1	4				0.15		
1021086	折纸-普攻-伤害1段4级	4	hurtScale	4001	1	4				0.2		
1021087	折纸-普攻-伤害2段4级	4	hurtScale	4002	1	4				0.2		
1021088	折纸-普攻-伤害3段4级	4	hurtScale	4003	1	4				0.2		
1021089	折纸-普攻-伤害4段4级	4	hurtScale	4004	1	4				0.2		
1021090	折纸-普攻-伤害5段4级	4	hurtScale	4005	1	4				0.2		
1021801	折纸-普攻-技能效果-1级	2	frameEvents	2003	2	6						next1_down_2004
1021802	折纸-普攻-技能效果-2级	2	frameEvents	2004	2	6						next1_down_2005
1021803	折纸-普攻-技能效果-3级	1	first	100210	2	4				2011		
1022001	折纸-技能1-伤害1级	4	hurtScale	4011	1	4				0.05		
1022002	折纸-技能1-伤害1级	4	hurtScale	4012	1	4				0.05		
1022003	折纸-技能1-伤害1级	4	hurtScale	4013	1	4				0.05		
1022004	折纸-技能1-伤害1级	4	hurtScale	4014	1	4				0.05		
1022005	折纸-技能1-伤害1级	4	hurtScale	4015	1	4				0.05		
1022006	折纸-技能1-伤害1级	4	hurtScale	4016	1	4				0.05		
1022007	折纸-技能1-伤害2级	4	hurtScale	4011	1	4				0.1		
1022008	折纸-技能1-伤害2级	4	hurtScale	4012	1	4				0.1		
1022009	折纸-技能1-伤害2级	4	hurtScale	4013	1	4				0.1		
1022010	折纸-技能1-伤害2级	4	hurtScale	4014	1	4				0.1		
1022011	折纸-技能1-伤害2级	4	hurtScale	4015	1	4				0.1		
1022012	折纸-技能1-伤害2级	4	hurtScale	4016	1	4				0.1		
1022013	折纸-技能1-伤害3级	4	hurtScale	4011	1	4				0.15		
1022014	折纸-技能1-伤害3级	4	hurtScale	4012	1	4				0.15		
1022015	折纸-技能1-伤害3级	4	hurtScale	4013	1	4				0.15		
1022016	折纸-技能1-伤害3级	4	hurtScale	4014	1	4				0.15		
1022017	折纸-技能1-伤害3级	4	hurtScale	4015	1	4				0.15		
1022018	折纸-技能1-伤害3级	4	hurtScale	4016	1	4				0.15		
1022019	折纸-技能1-伤害4级	4	hurtScale	4011	1	4				0.2		
1022020	折纸-技能1-伤害4级	4	hurtScale	4012	1	4				0.2		
1022021	折纸-技能1-伤害4级	4	hurtScale	4013	1	4				0.2		
1022022	折纸-技能1-伤害4级	4	hurtScale	4014	1	4				0.2		
1022023	折纸-技能1-伤害4级	4	hurtScale	4015	1	4				0.2		
1022024	折纸-技能1-伤害4级	4	hurtScale	4016	1	4				0.2		
1022025	折纸-技能1-减消耗-1级	1	costEnergy	100270	1	4				-1		
1022026	折纸-技能1-减消耗-2级	1	costEnergy	100270	1	4				-2		
1022027	折纸-技能1-减消耗-3级	1	costEnergy	100270	1	4				-3		
1022028	折纸-技能1-精英伤-1级	4	hurtValue655	4011	1	4				400		
1022029	折纸-技能1-精英伤-1级	4	hurtValue655	4012	1	4				400		
1022030	折纸-技能1-精英伤-1级	4	hurtValue655	4013	1	4				400		
1022031	折纸-技能1-精英伤-1级	4	hurtValue655	4014	1	4				400		
1022032	折纸-技能1-精英伤-1级	4	hurtValue655	4015	1	4				400		
1022033	折纸-技能1-精英伤-1级	4	hurtValue655	4016	1	4				400		
1022034	折纸-技能1-精英伤-2级	4	hurtValue655	4011	1	4				800		
1022035	折纸-技能1-精英伤-2级	4	hurtValue655	4012	1	4				800		
1022036	折纸-技能1-精英伤-2级	4	hurtValue655	4013	1	4				800		
1022037	折纸-技能1-精英伤-2级	4	hurtValue655	4014	1	4				800		
1022038	折纸-技能1-精英伤-2级	4	hurtValue655	4015	1	4				800		
1022039	折纸-技能1-精英伤-2级	4	hurtValue655	4016	1	4				800		
1022040	折纸-技能1-精英伤-3级	4	hurtValue655	4011	1	4				1200		
1022041	折纸-技能1-精英伤-3级	4	hurtValue655	4012	1	4				1200		
1022042	折纸-技能1-精英伤-3级	4	hurtValue655	4013	1	4				1200		
1022043	折纸-技能1-精英伤-3级	4	hurtValue655	4014	1	4				1200		
1022044	折纸-技能1-精英伤-3级	4	hurtValue655	4015	1	4				1200		
1022045	折纸-技能1-精英伤-3级	4	hurtValue655	4016	1	4				1200		
1022046	折纸-技能1-攻速-1级	2	actionSpeed	2040	1	4				300		
1022047	折纸-技能1-攻速-1级	2	actionSpeed	2041	1	4				300		
1022048	折纸-技能1-攻速-1级	2	actionSpeed	2042	1	4				300		
1022049	折纸-技能1-攻速-1级	2	actionSpeed	2043	1	4				300		
1022050	折纸-技能1-攻速-2级	2	actionSpeed	2040	1	4				600		
1022051	折纸-技能1-攻速-2级	2	actionSpeed	2041	1	4				600		
1022052	折纸-技能1-攻速-2级	2	actionSpeed	2042	1	4				600		
1022053	折纸-技能1-攻速-2级	2	actionSpeed	2043	1	4				600		
1022054	折纸-技能1-攻速-3级	2	actionSpeed	2040	1	4				900		
1022055	折纸-技能1-攻速-3级	2	actionSpeed	2041	1	4				900		
1022056	折纸-技能1-攻速-3级	2	actionSpeed	2042	1	4				900		
1022057	折纸-技能1-攻速-3级	2	actionSpeed	2043	1	4				900		
1022801	折纸-技能1-技能效果-1级	1	first	100270	2	4				2041		
1022802	折纸-技能1-技能效果-2级	1	first	100270	2	4				2042		
1022803	折纸-技能1-技能效果-3级	1	first	100270	2	4				2043		
1023001	折纸-技能2-伤害-1级	4	hurtScale	4021	1	4				0.05		
1023002	折纸-技能2-伤害-1级	4	hurtScale	4022	1	4				0.05		
1023003	折纸-技能2-伤害-1级	4	hurtScale	4023	1	4				0.05		
1023004	折纸-技能2-伤害-1级	4	hurtScale	4024	1	4				0.05		
1023005	折纸-技能2-伤害-1级	4	hurtScale	4025	1	4				0.05		
1023006	折纸-技能2-伤害-2级	4	hurtScale	4021	1	4				0.1		
1023007	折纸-技能2-伤害-2级	4	hurtScale	4022	1	4				0.1		
1023008	折纸-技能2-伤害-2级	4	hurtScale	4023	1	4				0.1		
1023009	折纸-技能2-伤害-2级	4	hurtScale	4024	1	4				0.1		
1023010	折纸-技能2-伤害-2级	4	hurtScale	4025	1	4				0.1		
1023011	折纸-技能2-伤害-3级	4	hurtScale	4021	1	4				0.15		
1023012	折纸-技能2-伤害-3级	4	hurtScale	4022	1	4				0.15		
1023013	折纸-技能2-伤害-3级	4	hurtScale	4023	1	4				0.15		
1023014	折纸-技能2-伤害-3级	4	hurtScale	4024	1	4				0.15		
1023015	折纸-技能2-伤害-3级	4	hurtScale	4025	1	4				0.15		
1023016	折纸-技能2-伤害-4级	4	hurtScale	4021	1	4				0.2		
1023017	折纸-技能2-伤害-4级	4	hurtScale	4022	1	4				0.2		
1023018	折纸-技能2-伤害-4级	4	hurtScale	4023	1	4				0.2		
1023019	折纸-技能2-伤害-4级	4	hurtScale	4024	1	4				0.2		
1023020	折纸-技能2-伤害-4级	4	hurtScale	4025	1	4				0.2		
1023021	折纸-技能2-减消耗-1级	1	costEnergy	100280	1	4				-1		
1023022	折纸-技能2-减消耗-2级	1	costEnergy	100280	1	4				-2		
1023023	折纸-技能2-减消耗-3级	1	costEnergy	100280	1	4				-3		
1023024	折纸-技能2-精英伤-1级	4	hurtValue655	4021	1	4				400		
1023025	折纸-技能2-精英伤-1级	4	hurtValue655	4022	1	4				400		
1023026	折纸-技能2-精英伤-1级	4	hurtValue655	4023	1	4				400		
1023027	折纸-技能2-精英伤-1级	4	hurtValue655	4024	1	4				400		
1023028	折纸-技能2-精英伤-1级	4	hurtValue655	4025	1	4				400		
1023029	折纸-技能2-精英伤-2级	4	hurtValue655	4021	1	4				800		
1023030	折纸-技能2-精英伤-2级	4	hurtValue655	4022	1	4				800		
1023031	折纸-技能2-精英伤-2级	4	hurtValue655	4023	1	4				800		
1023032	折纸-技能2-精英伤-2级	4	hurtValue655	4024	1	4				800		
1023033	折纸-技能2-精英伤-2级	4	hurtValue655	4025	1	4				800		
1023034	折纸-技能2-精英伤-3级	4	hurtValue655	4021	1	4				1200		
1023035	折纸-技能2-精英伤-3级	4	hurtValue655	4022	1	4				1200		
1023036	折纸-技能2-精英伤-3级	4	hurtValue655	4023	1	4				1200		
1023037	折纸-技能2-精英伤-3级	4	hurtValue655	4024	1	4				1200		
1023038	折纸-技能2-精英伤-3级	4	hurtValue655	4025	1	4				1200		
1023039	折纸-技能2-穿透率-1级	4	hurtValue503	4021	1	4				300		
1023040	折纸-技能2-穿透率-1级	4	hurtValue503	4022	1	4				300		
1023041	折纸-技能2-穿透率-1级	4	hurtValue503	4023	1	4				300		
1023042	折纸-技能2-穿透率-1级	4	hurtValue503	4024	1	4				300		
1023043	折纸-技能2-穿透率-1级	4	hurtValue503	4025	1	4				300		
1023044	折纸-技能2-穿透率-2级	4	hurtValue503	4021	1	4				500		
1023045	折纸-技能2-穿透率-2级	4	hurtValue503	4022	1	4				500		
1023046	折纸-技能2-穿透率-2级	4	hurtValue503	4023	1	4				500		
1023047	折纸-技能2-穿透率-2级	4	hurtValue503	4024	1	4				500		
1023048	折纸-技能2-穿透率-2级	4	hurtValue503	4025	1	4				500		
1023049	折纸-技能2-穿透率-3级	4	hurtValue503	4021	1	4				700		
1023050	折纸-技能2-穿透率-3级	4	hurtValue503	4022	1	4				700		
1023051	折纸-技能2-穿透率-3级	4	hurtValue503	4023	1	4				700		
1023052	折纸-技能2-穿透率-3级	4	hurtValue503	4024	1	4				700		
1023053	折纸-技能2-穿透率-3级	4	hurtValue503	4025	1	4				700		
1023054	折纸-技能2-穿透率-4级	4	hurtValue503	4021	1	4				1000		
1023055	折纸-技能2-穿透率-4级	4	hurtValue503	4022	1	4				1000		
1023056	折纸-技能2-穿透率-4级	4	hurtValue503	4023	1	4				1000		
1023057	折纸-技能2-穿透率-4级	4	hurtValue503	4024	1	4				1000		
1023058	折纸-技能2-穿透率-4级	4	hurtValue503	4025	1	4				1000		
1023059	折纸-技能2-暴击率-1级	4	hurtValue507	4021	1	4				200		
1023060	折纸-技能2-暴击率-1级	4	hurtValue507	4022	1	4				200		
1023061	折纸-技能2-暴击率-1级	4	hurtValue507	4023	1	4				200		
1023062	折纸-技能2-暴击率-1级	4	hurtValue507	4024	1	4				200		
1023063	折纸-技能2-暴击率-1级	4	hurtValue507	4025	1	4				200		
1023064	折纸-技能2-暴击率-2级	4	hurtValue507	4021	1	4				400		
1023065	折纸-技能2-暴击率-2级	4	hurtValue507	4022	1	4				400		
1023066	折纸-技能2-暴击率-2级	4	hurtValue507	4023	1	4				400		
1023067	折纸-技能2-暴击率-2级	4	hurtValue507	4024	1	4				400		
1023068	折纸-技能2-暴击率-2级	4	hurtValue507	4025	1	4				400		
1023069	折纸-技能2-暴击率-3级	4	hurtValue507	4021	1	4				600		
1023070	折纸-技能2-暴击率-3级	4	hurtValue507	4022	1	4				600		
1023071	折纸-技能2-暴击率-3级	4	hurtValue507	4023	1	4				600		
1023072	折纸-技能2-暴击率-3级	4	hurtValue507	4024	1	4				600		
1023073	折纸-技能2-暴击率-3级	4	hurtValue507	4025	1	4				600		
1023801	折纸-技能2-技能效果-1级	1	first	100280	2	4				2051		
