排序	怪物ID(填写monster.csv表中怪物ID)	关卡ID(填写dungeonLevel.csv表中关卡ID)	怪物等级	怪物出现时间(从关卡第0秒开始计时，直到关卡结束，单位毫秒)	怪物出现坐标(以1屏尺寸为基础，坐标可出屏，场景左下角为(0,0))	怪物是否翻转	怪物AI(填AI的ID)	怪物出场帧段数(点第一段轨迹的结算帧段值)	出场动作名	怪物移动轨迹(移动轨迹在路径编辑器里编辑，此处填对应轨迹ID)	轨迹是否需要循环(第一段出场轨迹后的轨迹循环，多用于BOSS)	弹幕ID(弹幕表中I的D)	怒气恢复(怪物被击杀后，精灵恢复怒气点数)	怪物掉落Buff(关卡内的Buff道具)	 怪物击杀得分	怪物掉落奖励(实际掉落)	死亡特效{"effectName":"必须有，没有不播放","scale":默认1,"actionName":"如果只有一个动画可不填,1个或多个是数组", "offset":偏移坐标默认0,0}
631	10003	502002	1	22200	{"x":1400, "y":40}		10001			flyorbit_zhuangji					4		
632	10003	502002	1	22500	{"x":1400, "y":20}		10001			flyorbit_zhuangji					4		
633	10003	502002	1	22700	{"x":1400, "y":20}		10001			flyorbit_zhuangji					4		
634	10003	502002	1	23000	{"x":1400, "y":40}		10001			flyorbit_zhuangji					4		
635	10003	502002	1	23200	{"x":1400, "y":40}		10001			flyorbit_zhuangji					4		
636	10003	502002	1	23500	{"x":1400, "y":60}		10001			flyorbit_zhuangji					4		
637	10003	502002	1	23700	{"x":1400, "y":60}		10001			flyorbit_zhuangji					4		
638	10003	502002	1	24000	{"x":1400, "y":80}		10001			flyorbit_zhuangji					4		
639	10003	502002	1	24200	{"x":1400, "y":80}		10001			flyorbit_zhuangji					4		
640	10003	502002	1	24500	{"x":1400, "y":100}		10001			flyorbit_zhuangji					4		
641	10003	502002	1	24700	{"x":1400, "y":100}		10001			flyorbit_zhuangji					4		
642	10003	502002	1	25000	{"x":1400, "y":120}		10001			flyorbit_zhuangji					4		
643	10003	502002	1	25200	{"x":1400, "y":120}		10001			flyorbit_zhuangji					4		
644	10003	502002	1	25500	{"x":1400, "y":140}		10001			flyorbit_zhuangji					4		
645	10003	502002	1	25700	{"x":1400, "y":140}		10001			flyorbit_zhuangji					4		
646	10005	502002	1	26400	{"x":1400, "y":80}		10001			flyorbit_zhuangji							
647	10004	502002	1	26900	{"x":1400, "y":120}		10001			flyorbit_zhuangji							
648	10005	502002	1	27400	{"x":1400, "y":40}		10001			flyorbit_zhuangji							
649	10005	502002	1	27900	{"x":1400, "y":100}		10001			flyorbit_zhuangji							
650	10004	502002	1	28400	{"x":1400, "y":80}		10001			flyorbit_zhuangji							
651	10004	502002	1	28900	{"x":1400, "y":20}		10001			flyorbit_zhuangji							
652	10005	502002	1	29400	{"x":1400, "y":140}		10001			flyorbit_zhuangji							
653	10004	502002	1	29900	{"x":1400, "y":40}		10001			flyorbit_zhuangji							
654	10005	502002	1	30400	{"x":1400, "y":120}		10001			flyorbit_zhuangji							
655	10004	502002	1	30900	{"x":1400, "y":20}		10001			flyorbit_zhuangji							
656	10005	502002	1	31400	{"x":1400, "y":160}		10001			flyorbit_zhuangji							
657	10004	502002	1	31900	{"x":1400, "y":80}		10001			flyorbit_zhuangji							
658	10004	502002	1	32400	{"x":1400, "y":20}		10001			flyorbit_zhuangji							
659	10003	502002	1	26500	{"x":1400, "y":20}		10001			flyorbit_zhuangji					4		
660	10003	502002	1	26700	{"x":1400, "y":40}		10001			flyorbit_zhuangji					4		
661	10003	502002	1	27500	{"x":1400, "y":140}		10001			flyorbit_zhuangji					4		
662	10003	502002	1	28000	{"x":1400, "y":20}		10001			flyorbit_zhuangji					4		
663	10003	502002	1	29000	{"x":1400, "y":60}		10001			flyorbit_zhuangji					4		
664	10003	502002	1	30000	{"x":1400, "y":80}		10001			flyorbit_zhuangji					4		
665	10003	502002	1	30500	{"x":1400, "y":60}		10001			flyorbit_zhuangji					4		
666	10003	502002	1	31000	{"x":1400, "y":100}		10001			flyorbit_zhuangji					4		
667	10003	502002	1	33000	{"x":1400, "y":80}		10001			flyorbit_zhuangji					4		
668	10003	502002	1	33200	{"x":1400, "y":110}		10001			flyorbit_zhuangji					4		
669	10003	502002	1	33200	{"x":1400, "y":50}		10001			flyorbit_zhuangji					4		
670	10003	502002	1	33500	{"x":1400, "y":110}		10001			flyorbit_zhuangji					4		
671	10003	502002	1	33700	{"x":1400, "y":140}		10001			flyorbit_zhuangji					4		
672	10003	502002	1	33700	{"x":1400, "y":80}		10001			flyorbit_zhuangji					4		
673	10003	502002	1	34000	{"x":1400, "y":50}		10001			flyorbit_zhuangji					4		
674	10003	502002	1	34200	{"x":1400, "y":80}		10001			flyorbit_zhuangji					4		
675	10003	502002	1	34200	{"x":1400, "y":20}		10001			flyorbit_zhuangji					4		
676	10003	502002	1	34500	{"x":1400, "y":80}		10001			flyorbit_zhuangji					4		
677	10003	502002	1	34700	{"x":1400, "y":110}		10001			flyorbit_zhuangji					4		
678	10003	502002	1	34700	{"x":1400, "y":50}		10001			flyorbit_zhuangji					4		
679	10003	502002	1	35000	{"x":1400, "y":110}		10001			flyorbit_zhuangji					4		
680	10003	502002	1	35200	{"x":1400, "y":140}		10001			flyorbit_zhuangji					4		
681	10003	502002	1	35200	{"x":1400, "y":80}		10001			flyorbit_zhuangji					4		
682	10003	502002	1	35500	{"x":1400, "y":50}		10001			flyorbit_zhuangji					4		
683	10003	502002	1	35700	{"x":1400, "y":80}		10001			flyorbit_zhuangji					4		
684	10003	502002	1	35700	{"x":1400, "y":20}		10001			flyorbit_zhuangji					4		
685	10003	502002	1	36300	{"x":1400, "y":80}		10001			flyorbit_zhuangji					4		
686	10003	502002	1	36500	{"x":1400, "y":105}		10001			flyorbit_zhuangji					4		
687	10003	502002	1	36500	{"x":1400, "y":65}		10001			flyorbit_zhuangji					4		
688	10003	502002	1	36700	{"x":1400, "y":80}		10001			flyorbit_zhuangji					4		
689	10003	502002	1	36700	{"x":1400, "y":130}		10001			flyorbit_zhuangji					4		
690	10003	502002	1	36700	{"x":1400, "y":40}		10001			flyorbit_zhuangji					4		
691	10003	502002	1	36900	{"x":1400, "y":155}		10001			flyorbit_zhuangji					4		
692	10003	502002	1	36900	{"x":1400, "y":15}		10001			flyorbit_zhuangji					4		
693	10003	502002	1	36900	{"x":1400, "y":65}		10001			flyorbit_zhuangji					4		
694	10003	502002	1	36900	{"x":1400, "y":105}		10001			flyorbit_zhuangji					4		
695	10003	502002	1	37100	{"x":1400, "y":80}		10001			flyorbit_zhuangji					4		
696	10003	502002	1	37100	{"x":1400, "y":130}		10001			flyorbit_zhuangji					4		
697	10003	502002	1	37100	{"x":1400, "y":40}		10001			flyorbit_zhuangji					4		
698	10003	502002	1	37300	{"x":1400, "y":105}		10001			flyorbit_zhuangji					4		
699	10003	502002	1	37300	{"x":1400, "y":65}		10001			flyorbit_zhuangji					4		
700	10003	502002	1	37500	{"x":1400, "y":80}		10001			flyorbit_zhuangji					4		
																	
701	10003	502003	1	3000	{"x":1400, "y":130}		10001			flyorbit_zhuangji					4		
702	10003	502003	1	3200	{"x":1400, "y":130}		10001			flyorbit_zhuangji					4		
703	10003	502003	1	3400	{"x":1400, "y":130}		10001			flyorbit_zhuangji					4		
704	10003	502003	1	3700	{"x":1400, "y":85}		10001			flyorbit_zhuangji					4		
705	10003	502003	1	3900	{"x":1400, "y":85}		10001			flyorbit_zhuangji					4		
706	10003	502003	1	4100	{"x":1400, "y":85}		10001			flyorbit_zhuangji					4		
707	10003	502003	1	4400	{"x":1400, "y":40}		10001			flyorbit_zhuangji					4		
708	10003	502003	1	4600	{"x":1400, "y":40}		10001			flyorbit_zhuangji					4		
709	10003	502003	1	4800	{"x":1400, "y":40}		10001			flyorbit_zhuangji					4		
710	10005	502003	1	5500	{"x":1400, "y":120}		10001			flyorbit_zhuangji							
711	10004	502003	1	6200	{"x":1400, "y":40}		10001			flyorbit_zhuangji							
712	10003	502003	1	6900	{"x":1400, "y":40}		10001			flyorbit_zhuangji					4		
713	10003	502003	1	7100	{"x":1400, "y":40}		10001			flyorbit_zhuangji					4		
714	10003	502003	1	7300	{"x":1400, "y":40}		10001			flyorbit_zhuangji					4		
715	10003	502003	1	7600	{"x":1400, "y":85}		10001			flyorbit_zhuangji					4		
716	10003	502003	1	7800	{"x":1400, "y":85}		10001			flyorbit_zhuangji					4		
717	10003	502003	1	8000	{"x":1400, "y":85}		10001			flyorbit_zhuangji					4		
718	10003	502003	1	8300	{"x":1400, "y":130}		10001			flyorbit_zhuangji					4		
719	10003	502003	1	8500	{"x":1400, "y":130}		10001			flyorbit_zhuangji					4		
720	10003	502003	1	8700	{"x":1400, "y":130}		10001			flyorbit_zhuangji					4		
721	10005	502003	1	9400	{"x":1400, "y":80}		10001			flyorbit_zhuangji							
722	10004	502003	1	10100	{"x":1400, "y":120}		10001			flyorbit_zhuangji							
723	10005	502003	1	10800	{"x":1400, "y":40}		10001			flyorbit_zhuangji							
724	10005	502003	1	11500	{"x":1400, "y":100}		10001			flyorbit_zhuangji							
725	10004	502003	1	12200	{"x":1400, "y":80}		10001			flyorbit_zhuangji							
726	10004	502003	1	12900	{"x":1400, "y":20}		10001			flyorbit_zhuangji							
727	10005	502003	1	13600	{"x":1400, "y":140}		10001			flyorbit_zhuangji							
728	10004	502003	1	14300	{"x":1400, "y":60}		10001			flyorbit_zhuangji							
729	10003	502003	1	15000	{"x":1400, "y":80}		10001			flyorbit_zhuangji					4		
730	10003	502003	1	15200	{"x":1400, "y":120}		10001			flyorbit_zhuangji					4		
731	10003	502003	1	15200	{"x":1400, "y":80}		10001			flyorbit_zhuangji					4		
732	10003	502003	1	15200	{"x":1400, "y":40}		10001			flyorbit_zhuangji					4		
733	10003	502003	1	15400	{"x":1400, "y":80}		10001			flyorbit_zhuangji					4		
734	10003	502003	1	16000	{"x":1400, "y":120}		10001			flyorbit_zhuangji					4		
735	10003	502003	1	16200	{"x":1400, "y":160}		10001			flyorbit_zhuangji					4		
736	10003	502003	1	16200	{"x":1400, "y":120}		10001			flyorbit_zhuangji					4		
737	10003	502003	1	16200	{"x":1400, "y":80}		10001			flyorbit_zhuangji					4		
738	10003	502003	1	16400	{"x":1400, "y":120}		10001			flyorbit_zhuangji					4		
739	10003	502003	1	17000	{"x":1400, "y":50}		10001			flyorbit_zhuangji					4		
740	10003	502003	1	17200	{"x":1400, "y":90}		10001			flyorbit_zhuangji					4		
741	10003	502003	1	17200	{"x":1400, "y":50}		10001			flyorbit_zhuangji					4		
742	10003	502003	1	17200	{"x":1400, "y":10}		10001			flyorbit_zhuangji					4		
743	10003	502003	1	17400	{"x":1400, "y":50}		10001			flyorbit_zhuangji					4		
744	10003	502003	1	18000	{"x":1400, "y":100}		10001			flyorbit_zhuangji					4		
745	10003	502003	1	18200	{"x":1400, "y":140}		10001			flyorbit_zhuangji					4		
746	10003	502003	1	18200	{"x":1400, "y":60}		10001			flyorbit_zhuangji					4		
747	10003	502003	1	18200	{"x":1400, "y":100}		10001			flyorbit_zhuangji					4		
748	10003	502003	1	18400	{"x":1400, "y":100}		10001			flyorbit_zhuangji					4		
749	10003	502003	1	19000	{"x":1400, "y":80}		10001			flyorbit_zhuangji					4		
750	10003	502003	1	19200	{"x":1400, "y":100}		10001			flyorbit_zhuangji					4		
751	10003	502003	1	19400	{"x":1400, "y":120}		10001			flyorbit_zhuangji					4		
752	10003	502003	1	19600	{"x":1400, "y":140}		10001			flyorbit_zhuangji					4		
753	10003	502003	1	19800	{"x":1400, "y":120}		10001			flyorbit_zhuangji					4		
754	10003	502003	1	20000	{"x":1400, "y":100}		10001			flyorbit_zhuangji					4		
755	10003	502003	1	20200	{"x":1400, "y":80}		10001			flyorbit_zhuangji					4		
756	10003	502003	1	20400	{"x":1400, "y":60}		10001			flyorbit_zhuangji					4		
757	10003	502003	1	20600	{"x":1400, "y":40}		10001			flyorbit_zhuangji					4		
758	10003	502003	1	20800	{"x":1400, "y":20}		10001			flyorbit_zhuangji					4		
759	10003	502003	1	21000	{"x":1400, "y":40}		10001			flyorbit_zhuangji					4		
760	10003	502003	1	21200	{"x":1400, "y":60}		10001			flyorbit_zhuangji					4		
761	10003	502003	1	21400	{"x":1400, "y":80}		10001			flyorbit_zhuangji					4		
762	10005	502003	1	22000	{"x":1400, "y":80}		10001			flyorbit_zhuangji							
763	10004	502003	1	22500	{"x":1400, "y":120}		10001			flyorbit_zhuangji							
764	10005	502003	1	23000	{"x":1400, "y":40}		10001			flyorbit_zhuangji							
765	10005	502003	1	23500	{"x":1400, "y":100}		10001			flyorbit_zhuangji							
766	10004	502003	1	24000	{"x":1400, "y":80}		10001			flyorbit_zhuangji							
767	10004	502003	1	24500	{"x":1400, "y":20}		10001			flyorbit_zhuangji							
768	10005	502003	1	25000	{"x":1400, "y":140}		10001			flyorbit_zhuangji							
769	10004	502003	1	25500	{"x":1400, "y":40}		10001			flyorbit_zhuangji							
770	10005	502003	1	26000	{"x":1400, "y":120}		10001			flyorbit_zhuangji							
771	10004	502003	1	26500	{"x":1400, "y":20}		10001			flyorbit_zhuangji							
772	10005	502003	1	27000	{"x":1400, "y":160}		10001			flyorbit_zhuangji							
773	10004	502003	1	27500	{"x":1400, "y":80}		10001			flyorbit_zhuangji							
774	10004	502003	1	28000	{"x":1400, "y":20}		10001			flyorbit_zhuangji							
775	10003	502003	1	28600	{"x":1400, "y":120}		10001			flyorbit_zhuangji					4		
776	10003	502003	1	28600	{"x":1400, "y":40}		10001			flyorbit_zhuangji					4		
777	10003	502003	1	28800	{"x":1400, "y":80}		10001			flyorbit_zhuangji					4		
778	10003	502003	1	29000	{"x":1400, "y":120}		10001			flyorbit_zhuangji					4		
779	10003	502003	1	29000	{"x":1400, "y":40}		10001			flyorbit_zhuangji					4		
780	10003	502003	1	29500	{"x":1400, "y":150}		10001			flyorbit_zhuangji					4		
781	10003	502003	1	29500	{"x":1400, "y":10}		10001			flyorbit_zhuangji					4		
782	10003	502003	1	29700	{"x":1400, "y":115}		10001			flyorbit_zhuangji					4		
783	10003	502003	1	29700	{"x":1400, "y":45}		10001			flyorbit_zhuangji					4		
784	10003	502003	1	29900	{"x":1400, "y":80}		10001			flyorbit_zhuangji					4		
785	10003	502003	1	30100	{"x":1400, "y":115}		10001			flyorbit_zhuangji					4		
786	10003	502003	1	30100	{"x":1400, "y":45}		10001			flyorbit_zhuangji					4		
787	10003	502003	1	30300	{"x":1400, "y":150}		10001			flyorbit_zhuangji					4		
788	10003	502003	1	30300	{"x":1400, "y":10}		10001			flyorbit_zhuangji					4		
789	10003	502003	1	30800	{"x":1400, "y":120}		10001			flyorbit_zhuangji					4		
790	10003	502003	1	30800	{"x":1400, "y":40}		10001			flyorbit_zhuangji					4		
791	10003	502003	1	31000	{"x":1400, "y":80}		10001			flyorbit_zhuangji					4		
792	10003	502003	1	31200	{"x":1400, "y":120}		10001			flyorbit_zhuangji					4		
793	10003	502003	1	31200	{"x":1400, "y":40}		10001			flyorbit_zhuangji					4		
794	10003	502003	1	31800	{"x":1400, "y":150}		10001			flyorbit_zhuangji					4		
795	10003	502003	1	31800	{"x":1400, "y":120}		10001			flyorbit_zhuangji					4		
796	10003	502003	1	32000	{"x":1400, "y":120}		10001			flyorbit_zhuangji					4		
797	10003	502003	1	32000	{"x":1400, "y":90}		10001			flyorbit_zhuangji					4		
798	10003	502003	1	32200	{"x":1400, "y":90}		10001			flyorbit_zhuangji					4		
799	10003	502003	1	32200	{"x":1400, "y":60}		10001			flyorbit_zhuangji					4		
800	10003	502003	1	32400	{"x":1400, "y":60}		10001			flyorbit_zhuangji					4		
801	10003	502003	1	32400	{"x":1400, "y":30}		10001			flyorbit_zhuangji					4		
802	10003	502003	1	32600	{"x":1400, "y":90}		10001			flyorbit_zhuangji					4		
803	10003	502003	1	32600	{"x":1400, "y":60}		10001			flyorbit_zhuangji					4		
804	10003	502003	1	32800	{"x":1400, "y":120}		10001			flyorbit_zhuangji					4		
805	10003	502003	1	32800	{"x":1400, "y":90}		10001			flyorbit_zhuangji					4		
806	10003	502003	1	33000	{"x":1400, "y":150}		10001			flyorbit_zhuangji					4		
807	10003	502003	1	33000	{"x":1400, "y":120}		10001			flyorbit_zhuangji					4		
808	10003	502003	1	33200	{"x":1400, "y":120}		10001			flyorbit_zhuangji					4		
809	10003	502003	1	33200	{"x":1400, "y":90}		10001			flyorbit_zhuangji					4		
810	10003	502003	1	33400	{"x":1400, "y":90}		10001			flyorbit_zhuangji					4		
811	10003	502003	1	33400	{"x":1400, "y":60}		10001			flyorbit_zhuangji					4		
812	10003	502003	1	33600	{"x":1400, "y":60}		10001			flyorbit_zhuangji					4		
813	10003	502003	1	33600	{"x":1400, "y":30}		10001			flyorbit_zhuangji					4		
814	10003	502003	1	33800	{"x":1400, "y":90}		10001			flyorbit_zhuangji					4		
815	10003	502003	1	33800	{"x":1400, "y":60}		10001			flyorbit_zhuangji					4		
816	10003	502003	1	34000	{"x":1400, "y":120}		10001			flyorbit_zhuangji					4		
817	10003	502003	1	34000	{"x":1400, "y":90}		10001			flyorbit_zhuangji					4		
818	10003	502003	1	34200	{"x":1400, "y":150}		10001			flyorbit_zhuangji					4		
819	10003	502003	1	34200	{"x":1400, "y":120}		10001			flyorbit_zhuangji					4		
820	10003	502003	1	34800	{"x":1400, "y":150}		10001			flyorbit_zhuangji					4		
821	10003	502003	1	35000	{"x":1400, "y":120}		10001			flyorbit_zhuangji					4		
822	10003	502003	1	35200	{"x":1400, "y":90}		10001			flyorbit_zhuangji					4		
823	10003	502003	1	35500	{"x":1400, "y":120}		10001			flyorbit_zhuangji					4		
824	10003	502003	1	35700	{"x":1400, "y":90}		10001			flyorbit_zhuangji					4		
825	10003	502003	1	35900	{"x":1400, "y":60}		10001			flyorbit_zhuangji					4		
826	10003	502003	1	36200	{"x":1400, "y":90}		10001			flyorbit_zhuangji					4		
827	10003	502003	1	36400	{"x":1400, "y":60}		10001			flyorbit_zhuangji					4		
828	10003	502003	1	36600	{"x":1400, "y":30}		10001			flyorbit_zhuangji					4		
829	10003	502003	1	36900	{"x":1400, "y":90}		10001			flyorbit_zhuangji					4		
830	10003	502003	1	37100	{"x":1400, "y":60}		10001			flyorbit_zhuangji					4		
831	10003	502003	1	37300	{"x":1400, "y":30}		10001			flyorbit_zhuangji					4		
832	10003	502003	1	37600	{"x":1400, "y":120}		10001			flyorbit_zhuangji					4		
833	10003	502003	1	37800	{"x":1400, "y":90}		10001			flyorbit_zhuangji					4		
834	10003	502003	1	38000	{"x":1400, "y":60}		10001			flyorbit_zhuangji					4		
835	10003	502003	1	38300	{"x":1400, "y":150}		10001			flyorbit_zhuangji					4		
836	10003	502003	1	38500	{"x":1400, "y":120}		10001			flyorbit_zhuangji					4		
837	10003	502003	1	38700	{"x":1400, "y":90}		10001			flyorbit_zhuangji					4		
																	
837	10003	502004	1	3000	{"x":1400, "y":140}		10001			flyorbit_zhuangji					4		
838	10003	502004	1	3200	{"x":1400, "y":140}		10001			flyorbit_zhuangji					4		
839	10003	502004	1	3400	{"x":1400, "y":140}		10001			flyorbit_zhuangji					4		
840	10003	502004	1	3000	{"x":1400, "y":20}		10001			flyorbit_zhuangji					4		
841	10003	502004	1	3200	{"x":1400, "y":20}		10001			flyorbit_zhuangji					4		
842	10003	502004	1	3400	{"x":1400, "y":20}		10001			flyorbit_zhuangji					4		
843	10004	502004	1	4000	{"x":1400, "y":80}		10001			flyorbit_zhuangji							
844	10003	502004	1	4600	{"x":1400, "y":100}		10001			flyorbit_zhuangji					4		
845	10003	502004	1	4800	{"x":1400, "y":100}		10001			flyorbit_zhuangji					4		
846	10003	502004	1	5000	{"x":1400, "y":100}		10001			flyorbit_zhuangji					4		
847	10003	502004	1	4600	{"x":1400, "y":60}		10001			flyorbit_zhuangji					4		
848	10003	502004	1	4800	{"x":1400, "y":60}		10001			flyorbit_zhuangji					4		
849	10003	502004	1	5000	{"x":1400, "y":60}		10001			flyorbit_zhuangji					4		
850	10005	502004	1	5800	{"x":1400, "y":80}		10001			flyorbit_zhuangji							
851	10004	502004	1	6500	{"x":1400, "y":120}		10001			flyorbit_zhuangji							
852	10005	502004	1	7200	{"x":1400, "y":40}		10001			flyorbit_zhuangji							
853	10005	502004	1	7900	{"x":1400, "y":100}		10001			flyorbit_zhuangji							
854	10004	502004	1	8600	{"x":1400, "y":80}		10001			flyorbit_zhuangji							
855	10004	502004	1	9300	{"x":1400, "y":20}		10001			flyorbit_zhuangji							
856	10005	502004	1	10000	{"x":1400, "y":140}		10001			flyorbit_zhuangji							
857	10004	502004	1	10700	{"x":1400, "y":60}		10001			flyorbit_zhuangji							
858	10003	502004	1	11500	{"x":1400, "y":80}		10001			flyorbit_zhuangji					4		
859	10003	502004	1	11700	{"x":1400, "y":105}		10001			flyorbit_zhuangji					4		
860	10003	502004	1	11700	{"x":1400, "y":65}		10001			flyorbit_zhuangji					4		
861	10003	502004	1	11900	{"x":1400, "y":80}		10001			flyorbit_zhuangji					4		
862	10003	502004	1	11900	{"x":1400, "y":130}		10001			flyorbit_zhuangji					4		
863	10003	502004	1	11900	{"x":1400, "y":40}		10001			flyorbit_zhuangji					4		
864	10003	502004	1	12100	{"x":1400, "y":155}		10001			flyorbit_zhuangji					4		
865	10003	502004	1	12100	{"x":1400, "y":15}		10001			flyorbit_zhuangji					4		
866	10003	502004	1	12100	{"x":1400, "y":65}		10001			flyorbit_zhuangji					4		
867	10003	502004	1	12100	{"x":1400, "y":105}		10001			flyorbit_zhuangji					4		
868	10003	502004	1	12300	{"x":1400, "y":80}		10001			flyorbit_zhuangji					4		
869	10003	502004	1	12300	{"x":1400, "y":130}		10001			flyorbit_zhuangji					4		
870	10003	502004	1	12300	{"x":1400, "y":40}		10001			flyorbit_zhuangji					4		
871	10003	502004	1	12500	{"x":1400, "y":105}		10001			flyorbit_zhuangji					4		
872	10003	502004	1	12500	{"x":1400, "y":65}		10001			flyorbit_zhuangji					4		
873	10003	502004	1	12700	{"x":1400, "y":80}		10001			flyorbit_zhuangji					4		
874	10003	502004	1	13300	{"x":1400, "y":120}		10001			flyorbit_zhuangji					4		
875	10003	502004	1	13300	{"x":1400, "y":80}		10001			flyorbit_zhuangji					4		
876	10003	502004	1	13300	{"x":1400, "y":40}		10001			flyorbit_zhuangji					4		
877	10003	502004	1	13500	{"x":1400, "y":120}		10001			flyorbit_zhuangji					4		
878	10003	502004	1	13500	{"x":1400, "y":80}		10001			flyorbit_zhuangji					4		
879	10003	502004	1	13500	{"x":1400, "y":40}		10001			flyorbit_zhuangji					4		
880	10003	502004	1	13700	{"x":1400, "y":120}		10001			flyorbit_zhuangji					4		
881	10003	502004	1	13700	{"x":1400, "y":80}		10001			flyorbit_zhuangji					4		
882	10003	502004	1	13700	{"x":1400, "y":40}		10001			flyorbit_zhuangji					4		
883	10003	502004	1	14300	{"x":1400, "y":90}		10001			flyorbit_zhuangji					4		
884	10003	502004	1	14300	{"x":1400, "y":50}		10001			flyorbit_zhuangji					4		
885	10003	502004	1	14300	{"x":1400, "y":10}		10001			flyorbit_zhuangji					4		
886	10003	502004	1	14500	{"x":1400, "y":90}		10001			flyorbit_zhuangji					4		
887	10003	502004	1	14500	{"x":1400, "y":50}		10001			flyorbit_zhuangji					4		
888	10003	502004	1	14500	{"x":1400, "y":10}		10001			flyorbit_zhuangji					4		
889	10003	502004	1	14700	{"x":1400, "y":90}		10001			flyorbit_zhuangji					4		
890	10003	502004	1	14700	{"x":1400, "y":50}		10001			flyorbit_zhuangji					4		
891	10003	502004	1	14700	{"x":1400, "y":10}		10001			flyorbit_zhuangji					4		
892	10003	502004	1	15300	{"x":1400, "y":100}		10001			flyorbit_zhuangji					4		
893	10003	502004	1	15300	{"x":1400, "y":60}		10001			flyorbit_zhuangji					4		
894	10003	502004	1	15300	{"x":1400, "y":140}		10001			flyorbit_zhuangji					4		
895	10003	502004	1	15500	{"x":1400, "y":100}		10001			flyorbit_zhuangji					4		
896	10003	502004	1	15500	{"x":1400, "y":60}		10001			flyorbit_zhuangji					4		
897	10003	502004	1	15500	{"x":1400, "y":140}		10001			flyorbit_zhuangji					4		
898	10003	502004	1	15700	{"x":1400, "y":100}		10001			flyorbit_zhuangji					4		
899	10003	502004	1	15700	{"x":1400, "y":60}		10001			flyorbit_zhuangji					4		
900	10003	502004	1	15700	{"x":1400, "y":140}		10001			flyorbit_zhuangji					4		
901	10005	502004	1	16400	{"x":1400, "y":80}		10001			flyorbit_zhuangji							
902	10004	502004	1	16900	{"x":1400, "y":120}		10001			flyorbit_zhuangji							
903	10005	502004	1	17400	{"x":1400, "y":40}		10001			flyorbit_zhuangji							
904	10005	502004	1	17900	{"x":1400, "y":100}		10001			flyorbit_zhuangji							
905	10004	502004	1	18400	{"x":1400, "y":80}		10001			flyorbit_zhuangji							
906	10004	502004	1	18900	{"x":1400, "y":20}		10001			flyorbit_zhuangji							
907	10005	502004	1	19400	{"x":1400, "y":140}		10001			flyorbit_zhuangji							
908	10004	502004	1	19900	{"x":1400, "y":40}		10001			flyorbit_zhuangji							
909	10005	502004	1	20400	{"x":1400, "y":120}		10001			flyorbit_zhuangji							
910	10004	502004	1	20900	{"x":1400, "y":20}		10001			flyorbit_zhuangji							
911	10005	502004	1	21400	{"x":1400, "y":160}		10001			flyorbit_zhuangji							
912	10004	502004	1	21900	{"x":1400, "y":80}		10001			flyorbit_zhuangji							
913	10004	502004	1	22400	{"x":1400, "y":20}		10001			flyorbit_zhuangji							
914	10003	502004	1	23000	{"x":1400, "y":120}		10001			flyorbit_zhuangji					4		
915	10003	502004	1	23200	{"x":1400, "y":140}		10001			flyorbit_zhuangji					4		
916	10003	502004	1	23400	{"x":1400, "y":120}		10001			flyorbit_zhuangji					4		
917	10003	502004	1	23600	{"x":1400, "y":100}		10001			flyorbit_zhuangji					4		
918	10003	502004	1	23800	{"x":1400, "y":120}		10001			flyorbit_zhuangji					4		
919	10003	502004	1	24400	{"x":1400, "y":40}		10001			flyorbit_zhuangji					4		
920	10003	502004	1	24600	{"x":1400, "y":20}		10001			flyorbit_zhuangji					4		
921	10003	502004	1	24800	{"x":1400, "y":40}		10001			flyorbit_zhuangji					4		
922	10003	502004	1	25000	{"x":1400, "y":60}		10001			flyorbit_zhuangji					4		
923	10003	502004	1	25200	{"x":1400, "y":40}		10001			flyorbit_zhuangji					4		
924	10003	502004	1	25800	{"x":1400, "y":80}		10001			flyorbit_zhuangji					4		
925	10003	502004	1	26000	{"x":1400, "y":100}		10001			flyorbit_zhuangji					4		
926	10003	502004	1	26200	{"x":1400, "y":80}		10001			flyorbit_zhuangji					4		
927	10003	502004	1	26400	{"x":1400, "y":60}		10001			flyorbit_zhuangji					4		
928	10003	502004	1	26600	{"x":1400, "y":80}		10001			flyorbit_zhuangji					4		
929	10003	502004	1	27300	{"x":1400, "y":20}		10001			flyorbit_zhuangji					4		
930	10003	502004	1	27500	{"x":1400, "y":50}		10001			flyorbit_zhuangji					4		
931	10003	502004	1	27700	{"x":1400, "y":80}		10001			flyorbit_zhuangji					4		
932	10003	502004	1	27900	{"x":1400, "y":50}		10001			flyorbit_zhuangji					4		
933	10003	502004	1	28100	{"x":1400, "y":80}		10001			flyorbit_zhuangji					4		
934	10003	502004	1	28300	{"x":1400, "y":110}		10001			flyorbit_zhuangji					4		
935	10003	502004	1	28500	{"x":1400, "y":80}		10001			flyorbit_zhuangji					4		
936	10003	502004	1	28700	{"x":1400, "y":110}		10001			flyorbit_zhuangji					4		
937	10003	502004	1	28900	{"x":1400, "y":140}		10001			flyorbit_zhuangji					4		
938	10003	502004	1	29100	{"x":1400, "y":50}		10001			flyorbit_zhuangji					4		
939	10003	502004	1	29300	{"x":1400, "y":80}		10001			flyorbit_zhuangji					4		
