特效ID	技能ID	技能名字	伤害类型（1普攻、2技能1、3技能2、4出场、6大招、7觉醒）	1=物理伤害,2=冰属性,3=火属性,4=风属性,5=电属性,6=毒素,7=光属性,8=暗属性,9=精神	是否计算伤害命中	伤害比例	觉醒值获得	角色能量获得	命中停顿	命中音效（配置hitMusic中的ID）	不需要命中的触发BUFF	伤害触发触发BUFF	受击角色抖动次数	屏幕震动选择（0或不填为无视是否命中都会抖动。1为命中抖动）	屏幕震动(0不抖动1三角抖动2缩放)	屏幕抖动强度	屏幕抖动时间（三角抖动：单次移动的时间。缩放抖动：单次收缩的时间。单位毫秒）	抖动次数	震屏缓动（1开启缓动）	模糊时间（毫秒）	模糊程度（0为关闭，强度范围1~100）	非倒地状态是否受击	倒地目标是否受击	可否伤害倒地目标	buffer事件触发	位移方式（1角度更替位移，2平移叠加位移）	浮空角度	X轴平移距离	浮空平移速度	命中僵直	暴击率	暴击伤害	穿透率	对普通怪伤害加成	对精英怪伤害加成	对boss怪伤害加成	对人类伤害加成	对能量怪伤害加成	对机械怪伤害加成	对精灵伤害加成	命中率	目标减伤率	目标抗暴率	目标格挡率
810130	100710	夕弦-技能1-3级	2	4	1	0.7				1050104			1	1	1	16	30	2				1	1	1	0	1	85		500															
810260	100710	夕弦-技能2-3级-旋风出现	3	4	1	0.7				1080108			0	1	1	6	30	2				0	0	1	0																			
810270	100710	夕弦-技能2-3级-旋风移动	3	4	1	0.7				1080108			0	1	1	6	30	2				0	0	1	0																			
810280	100710	夕弦-技能2-3级-旋风循环	3	4	1	0.7				1080108			0	1	1	6	30	2				0	0	1	0																			
810290	100710	夕弦-技能2-3级-电球循环	3	4	1	0.7				1060106			1	1	1	6	30	2				0	0	1	0	2		0	0															
810300	100710	夕弦-技能2-3级-旋风消失	3	4	1	0.7				1080108			0	1	1	6	30	2				0	0	1	0	2		0	0															
810310	100710	夕弦-技能2-3级-电球消失	3	4	1	0.7				1060106			1	1	1	18	30	2				1	1	1	0	1	85	0	700															
810380	100710	夕弦-大招-3级-出现	6	4	1	0.7				1080104			1	0	1	20	30	2				0	0	1	0																			
810390	100710	夕弦-大招-3级-循环	6	4	1	0.7				1080104			1	0	1	20	30	2				0	0	1	0																			
810400	100710	夕弦-大招-3级-旋风循环	6	4	1	0.7				1080108			1	1	1	5	30	2				0	0	1	0																			
