ID	所属技能	名字	包含特效	技能类型	动作ID	动作基础速度（基础为10000表示100%正常速度）	动作是否受攻速加成（0不受，1受）	帧事件触发	帧事件触发技能	自动动作	动作是否霸体	检测方向键	检测高度	动作循环	循环结束时间判定（0根据动作循环时间，1位移结束）	动作循环时间（毫秒）	位移方式（0固定位移，1摇杆位移，2向目标位移）	位移开始帧事件	位移XY类型（0允许XY任意位移，1只能做X位移，2只能做Y位移）	动作位移XY	动作位移Z高度	位移速度	目标（1：友方，2：敌方）	目标位置偏移（XZ值，Y值影子位置默认会保持一致）	目标选择范围（以自身为基点，配置x_y_w_h。来确定一个矩形范围。xy为矩形起点坐标，wh为框大小）	目标选择条件（0无，1最近，2最远，6随机）	修正摄像机位置（[[时间，镜头参数],[时间，镜头参数]……]。-1表示随动作时间）	招架方向(0无效，1前方，2后方，3前后两方)	招架触发技能（直接配置技能ID）
451190	450170	耶俱矢-技能1-2、3级-循环3	451190	1	skillB_2+b	10000	1			451200	1	1	0	1	0	1000				0			2		0_-25_500_50		[[-1,80]]		
451200	450170	耶俱矢-技能1-2级-发射3段	451160	1	skillB_2+d	10000	1				1	1	0	0	0			move		-100		1000	2		0_-25_500_50		[[-1,80]]		
451210	450120	耶俱矢-大招3级	451250-451260	1	skillC_3_2	10000					1	1	0	0	0				1	0		0	2		0_-25_500_50		[[-1,120]]		
451220	450130	耶俱矢-觉醒	451370-451380-451390-451400-451410	1	skillD	10000					1	1	0	0	0					0		0	2		0_-25_500_50		[[1500,180]]		
451230	450140	耶俱矢-闪避	451320	1	dodge_1	10000						1	1	1	1					250		900	2		0_-25_500_50				
451240	450150	耶俱矢-出场	451330	1	skillF	10000					1	1	0	0	0					0		0	2		0_-25_500_50		[[-1,100]]		
451250	450160	耶俱矢-闪避-下落		1	dodge_1	10000					1	1	1	1	1					250		900	2		0_-25_500_50				
451260	450180	耶俱矢-技能2-旋风3级	451200-451210	1	extra_skillB	10000					1	1	0	0	0					0		0	2		0_-25_500_50		[[-1,80]]		
461110	460110	夕弦-普攻1	461110	1	skillA_new_1	10000	1			461120		1	0	0	0				1	10		200	2		0_-25_500_50				
461120	460110	夕弦-普攻2	461120	1	skillA_new_2	10000	1			461130		1	0	0	0				1	10		200	2		0_-25_500_50				
461130	460110	夕弦-普攻3	461130	1	skillA_new_3	10000	1			461140		1	0	0	0					0		0	2		0_-25_500_50				
461140	460110	夕弦-普攻4	461140	1	skillA_new_4	10000	1			461150		1	0	0	0					0		0	2		0_-25_500_50				
461150	460110	夕弦-普攻5	461160	1	skillA_new_5	8000	1					1	0	0	0					0		0	2		0_-25_500_50				
461160	460120	夕弦-大招-3级-出现	461190	1	skillC_new_1	10000				461170	1	1	0	0	0					0		0	2		0_-25_500_50		[[-1,150]]		
461170	460120	夕弦-大招-3级-循环	461200-461210	1	skillC_new_2	10000				461180	1	1	0	1	0	5000	1	move	0	20		300	2		0_-25_500_50		[[-1,150]]		
461180	460120	夕弦-大招-3级-消失	461220	1	skillC_new_3	10000					1	1	0	0	0					0		0	2		0_-25_500_50		[[-1,150]]		
461190	460130	夕弦-觉醒	461250-461260-461270	1	skillD	10000					1	1	0	0	0					0		0	2		0_-25_500_50		[[-1,170]]		
461200	460140	夕弦-闪避	461280	1	dodge	10000						1	1	1	1					300		1200	2		0_-25_500_50				
461210	460150	夕弦-出场	461290	1	skillF	10000					1	1	0	0	0					0		0	2		0_-25_500_50		[[-1,100]]		
461220	460160	夕弦-闪避-下落		1	stand	10000					1	1	1	1	1					250		800	2		0_-25_500_50				
461230	460170	夕弦-技能1-3级	461410	1	skillB_new	10000						0	0	0	0					0		0	2		0_-25_500_50		[[-1,80]]		
461240	460180	夕弦-技能2-3级	461330	1	extra_skillB	10000						1	0	0	0					0		0	2		0_-25_500_50				
