特效ID	名字（策划看）	特效触发事件名	特效资源名	动画名称	固定特效朝向（包括固定特效朝向，或子弹飞行方向，不填则为释放者朝向，填1则固定X轴正方向，填2则固定X轴负方向）	特效颜色叠加	触发新特效几率	触发新特效	气浪强度（0为关闭，最强100）	是否循环	渲染层级(0在角色下层，1在人物上层，2根据地图Y值排序)	碰撞类型(0矩形，1多边形)	碰撞范围Y轴修正(上/下检测参数。根据特效父节点有2种情况。父节点为角色时，以角色影子为基础检测目标影子。父节点为其他时，以特效影子为基础检测目标影子。)	碰撞区域	缩放	特效类型（1普通型，2放出型）	牵引类型，放出型特效没有牵引数据（0或不填表示没有牵引，1推吸类型，2固定方向）	牵引速度X（推吸类型，只填写X轴正负速度值，正推负吸。固定方向类型，填写XY轴速度）	牵引速度Y	伤害方式判定（0不进行伤害判定，1根据hurt帧事件判定，2碰撞即算伤害）	伤害触发	是否开启地图蒙板	父节点(1触发者,2目标,3地图,4UI层)	特效是否跟随触发动作(0不删除，1删除)	播放位置（0随施法者1目标位置2施法者挂点3施法者位置4目标挂点5随机位置）	播放位置偏移X（单位像素，正前负后）	播放位置偏移Y（0与角色Y轴一致。1~10为可行走区域的10条路）	挂点骨骼名称（不填为spine原点。）	目标选择（0无，1自身，2随机敌人，3最近的敌人，4最远的敌人，5随机地面点）	目标选择范围（以自身为基点，配置x_y_w_h。来确定一个矩形范围。xy为矩形起点坐标，wh为框大小）	目标选择数量	跟踪方式（0直线，1始终跟踪，2角度跟踪，3追踪目标位置，angle,4圆形，5S曲线，6折射，7直线角度，8贝塞尔曲线目标位置,10贝赛尔曲线固定位置）	直线飞行子弹的角度	圆形和S曲线飞行半径	折射时间	贝塞尔曲线高度	命中数量回收(发射型特效生效。0或不填为不回收。其他数字为命中该数量后回收)	自动触发特效（特效结束or回收时，自动播放下一个特效）	特效速度（包含贝塞尔曲线速度）	特效总时间(循环播放特效生效)	回收特效资源	回收特效动画	受击特效资源	受击特效动画（上层）	受击特效动画（下层）	受击特效角度	受击特效缩放	触发事件（配置该特效的事件名）	触发刷怪表（配置刷怪表ID）	刷怪位置类型（1随机，2特效中心点）
20075	折纸—技能2—3级—散弹	effect0	effects_10201_extra_skillB	extra_skillB3						0	1		100-80	bdbox_eff	1	1				1	4024		1		0				0			0	0				0	0	400	0	0		fight_10202_hit	hit		90	0.5			
20076	折纸—技能2—3级—能量炮	effect0	effects_10201_extra_skillB	extra_skillB4						0	1		100-80	bdbox_eff	1	1				1	4025		1		0				0			0	0				0	0	400	0	0		fight_10202_hit	hit		135	1			
20090	折纸—大招—0级-背影down	effect0	effects_10201_skillC	effects_10201_skillC_down						0	0		1-0	bdbox_eff	1	1				0	0		1		0				0			0	0				0	0	400	0	0					170	1			
20091	折纸—大招—0级-导弹up	effect0	effects_10201_skillC	effects_10201_skillC_up1						0	2		100-80	bdbox_eff	1	1				1	4031		3		3				0			0	0				0	0	400	0	0		fight_10202_hit	hit		0	1			
20092	折纸—大招—1级-背影down	effect0	effects_10201_skillC	effects_10201_skillC_down						0	0		1-0	bdbox_eff	1	1				0	0		1		0				0			0	0				0	0	400	0	0					45	1			
20093	折纸—大招—1级-导弹up	effect0	effects_10201_skillC	effects_10201_skillC_up2						0	2		100-80	bdbox_eff	1	1				1	4032		3		3				0			0	0				0	0	400	0	0		fight_10202_hit	hit		90	1			
20094	折纸—大招—2级-背影down	effect0	effects_10201_skillC	effects_10201_skillC_down_3						0	0		1-0	bdbox_eff	1	1				0	0		1		0				0			0	0				0	0	400	0	0					135	1			
20095	折纸—大招—2级-导弹up	effect0	effects_10201_skillC	effects_10201_skillC_up3			10000	20096		0	2		100-80	bdbox_eff	1	1				1	4033		3		3				0			0	0				0	0	400	0	0		fight_10202_hit	hit		170	1			
20096	折纸—大招—2级-地火	effect1	effects_10201_skillC_dihuo	effects_10201_skillC_dihuo3						1	0		100-60	bdbox_eff	0.7	1				1	4034		3	0	3	100			0			0	0				0	0	400	5000	0					0	1			
20100	折纸—大招—3级-背影down	effect0	effects_10201_skillC	effects_10201_skillC_down_3_1						0	0		1-0	bdbox_eff	1	1				0	0		1		0				0			0	0				0	0	400	0	0					45	1			
20101	折纸—大招—3级-导弹up	effect0	effects_10201_skillC	effects_10201_skillC_up4			10000	20102		0	2		100-80	bdbox_eff	1	1				1	4035		3		3				0			0	0				0	0	400	0	0		fight_10202_hit	hit		90	1			
20102	折纸—大招—3级-地火	effect1	effects_10201_skillC_dihuo	effects_10201_skillC_dihuo3						1	0		100-60	bdbox_eff	0.7	1				1	4036		3	0	2	100			0			0	0				0	0	400	5000	0					135	1			
20103	折纸—大招—3级-地面烟雾	effect0	effects_10201_skillC	effects_10201_skillC_down_3_2						0	0		1-0	bdbox_eff	1	1				0	0		3		3				0			0	0				0	0	400	0	0					170	1			
20104	折纸—大招—3级-剑撞地	effect0	effects_10201_skillC	effects_10201_skillC_up4_1						0	1		100-55	bdbox_eff	1	1				1	4037		1		0				0			0	0				0	0	400	0	0		effects_10201_skillA	hurt3		0	1			
20105	折纸—大招—3级-地裂	effect0	effects_10201_skillC	effects_10201_skillC_down_5_1						0	1		100-55	bdbox_eff	1	1				0	0		1		0				0			0	0				0	0	400	0	0					45	1			
20106	折纸—大招—3级-背影down2	effect0	effects_10201_skillC	effects_10201_skillC_down_5						0	0		100-55	bdbox_eff	1	1				0	0		1		0				0			0	0				0	0	400	0	0					90	1			
20110	折纸—觉醒up	effect1	effects_10201_skillD	effects_10201_skillD_up						0	1		120-100	bdbox_eff	1	1				1	4041-4042-4043-4044-4044-4044-4044-4044-4044-4044-4044-4044	1	1		0				0			0	0				0	0	400	0	0		effects_10201_skillA	hurt2		135	1			
20120	折纸—闪避	effect1	effects_10201_quickmove	effects_10201_quickmove						1	1		1-0	bdbox_eff	1	1				1	0		1		0				0			0	0				0	0	400	1000	0					170	1			
20121	折纸—闪避-斩up	effect1	effects_10201_dodge	effects_10201_dodge_up						0	1		100-55	bdbox_eff	1	1				1	4053		1		0				0			0	0				0	0	400	1000	0		effects_10201_skillA	hurt2		0	1			
20122	折纸—闪避-斩down	effect1	effects_10201_dodge	effects_10201_dodge_down						0	1		1-0	bdbox_eff	1	1				0	0		1		0				0			0	0				0	0	400	1000	0					45	1			
20130	折纸—出场—闪光	effect1	effects_10101_skillB2	skillB3						0	1		1-0	bdbox_eff	1	1				0	0		1		0				0			0	0				0	0	400	0	0					90	1			
20140	折纸—出场—连斩down	effect1	effects_10201_skillF	effects_10201_skillF_down						0	0		1-0	bdbox_eff	1	1				0	0		1		0				0			0	0				0	0	400	0	0		effects_10201_skillA	hurt2		135	1			
20150	折纸—出场—连斩up	effect1	effects_10201_skillF	effects_10201_skillF_up						0	1		70-50	bdbox_eff	1	1				1	4051-4051-4051-4052		3		2			root	0			0	0				0	0	400	0	0		effects_10201_skillA	hurt2		170	1			
30100	四糸乃—普攻1	effect1	effects_10301_skillA1	effects_skillA1						1	1		50-50	bdbox_eff	1.2	2				2	5001		3		2			r_hand	0		1	0	0				1	0	1500	300	effects_10301_skillA2	effects_skillA2	effects_10301_skillA2	effects_skillA2		0	1			
30110	四糸乃—普攻2	effect1	effects_10301_skillA1	effects_skillA1						1	1		50-50	bdbox_eff	1.2	2				2	5002		3		2			r_hand	0		1	0	0				1	0	1500	300	effects_10301_skillA2	effects_skillA2	effects_10301_skillA2	effects_skillA2		45	1			
30120	四糸乃—普攻3	effect1	effects_10301_skillA1	effects_skillA1						1	1		50-50	bdbox_eff	1.2	2				2	5003		3		2			r_hand	0		1	0	0				1	0	1500	300	effects_10301_skillA2	effects_skillA2	effects_10301_skillA2	effects_skillA2		90	1			
30130	四糸乃—普攻4	effect1	effects_10301_skillA1	effects_skillA1						1	1		50-50	bdbox_eff	2.4	2				2	5004		3		2			r_hand	0		1	0	0				5	0	1500	300	effects_10301_skillA2	effects_skillA2	effects_10301_skillA2	effects_skillA2		135	1			
30031	四糸乃—普攻4-冰锥2	effect2	effects_10301_skillA1	effects_skillA1						1	1		50-50	bdbox_eff	2.4	2				2	5004		3		2			r_hand	0		1	0	0				5	0	1500	540	effects_10301_skillA2	effects_skillA2	effects_10301_skillA2	effects_skillA2		170	1			
30032	四糸乃—普攻4-冰锥3	effect3	effects_10301_skillA1	effects_skillA1						1	1		50-50	bdbox_eff	2.4	2				2	5004		3		2			r_hand	0		1	0	0				5	0	1500	540	effects_10301_skillA2	effects_skillA2	effects_10301_skillA2	effects_skillA2		0	1			
30041	四糸乃—普攻-法阵	effect1	effects_10301_skillA3	skillA_6			10000	30042		1	2		1-0	bdbox_eff	0.8	1				1	0		3		3	100		fazhen1	0			0	0				0	0	0	3500	0		0	0		45	1			
30042	四糸乃—普攻-法阵-冰锥	effect1-effect2-effect3-effect4-effect5-effect6-effect7-effect8-effect9-effect10	effects_10301_skillA1	effects_skillA1						1	1		50-50	bdbox_eff	1.2	2				2	5006		3		2			root	0			0	0				5	0	1500	1000	effects_10301_skillA2	effects_skillA2	effects_10301_skillA2	effects_skillA2		90	1			
30140	四糸乃—普攻5.1	effect7	effects_10301_skillA1	effects_skillA1						1	1		50-50	bdbox_eff	1.5	2				2	5005		3		2			fazhen1	0		1	6	0	80	300		0	0	800	5000	effects_10301_skillA2	effects_skillA2	effects_10301_skillA2	effects_skillA2		135	1			
30141	四糸乃—普攻5.2	effect8	effects_10301_skillA1	effects_skillA1						1	1		50-50	bdbox_eff	1.5	2				2	5005		3		2			fazhen2	0		1	5	-30	80	300		0	0	800	5000	effects_10301_skillA2	effects_skillA2	effects_10301_skillA2	effects_skillA2		170	1			
30142	四糸乃—普攻5.3	effect9	effects_10301_skillA1	effects_skillA1						1	1		50-50	bdbox_eff	1.5	2				2	5005		3		2			fazhen3	0		1	4	30	80	300		0	0	800	5000	effects_10301_skillA2	effects_skillA2	effects_10301_skillA2	effects_skillA2		0	1			
30143	四糸乃—普攻5.4	effect10	effects_10301_skillA1	effects_skillA1						1	1		50-50	bdbox_eff	1.5	2				2	5005		3		2			fazhen4	0		1	7	30	80	300		0	0	800	5000	effects_10301_skillA2	effects_skillA2	effects_10301_skillA2	effects_skillA2		45	1			
30144	四糸乃—普攻5.5	effect11	effects_10301_skillA1	effects_skillA1						1	1		50-50	bdbox_eff	1.5	2				2	5005		3		2			fazhen5	0		1	6	-30	80	300		0	0	800	5000	effects_10301_skillA2	effects_skillA2	effects_10301_skillA2	effects_skillA2		90	1			
30145	四糸乃—普攻5.1展示	effect2	effects_10301_skillA3	skillA_5						0	1		1-0	bdbox_eff	0.9	1				0	0		3		2			fazhen1	0			0	0				0	0	800	1000	effects_10301_skillA2	effects_skillA2	effects_10301_skillA2	effects_skillA2		135	1			
30146	四糸乃—普攻5.2展示	effect3	effects_10301_skillA3	skillA_5						0	1		1-0	bdbox_eff	0.9	1				0	0		3		2			fazhen2	0			0	0				0	0	800	1000	effects_10301_skillA2	effects_skillA2	effects_10301_skillA2	effects_skillA2		170	1			
30147	四糸乃—普攻5.3展示	effect4	effects_10301_skillA3	skillA_5						0	1		1-0	bdbox_eff	0.9	1				0	0		3		2			fazhen3	0			0	0				0	0	800	1000	effects_10301_skillA2	effects_skillA2	effects_10301_skillA2	effects_skillA2		0	1			
30148	四糸乃—普攻5.4展示	effect5	effects_10301_skillA3	skillA_5						0	1		1-0	bdbox_eff	0.9	1				0	0		3		2			fazhen4	0			0	0				0	0	800	1000	effects_10301_skillA2	effects_skillA2	effects_10301_skillA2	effects_skillA2		45	1			
30149	四糸乃—普攻5.5展示	effect6	effects_10301_skillA3	skillA_5						0	1		1-0	bdbox_eff	0.9	1				0	0		3		2			fazhen5	0			0	0				0	0	800	1000	effects_10301_skillA2	effects_skillA2	effects_10301_skillA2	effects_skillA2		90	1			
30101	四糸乃—普攻1展示	effect0	effects_10301_skillA	skillA_1			0	30041		0	1		1-0	bdbox_eff	0.9	1				0	0		1		0				0			0	0				0	0	400	0	0					135	1			
30111	四糸乃—普攻2展示	effect0	effects_10301_skillA	skillA_2			0	30041		0	1		1-0	bdbox_eff	0.9	1				0	0		1		0				0			0	0				0	0	400	0	0					170	1			
30121	四糸乃—普攻3展示	effect0	effects_10301_skillA	skillA_3			0	30041		0	1		1-0	bdbox_eff	0.9	1				0	0		1		0				0			0	0				0	0	400	0	0					0	1			
30131	四糸乃—普攻4展示	effect0	effects_10301_skillA	skillA_4			0	30041		0	1		1-0	bdbox_eff	0.9	1				0	0		1		0				0			0	0				0	0	400	0	0					45	1			
30150	四糸乃—普攻5展示	effect0	effects_10301_skillA	skillA_5						0	1		1-0	bdbox_eff	0.9	1				0	0		1		0				0			0	0				0	0	400	0	0					90	1			
30200	四糸乃-技能1-0级	effect2	effects_10301_skillB0	effects_10301_skillB0_1						0	2		60-50	bdbox_eff	1	1				1	5010-5011		3		3				0			0	0				0	0	400	0	0		effects_10301_skillA2	effects_skillA2		135	1			
30210	四糸乃-技能1-1级	effect2	effects_10301_skillB	effects_10301_skillB						0	2		60-50	bdbox_eff	1	1				1	5020-5020-5021		3		3				0			0	0				0	0	400	0	0		effects_10301_skillA2	effects_skillA2		170	1			
30220	四糸乃-技能1-2级	effect0	effects_10301_skillB0	effects_10301_skillB0_2						0	2		90-70	bdbox_eff	1.5	1				1	5030-5030-5030-5031		3		3				0			0	0				0	0	400	0	0		effects_10301_skillA2	effects_skillA2		0	1			
30230	四糸乃-技能1-3级	effect0	effects_10301_skillB0	effects_10301_skillB0_3						0	2		90-70	bdbox_eff	1.5	1				1	5040-5040-5040-5041-5042-5042-5042-5042		3		3				0			0	0				0	0	400	0	0		effects_10301_skillA2	effects_skillA2		45	1			
30245	四糸乃-大招-屏幕特效	effect1	effects_10301_skillC3	skillC3_1			10000	30246		0	0		1-0	bdbox_eff	2.1	1				0	0	1	4		2			point	0		1	0	0				1	0	800	0	0		effects_10301_skillA2	effects_skillA2		90	1			
30246	四糸乃-大招-屏幕特效	effect1	effects_10301_skillC3	skillC3_2						1	0		1-0	bdbox_eff	2.1	1				0	0	1	4		2			point	0		1	0	0				1	0	800	3000	0		effects_10301_skillA2	effects_skillA2		135	1			
30250	四糸乃—觉醒up	effect1	effects_10301_skillD	effects_10301_skillD_up						0	1		200-100	bdbox_eff	0.9	1				1	5220	1	1		0				0			0	0				0	0	400	0	0		effects_10301_skillA2	effects_skillA2		170	1			
30260	四糸乃—闪避	effect1	effects_10301_quickmove	effects_10301_quickmove						1	1		1-0	bdbox_eff	0.9	1				0	0		1		0				0			0	0				0	0	400	1000	0		effects_10301_skillA2	effects_skillA2		0	1			
30263	四糸乃—闪现	effect1	effects_10301_quickmove	quickmove_2						0	1		1-0	bdbox_eff	1	1				0	0		3		3				0			0	0				0	0	400	1000	0		effects_10301_skillA2	effects_skillA2		45	1			
30264	四糸乃—闪现	effect2	effects_10301_quickmove	quickmove_2						0	1		1-0	bdbox_eff	1	1				0	0		3		3				0			0	0				0	0	400	1000	0		effects_10301_skillA2	effects_skillA2		90	1			
30261	四糸乃—闪现-冰暴	effect1	effects_10301_quickmove	quickmove_1						0	0		100-55	bdbox_eff	1	1				1	5200		3		3				0			0	0				0	0	400	1000	0		effects_10301_skillA2	effects_skillA2		135	1			
30262	四糸乃—击杀冰暴	effect2	effects_10301_skillE	skillE_siwang						1	0		100-55	bdbox_eff	1	1				1	5200		3		2			root	0			0	0				0	0	400	1000	0		effects_10301_skillA2	effects_skillA2		170	1			
30270	四糸乃—出场—冰刺down	effect1	effects_10301_quickmove	skillF_down						0	0		1-0	bdbox_eff	0.9	1				1	0		3		2			root	0			0	0				0	0	400	0	0		effects_10301_skillA2	effects_skillA2		0	1			
30280	四糸乃—出场—冰刺up	effect1	effects_10301_quickmove	skillF_up						0	1		80-60	bdbox_eff	0.9	1				1	5210-5211-5212-5213-5214		3		2			root	0			0	0				0	0	600	0	0		effects_10301_skillA2	effects_skillA2		45	1			
30281	四糸乃—出场—展示	effect1	effects_10301_skillE	skillF_1						0	1		1-0	bdbox_eff	0.9	1				0	0		3		2			root	0			0	0				0	0	600	0	0					90	1			
30290	四糸乃—出场—冰刺down	effect1	effects_10301_quickmove	skillF_down						0	0		70-40	bdbox_eff	0.9	1				0	0		3		2	500		root	0			0	0				0	0	400	0	0		effects_10301_skillA2	effects_skillA2		135	1			
30700	四糸乃-技能2-0级-兔子飞出去	effect1	fight_10301_T	extra_skillB_4						1	1		70-40	bdbox_eff	0.9	2				1	0		3		2			bone4	0			10	0				0	30701-30702	1500	330	0		effects_10301_skillA2	effects_skillA2		170	1			
30701	四糸乃-技能2-0级-兔子开始	effect1	fight_10301_T	extra_skillB_1						0	1		1-0	bdbox_eff	0.9	1				0	0		3		2				0			0	0				0	30703	400	0	0		effects_10301_skillA2	effects_skillA2		0	1			
30702	四糸乃-技能2-0级-法阵出现	effect1	effects_10301_extra_skillB0	effects_10301_extra_skillB1						0	0		100-100	bdbox_eff	0.9	1				1	5050		3		2				0			0	0				0	30704	400	0	0		effects_10301_skillA2	effects_skillA2		45	1			
30703	四糸乃-技能2-0级-兔子循环	effect0	fight_10301_T	extra_skillB_2						1	1		1-0	bdbox_eff	0.9	1				0	0		3		2				0			0	0				0	30705	400	3000	0		effects_10301_skillA2	effects_skillA2		90	1			
30704	四糸乃-技能2-0级-法阵循环	effect0	effects_10301_extra_skillB0	effects_10301_extra_skillB2						1	0		100-100	bdbox_eff	0.9	1				1	5050		3		2				0			0	0				0	30706	400	3000	0		effects_10301_skillA2	effects_skillA2		135	1			
30705	四糸乃-技能2-0级-兔子消失	effect0	fight_10301_T	extra_skillB_3						0	1		1-0	bdbox_eff	0.9	1				0	0		3		2				0			0	0				0	0	400	0	0		effects_10301_skillA2	effects_skillA2		170	1			
30706	四糸乃-技能2-0级-法阵消失	effect0	effects_10301_extra_skillB0	effects_10301_extra_skillB3						0	0		150-50	bdbox_eff	0.9	1				1	5050		3		2				0			0	0				0	0	400	0	0		effects_10301_skillA2	effects_skillA2		0	1			
30710	四糸乃-技能2-0级-兔子飞出去	effect1	fight_10301_T	extra_skillB_4						1	1		1-0	bdbox_eff	0.9	2				1	0		3		2			bone4	0			10	0				0	30711-30714	1500	330	0		effects_10301_skillA2	effects_skillA2		45	1			
30711	四糸乃-技能2-1级-兔子开始	effect1	fight_10301_T	extra_skillB_1						0	1		1-0	bdbox_eff	0.9	1				0	0		3		2				0			0	0				0	30712	400	0	0		effects_10301_skillA2	effects_skillA2		90	1			
30712	四糸乃-技能2-1级-兔子循环	effect0	fight_10301_T	extra_skillB_2						1	1		1-0	bdbox_eff	0.9	1				0	0		3		2				0			0	0				0	30713	400	3000	0		effects_10301_skillA2	effects_skillA2		135	1			
30713	四糸乃-技能2-1级-兔子消失	effect0	fight_10301_T	extra_skillB_3						0	1		1-0	bdbox_eff	0.9	1				0	0		3		2				0			0	0				0	0	400	0	0		effects_10301_skillA2	effects_skillA2		170	1			
30714	四糸乃-技能2-1级-冰雨出现	effect1	effects_10301_extra_skillB1	effects_10301_extra_skillB1						0	0		100-100	bdbox_eff	0.9	1				1	5060		3		2				0			0	0				0	30715	400	0	0		effects_10301_skillA2	effects_skillA2		0	1			
30715	四糸乃-技能2-1级-冰雨循环	effect0	effects_10301_extra_skillB1	effects_10301_extra_skillB2						1	0		100-100	bdbox_eff	0.9	1				1	5060		3		2				0			0	0				0	30716	400	3000	0		effects_10301_skillA2	effects_skillA2		45	1			
30716	四糸乃-技能2-1级-冰雨消失	effect0	effects_10301_extra_skillB1	effects_10301_extra_skillB3						0	0		100-100	bdbox_eff	0.9	1				1	5060		3		2				0			0	0				0	0	400	0	0		effects_10301_skillA2	effects_skillA2		90	1			
30720	四糸乃-技能2-0级-兔子飞出去	effect1	fight_10301_T	extra_skillB_4						1	1		1-0	bdbox_eff	0.9	2				1	0		3		2			bone4	0			10	0				0	30721-30724	1500	330	0		effects_10301_skillA2	effects_skillA2		135	1			
30721	四糸乃-技能2-1级-兔子开始	effect1	fight_10301_T	extra_skillB_1						0	1		1-0	bdbox_eff	0.9	1				0	0		3		2				0			0	0				0	30722	400	0	0		effects_10301_skillA2	effects_skillA2		170	1			
30722	四糸乃-技能2-1级-兔子循环	effect0	fight_10301_T	extra_skillB_2						1	1		1-0	bdbox_eff	0.9	1				0	0		3		2				0			0	0				0	30723	400	3000	0		effects_10301_skillA2	effects_skillA2		0	1			
30723	四糸乃-技能2-1级-兔子消失	effect0	fight_10301_T	extra_skillB_3						0	1		1-0	bdbox_eff	0.9	1				0	0		3		2				0			0	0				0	0	400	0	0		effects_10301_skillA2	effects_skillA2		45	1			
30724	四糸乃-技能2-2级-冰锥出现	effect1	effects_10301_extra_skillB2	effects_10301_extra_skillB1						0	0		100-100	bdbox_eff	0.9	1				1	5070		3		2				0			0	0				0	30725	400	0	0		effects_10301_skillA2	effects_skillA2		90	1			
30725	四糸乃-技能2-2级-冰锥循环	effect0	effects_10301_extra_skillB2	effects_10301_extra_skillB2						1	0		100-100	bdbox_eff	0.9	1				1	5070		3		2				0			0	0				0	30726	400	3000	0		effects_10301_skillA2	effects_skillA2		135	1			
30726	四糸乃-技能2-2级-冰锥消失	effect0	effects_10301_extra_skillB2	effects_10301_extra_skillB3						0	0		100-100	bdbox_eff	0.9	1				1	5070		3		2				0			0	0				0	0	400	0	0		effects_10301_skillA2	effects_skillA2		170	1			
30730	四糸乃-技能2-0级-兔子飞出去	effect1	fight_10301_T	extra_skillB_4						1	1		1-0	bdbox_eff	0.9	2				1	0		3		2			bone4	0			10	0				0	30731-30734	1500	330	0		effects_10301_skillA2	effects_skillA2		0	1			
30731	四糸乃-技能2-1级-兔子开始	effect1	fight_10301_T	extra_skillB_1						0	1		1-0	bdbox_eff	0.9	1				0	0		3		2				0			0	0				0	30732	400	0	0		effects_10301_skillA2	effects_skillA2		45	1			
30732	四糸乃-技能2-1级-兔子循环	effect0	fight_10301_T	extra_skillB_2						1	1		1-0	bdbox_eff	0.9	1				0	0		3		2				0			0	0				0	30733	400	3000	0		effects_10301_skillA2	effects_skillA2		90	1			
30733	四糸乃-技能2-1级-兔子消失	effect0	fight_10301_T	extra_skillB_3						0	1		1-0	bdbox_eff	0.9	1				0	0		3		2				0			0	0				0	0	400	0	0		effects_10301_skillA2	effects_skillA2		135	1			
30734	四糸乃-技能2-3级-冰陨石出现	effect1	effects_10301_extra_skillB3	effects_10301_extra_skillB1						0	0		100-100	bdbox_eff	0.9	1				1	5080		3		2				0			0	0				0	30735	400	0	0		effects_10301_skillA2	effects_skillA2		170	1			
30735	四糸乃-技能2-3级-冰陨石循环	effect0	effects_10301_extra_skillB3	effects_10301_extra_skillB2						1	0		100-100	bdbox_eff	0.9	1				1	5080		3		2				0			0	0				0	30736	400	3000	0		effects_10301_skillA2	effects_skillA2		0	1			
30736	四糸乃-技能2-3级-冰陨石消失	effect0	effects_10301_extra_skillB3	effects_10301_extra_skillB3						0	0		100-100	bdbox_eff	0.9	1				1	5080		3		2				0			0	0				0	0	400	0	0		effects_10301_skillA2	effects_skillA2		45	1			
30800	四糸乃-必杀-0级-出现	effect1	effects_10301_skillC	effects_10301_skillC_down						0	0		100-70	bdbox_eff	1	1				1	5090		1		0				0			0	0				0	0	400	0	0					90	1			
30801	四糸乃-必杀-0级-出现	effect1	effects_10301_skillC	effects_10301_skillC_up						0	1		100-70	bdbox_eff	1	1				0	0		1		0				0			0	0				0	0	400	0	0					135	1			
30802	四糸乃-必杀-0级-循环	effect2	effects_10301_skillC2	up2						1	1		100-70	bdbox_eff	1	2	1	-200		1	5090-5091		3		2			point	0			0	0				0	3083	400	1000	effects_10301_skillC2	up3	effects_10301_skillA2	effects_skillA2		170	1			
30810	四糸乃-必杀-1级-旋风出现	effect2	effects_10301_skillC2	up1						0	2		100-70	bdbox_eff	1	1	1	-200		1	5100		3		3	300			3	-1000_-1000_2000_2000	1	0	0				0	30812	0	0	0		effects_10301_skillA2	effects_skillA2		0	1			
30811	四糸乃-必杀-1级-冰霜出现	effect2	effects_10301_skillC2	down1						0	0		100-70	bdbox_eff	0.5	1				0	0		3		3	300			3	-1000_-1000_2000_2000	1	0	0				0	30813	0	0	0		effects_10301_skillA2	effects_skillA2		45	1			
30812	四糸乃-必杀-1级-旋风循环	effect0	effects_10301_skillC2	up2						1	2		100-70	bdbox_eff	1	1	1	-200		1	5100-5101		3		2			root	0			0	0				0	30814	0	3000	0		effects_10301_skillA2	effects_skillA2		90	1			
30813	四糸乃-必杀-1级-冰霜循环	effect1	effects_10301_skillC2	down2						1	0		100-70	bdbox_eff	0.5	1				0	0		3		2			root	0			0	0				0	30815	0	3000	0		effects_10301_skillA2	effects_skillA2		135	1			
30814	四糸乃-必杀-1级-旋风消失	effect0	effects_10301_skillC2	up3						0	2		100-70	bdbox_eff	1	1	1	-200		1	5100		3		2				3	-1000_-1000_2000_2000	1	0	0				0		0	0	0		effects_10301_skillA2	effects_skillA2		170	1			
30815	四糸乃-必杀-1级-冰霜消失	effect0	effects_10301_skillC2	down3						0	0		100-70	bdbox_eff	0.5	1				0			3		2				3	-1000_-1000_2000_2000	1	0	0				0		0	0	0		effects_10301_skillA2	effects_skillA2		0	1			
30820	四糸乃-必杀-2级-旋风出现	effect2	effects_10301_skillC2	up1						0	2		100-70	bdbox_eff	1.2	1	1	-200		1	5110		3		3	300			3	-1000_-1000_2000_2000	1	0	0				0	30822	0	0	0		effects_10301_skillA2	effects_skillA2		45	1			
30821	四糸乃-必杀-2级-冰霜出现	effect2	effects_10301_skillC2	down1						0	0		100-70	bdbox_eff	0.6	1				0	0		3		3	300			3	-1000_-1000_2000_2000	1	0	0				0	30823	0	0	0		effects_10301_skillA2	effects_skillA2		90	1			
30822	四糸乃-必杀-2级-旋风循环	effect0	effects_10301_skillC2	up2						1	2		100-70	bdbox_eff	1.2	1	1	-200		1	5110-5111		3		2			root	0			0	0				0	30824	0	5000	0		effects_10301_skillA2	effects_skillA2		135	1			
