	剧本号	约会类型(1主线2日常4特殊5外传）	条件	分支节点权重	触发几率	名称	文本内容	文字显示方式(1:逐个出现;2:直接出现)	特殊标注文字配置	文字框	选项类型	特殊选项	插入图片	插入图片1	插入图片2	插入图片3	快进停止	跳转（选项）	注释（1选项2收束3选项+收束4剧本开始5出现选项6单一选项7未使用）	添加标记	删除标记	人物模型1	模型出现方式1	模型消失方式1	人物动作1	快进时是否忽略1	人物面部1	表情包1	表情动作1	站位1	坐标偏移1	大小1	人物路径2	模型出现方式2	模型消失方式2	人物动作2	快进时是否忽略2	人物面部2	表情包2	表情动作2	站位2	坐标偏移2	大小2	人物模型3	模型出现方式3	模型消失方式3	人物动作3	快进时是否忽略3	人物面部3	表情包3	表情动作3	站位3	坐标偏移3	大小3	抖动效果参数	抖动对象(0:背景，1：模型1,2：模型2,3：模型3)	电话表现路径	电话表现动作	特效	背景	背景出现	背景效果(1：灰色，2：红色)	背景大小	运镜时间	背景坐标(中心点偏移)	bgm	背景音大小(1-100)	语音	角色嘴部动画	场景音效	普通音效	cg	CG锁定时间	事件类型	评分	显示评分	是否隐藏ui	一段时间后自动下一句（单位毫秒）	是否回忆	是否旁白	调用短信短信	奖励内容	重复完成奖励内容	可完成次数	视频	视频	结局	节点消耗	节点奖励	小游戏	规则	随机文本1	随机文本2	外传结局	解锁结局	事件结算内容	外传结算内容（初次达成）	外传结算内容（多次达成）	额外奖励
140101506	102010115	1	{}		100		她们的眼神更加警惕了。	1	{}				{}					140101507													{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	
140101507	102010115	1	{}		100		1	1	{}				{}					140101508													{}											{}											{}												{}												1	1				{}	{}					{}	{}		{}					{}	{}	{}	
140101508	102010115	1	{}		100	山吹亚衣 	说起来之前鸢一同学在教室特别郑重地给%s道歉呢，低声下气的那种！	1	{}				{}					140101509													{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	
140101509	102010115	1	{}		100	叶樱麻衣	你抓住折纸同学的把柄了？	1	{}				{}					140101510													{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	
140101510	102010115	1	{}		100	1	怎、怎么可能啊……	1	{}				{}					140101511													{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	
140101511	102010115	1	{}		100	叶樱麻衣	没有？那折纸同学最近心神不宁，茶不思饭不想的。	1	{}				{}					140101512													{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	
140101512	102010115	1	{}		100	山吹亚衣 	是啊，今天的午饭都没吃呢。	1	{}				{}					140101513													{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	
140101513	102010115	1	{}		100	叶樱麻衣	超级天才、学霸大美女的折纸同学都不放过啊。	1	{}				{}					140101514													{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	
140101514	102010115	1	{}		100		1	1	{}				{}					140101515													{}											{}											{}												{}												1	1				{}	{}					{}	{}		{}					{}	{}	{}	
140101515	102010115	1	{}		100	藤袴美衣	真可怜啊。	1	{}				{}					140101516													{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	
140101516	102010115	1	{}		100		1	1	{}				{}					140101517													{}											{}											{}												{}												1	1				{}	{}					{}	{}		{}					{}	{}	{}	
140101517	102010115	1	{}		100		折纸最近心神不宁、午饭都没吃……？	1	{}				{}					140101518													{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	
140101518	102010115	1	{}		100		我走到折纸的座位旁，果然有一份便当被遗忘在桌子抽屉，看起来完全没碰过的模样。	1	{}				{}					140101519													{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	
140101519	102010115	1	{}		100		书桌上还有未收拾的课本，上面竟然一个字也没写。	1	{}				{}					140101520													{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	
140101520	102010115	1	{}		100	1	这完全不是折纸的风格啊。	1	{}				{}					140101521													{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	
140101521	102010115	1	{}		100		作为天才学霸的折纸，平时学习十分勤奋努力。不做笔记的情况确实太少见了……	1	{}				{}					140101522													{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	
140101522	102010115	1	{}		100		还在为那件事耿耿于怀吗……	1	{}				{}				1	140101523													{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	
140101523	102010115	1	{}		100		1	1	{}				{}																		{}											{}											{}												{}												1	1				{}	{}					{}	{}		{}					{"items":{543132:1}}	{}	{}	
																																																																																																			
140101601	102010116	1	{}		100		1	1	{}				{}					140101602	4												{}											{}											{}							scene/bg/bg_xuexiao.png	1		1.75	-1	{"x":-426,"y":-240}												1	1				{}	{}					{}	{}		{}					{}	{}	{}	
140101602	102010116	1	{}		100		不知不觉走到了学校的公告栏。	1	{}				{}					140101603													{}											{}											{}												{}	sound/bgm/date_021.mp3																{}	{}					{}	{}		{}					{}	{}	{}	
140101603	102010116	1	{}		100		荣誉榜上，鸢一折纸的名字大大的排在第一。	1	{}				{}					140101604													{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	
140101604	102010116	1	{}		100		物理竞赛吗……	1	{}				{}					140101605													{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	
140101605	102010116	1	{}		100	1	折纸果然很优秀啊。	1	{}				{}					140101606													{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	
140101606	102010116	1	{}		100		我不禁感叹着。	1	{}				{}					140101607													{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	
140101607	102010116	1	{}		100	五河琴里	相比而言，仅仅是和精灵对话而进行一些训练而已，\n你的成绩落了好大一截呢！	1	{}				{}					140101608													{}											{}											{}				effect/dianhua/dianhua	dianhua							{}				1													{}	{}					{}	{}		{}					{}	{}	{}	
140101608	102010116	1	{}		100	1	呜哇——！琴里！你居然还在……	1	{}				{}					140101609													{}											{}											{}		0.1-7-9-5-0.024	4									{}																	{}	{}					{}	{}		{}					{}	{}	{}	
140101609	102010116	1	{}		100		耳机里突然传出琴里的声音，吓了我一跳。	1	{}				{}					140101610													{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	
140101610	102010116	1	{}		100	五河琴里	我要实时监控你约会的各项数值！笨蛋哥哥！	1	{}				{}					140101611													{}											{}											{}				effect/dianhua/dianhua	dianhua							{}				1													{}	{}					{}	{}		{}					{}	{}	{}	
140101611	102010116	1	{}		100	1	可是折纸并不是精灵……没什么影响吧。	1	{}				{}					140101612													{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	
140101612	102010116	1	{}		100	五河琴里	如果平时训练的时候不注意收集心情数据，等真正面对精灵的时候再临时做准备吗？	1	{}				{}					140101613													{}											{}											{}				effect/dianhua/dianhua	dianhua							{}				1													{}	{}					{}	{}		{}					{}	{}	{}	
140101613	102010116	1	{}		100	1	呃……	1	{}				{}					140101614													{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	
140101614	102010116	1	{}		100	五河琴里	还是说，你想偷偷和折纸幽会？是想做什么不可描述的事情吗？	1	{}				{}					140101615													{}											{}											{}				effect/dianhua/dianhua	dianhua							{}				1													{}	{}					{}	{}		{}					{}	{}	{}	
140101615	102010116	1	{}		100	1	怎么可能……只是随便说说而已啊。	1	{}				{}					140101616													{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	
140101616	102010116	1	{}		100	五河琴里	我就知道你没那个胆子。	1	{}				{}				1	140101617													{}											{}											{}				effect/dianhua/dianhua	dianhua							{}				1													{}	{}					{}	{}		{}					{}	{}	{}	
140101617	102010116	1	{}		100		不过这么说来，折纸确实十分厉害啊。我还经常需要折纸给我补课，真是惭愧……	1	{}				{}																		{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	
																																																																																																			
140101701	102010117	1	{}		100		1	1	{}				{}					140101702	4												{}											{}											{}							scene/bg/bg_keting.png	1		1.3	-1	{}												1	1				{}	{}					{}	{}		{}					{}	{}	{}	
140101702	102010117	1	{}		100	1	我回来了。	1	{}				{}					140101703													{}											{}											{}												{}	sound/bgm/date_013.mp3																{}	{}					{}	{}		{}					{}	{}	{}	
140101703	102010117	1	{}		100		很少见地，十香并没有冲出来迎接我。	1	{}				{}					140101704													{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	
140101704	102010117	1	{}		100		打开的电视里传来女主持人的声音。	1	{}				{}					140101705													{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	
140101705	102010117	1	{}		100	女主持人	分三次加入打散的鸡蛋液，每次都要打至融合后再加入下一次蛋液，这个时候的黄油体积蓬松，颜色发白的类似奶油霜状……	1	{}				{}					140101706													{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	
140101706	102010117	1	{}		100	1	十香，你在看料理节目吗？	1	{}				{}					140101707				10107	3							2	{}	1.2										{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	
140101707	102010117	1	{}		100	夜刀神十香	唔姆，我也要做这个给%s吃！	1	{}				{}					140101708				1			id_normal_6						{}											{}											{}												{}				1													{}	{}					{}	{}		{}					{}	{}	{}	
140101708	102010117	1	{}		100	夜刀神十香	这个“世界上最好吃的曲奇饼干”！	1	{}				{}					140101709				1									{}											{}											{}												{}				1													{}	{}					{}	{}		{}					{}	{}	{}	
140101709	102010117	1	{}		100	1	十香不是已经会做曲奇饼干了吗？	1	{}				{}					140101710				1									{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	
140101710	102010117	1	{}		100		我记得料理课有学过，而且当时十香和折纸为了让我品尝，还起过冲突……	1	{}				{}					140101711				1									{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	
140101711	102010117	1	{}		100	夜刀神十香	嗯！我要做“世界上最好吃的”！是最好吃的哦~比鸢一折纸的还好吃！	1	{}				{}					140101712				1			id_normal_9						{}											{}											{}												{}				1													{}	{}					{}	{}		{}					{}	{}	{}	
140101712	102010117	1	{}		100	1	啊，这样啊……	1	{}				{}					140101713				1									{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	
140101713	102010117	1	{}		100		说起来折纸确实很擅长做曲奇饼干之类的。	1	{}				{}					140101714				1									{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	
140101714	102010117	1	{}		100	夜刀神十香	%s，我一定会超越鸢一折纸的！	1	{}				{}				1	140101715				1			id_pose_10		id_look_6				{}											{}											{}												{}				1													{}	{}					{}	{}		{}					{}	{}	{}	
140101715	102010117	1	{}		100	1	啊啊，好的，那就加油吧，我等着品尝哦。	1	{}				{}									1									{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	
																																																																																																			
140101801	102010101	1	{}		100		1	1	{}				{}					140101802	4												{}											{}											{}							scene/bg/bg_tiyuguan.png	1		1.3	-1	{}												1	1				{}	{}					{}	{}		{}					{}	{}	{}	
140101802	102010101	1	{}		100		到处都没有折纸的身影，到底去哪了呢……	1	{}				{}					140101803													{}											{}											{}												{}	sound/bgm/date_001.mp3																{}	{}					{}	{}		{}					{}	{}	{}	
140101803	102010101	1	{}		100	1	折纸——你在哪——	1	{}				{}					140101804													{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	
140101804	102010101	1	{}		100	五河琴里	笨蛋秃驴，光喊就能找到吗？	1	{}				{}					140101805													{}											{}											{}				effect/dianhua/dianhua	dianhua							{}				1													{}	{}					{}	{}		{}					{}	{}	{}	
140101805	102010101	1	{}		100	1	只是脱口而出而已……	1	{}				{}					140101806													{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	
140101806	102010101	1	{}		100	鸢一折纸	嗯？%s，你找我？	1	{}				{}					140101807				10204	3		id_pose_1		id_look_3			2	{}	1.2										{}											{}												{}				1													{}	{}					{}	{}		{}					{}	{}	{}	
140101807	102010101	1	{}		100	1	唔哇——	1	{}				{}					140101809				1									{}											{}											{}		0.1-7-9-5-0.024	4									{}																	{}	{}					{}	{}		{}					{}	{}	{}	
140101809	102010101	1	{}		100	1	别突然出现啊……万一心脏摆停了怎么办。	1	{}				{}					140101810				1									{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	
140101810	102010101	1	{}		100	鸢一折纸	没关系，我会给你做人工呼吸。	1	{}				{}					140101811				1			id_pose_3		id_look_5				{}											{}											{}												{}				1													{}	{}					{}	{}		{}					{}	{}	{}	
140101811	102010101	1	{}		100	1	现在不是这个问题吧……	1	{}				{}					140101812				1									{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	
