	剧本号	约会类型(1主线2日常4特殊5外传）	条件	分支节点权重	触发几率	名称	文本内容	文字显示方式	特殊标注文字配置	文字框	选项类型	特殊选项	插入图片	插入图片1	插入图片2	插入图片3	快进停止	跳转（选项）	注释	添加标记	删除标记	人物模型1	模型出现方式1	模型消失方式1	人物动作1	快进时是否忽略1	人物面部1	表情包1	表情动作1	站位1	坐标偏移1	大小1	人物路径2	模型出现方式2	模型消失方式2	人物动作2	快进时是否忽略2	人物面部2	表情包2	表情动作2	站位2	坐标偏移2	大小2	人物模型3	模型出现方式3	模型消失方式3	人物动作3	快进时是否忽略3	人物面部3	表情包3	表情动作3	站位3	坐标偏移3	大小3	抖动效果参数	抖动对象(0:背景，1：模型1,2：模型2,3：模型3)	电话表现路径	电话表现动作	特效	背景	背景出现	背景效果(1：灰色，2：红色)	背景大小	运镜时间	背景坐标(中心点偏移)	bgm	背景音大小(1-100)	语音	角色嘴部动画	场景音效	普通音效	cg	CG锁定时间	事件类型	评分	显示评分	是否隐藏ui	一段时间后自动下一句（单位毫秒）	是否回忆	是否旁白	调用短信短信	奖励内容	重复完成奖励内容	可完成次数	视频	视频	结局	节点消耗	节点奖励	小游戏	规则	随机文本1	随机文本2	外传结局	解锁结局	事件结算内容	外传结算内容（初次达成）	外传结算内容（多次达成）	额外奖励
145101206	103010112	1	{}		100	1	嗯？我好像也没什么急事啊。	1	{}				{}					145101207				1									{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	{}
145101207	103010112	1	{}		100	村雨令音	四糸乃可是在公园等你好久了。	1	{}				{}					145101208				1			id_pose_7		id_look_1				{}											{}											{}												{}				1													{}	{}					{}	{}		{}					{}	{}	{}	{}
145101208	103010112	1	{}		100	村雨令音	我本来是想把她接回去的，但她告诉我，是在等你过去哦！	1	{}				{}					145101209				1			id_normal_12						{}											{}											{}												{}				1													{}	{}					{}	{}		{}					{}	{}	{}	{}
145101209	103010112	1	{}		100	1	哇啊！我竟然将这件事忘了！我马上就过去！	1	{}				{}				1	145101210				1									{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	{}
145101210	103010112	1	{}		100	村雨令音	去吧，路上小心。	1	{}				{}									1			id_normal_1						{}											{}											{}												{}				1													{}	{}					{}	{}		{}					{}	{}	{}	{}
																																																																																																			
145101301	103010113	1	{}		100		 	1	{}				{}					145101302	4												{}											{}											{}							scene/bg/bg_gongyuan.png	1		1.3	-1	{"x":0,"y":0}												1	1				{}	{}					{}	{}		{}					{}	{}	{}	{}
145101302	103010113	1	{}		100	1	四糸乃到底在哪……在哪里。	1	{}				{}					145101303													{}											{}											{}												{}	sound/bgm/date_009.mp3																{}	{}					{}	{}		{}					{}	{}	{}	{}
145101303	103010113	1	{}		100		 	1	{}				{}					145101304													{}											{}											{}							scene/bg/bg_gongyuan.png	1		1.3	-1	{"x":51,"y":0}												1	1				{}	{}					{}	{}		{}					{}	{}	{}	{}
145101304	103010113	1	{}		100		我焦急地寻找着四糸乃的身影，却没有她的踪影。	1	{}				{}					145101305													{}											{}											{}												{}	sound/bgm/date_009.mp3																{}	{}					{}	{}		{}					{}	{}	{}	{}
145101305	103010113	1	{}		100	1	可恶，令音小姐不是说在这边吗？	1	{}				{}					145101306													{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	{}
145101306	103010113	1	{}		100		诺大的公园里，植物遮挡了我的视线，让我无法确认四糸乃是不是在这里。	1	{}				{}					145101307													{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	{}
145101307	103010113	1	{}		100		到植物茂密的地方寻找	1	{}				{}					145101308													{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	{}
145101308	103010113	1	{}		100	1	哈啊，不过这里的植物实在太茂密了啊！	1	{}				{}					145101309													{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	{}
145101309	103010113	1	{}		100	1	看样子只能给琴里打电话了。	1	{}				{}					145101317													{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	{}
145101310	103010113	1	{}		100		大喊四糸乃的名字。	1	{}				{}					145101311													{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	{}
145101311	103010113	1	{}		100	1	四糸乃！你在附近吗！	1	{}				{}					145101312													{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	{}
145101312	103010113	1	{}		100		我大喊了几声，完全没有听到对方的回应。	1	{}				{}					145101313													{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	{}
145101313	103010113	1	{}		100	1	看样子只能给琴里打电话了。	1	{}				{}					145101317													{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	{}
145101314	103010113	1	{}		100		看来只能联系琴里了。	1	{}				{}					145101315													{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	{}
145101315	103010113	1	{}		100	1	没办法了，只能联系琴里了……	1	{}				{}					145101316													{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	{}
145101316	103010113	1	{}		100	四糸乃	呃……%s……	1	{}				{}					145101317				10303	3		id_normal_9					2	{}	1.3										{}											{}												{}				1													{}	{}					{}	{}		{}					{}	{}	{}	{}
145101317	103010113	1	{}		100		在我刚准备按下拨号键，衣角却被人拉扯了一下，我回过头，正好看见半蹲着的四糸乃。	1	{}				{}					145101318				1									{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	{}
145101318	103010113	1	{}		100	四糸奈	真是的，%s小哥让女孩子等这么久，可不是什么绅士行为哦。	1	{}				{}					145101319				1									{}											{}											{}												{}				1													{}	{}					{}	{}		{}					{}	{}	{}	{}
145101319	103010113	1	{}		100	1	实在是抱歉，我来晚了，走吧，我们回家~	1	{}				{}					145101320				1			id_favor1						{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	{}
145101320	103010113	1	{}		100		她迟疑地点了点头，握住了我的手。	1	{}				{}					145101321				1									{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	{}
145101321	103010113	1	{}		100	四糸乃	好……	1	{}				{}				1	145101322				1			id_normal_6						{}											{}											{}												{}				1													{}	{}					{}	{}		{}					{}	{}	{}	{}
145101322	103010113	1	{}		100	四糸奈	呼呼，回去咯！	1	{}				{}									1									{}											{}											{}												{}				1													{}	{}					{}	{}		{}					{"quality":{103102:2}}	{}	{}	{}
																																																																																																			
145101401	103010114	1	{}		100		 	1	{}				{}					145101402	4												{}											{}											{}							scene/bg/bg_zhihuibu.png	1		1.3	-1	{"x":0,"y":0}												1	1				{}	{}					{}	{}		{}					{}	{}	{}	{}
145101402	103010114	1	{}		100	1	神无月，神无月先生。	1	{}				{}					145101403													{}											{}											{}												{}	sound/bgm/date_018.mp3																{}	{}					{}	{}		{}					{}	{}	{}	{}
145101403	103010114	1	{}		100		我拍了拍已经躺在我面前很久的神无月，对方还是没有什么反应。	1	{}				{}					145101404													{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	{}
145101404	103010114	1	{}		100	1	请挪一挪位置，不然我可能会踩到你哦。	1	{}				{}					145101405													{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	{}
145101405	103010114	1	{}		100		我特意把声音放大了三倍，不过还是没有收到什么成效。	1	{}				{}					145101406													{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	{}
145101406	103010114	1	{}		100		当我准备从他身上跨过去时……	1	{}				{}					145101407													{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	{}
145101407	103010114	1	{}		100	神无月恭平	啊——司令，就算多踩几次也是没问题的哦。	1	{}				{}					145101408													{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	{}
145101408	103010114	1	{}		100	1	你睁开眼睛看看，我不是琴里。	1	{}				{}					145101409													{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	{}
145101409	103010114	1	{}		100	神无月恭平	什么？不可能，我明明计算得完美无缺。	1	{}				{}					145101410													{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	{}
145101410	103010114	1	{}		100		他拍了拍自己衣服上的灰尘站起来，表情恢复了严肃。	1	{}				{}					145101411													{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	{}
145101411	103010114	1	{}		100	1	你在这里干什么呢，神无月先生。	1	{}				{}					145101412													{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	{}
145101412	103010114	1	{}		100	神无月恭平	我在来接受司令爱的劳改的！	1	{}				{}					145101413													{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	{}
145101413	103010114	1	{}		100	神无月恭平	啊，司令，请尽情蹂躏我吧！	1	{}				{}					145101414													{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	{}
145101414	103010114	1	{}		100	1	呃……那我就不打扰了，再见！	1	{}				{}				1	145101415													{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	{}
145101415	103010114	1	{}		100	神无月恭平	%s君，记得要转告司令我对她的忠诚！	1	{}				{}																		{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	{}
																																																																																																			
145101501	103010115	1	{}		100		 	1	{}				{}					145101502	4												{}											{}											{}							scene/bg/bg_shuishangleyuan.png	1		1.75	-1	{"x":-426,"y":-240}												1	1				{}	{}					{}	{}		{}					{}	{}	{}	{}
145101502	103010115	1	{}		100	1	亚衣，你怎么了吗？	1	{}				{}					145101503													{}											{}											{}												{}	sound/bgm/date_006.mp3																{}	{}					{}	{}		{}					{}	{}	{}	{}
145101503	103010115	1	{}		100		在水上乐园的售票部，我发现无精打采的亚衣。	1	{}				{}					145101504													{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	{}
145101504	103010115	1	{}		100	山吹亚衣 	可恶啊！为什么会发生这种事！	1	{}				{}					145101505													{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	{}
145101505	103010115	1	{}		100	1	诶？慢点说……到底怎么回事。	1	{}				{}					145101506													{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	{}
145101506	103010115	1	{}		100	山吹亚衣 	刚刚过来打工几天，冲浪板就被可恶的家伙刻坏了！	1	{}				{}					145101507													{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	{}
145101507	103010115	1	{}		100	1	嗯？	1	{}				{}					145101508													{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	{}
145101508	103010115	1	{}		100		我拿起一块破损的冲浪板，发现上面有人用锐器刻下了一串日期。	1	{}				{}				1	145101509													{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	{}
145101509	103010115	1	{}		100	山吹亚衣 	%s同学，你一定要帮帮我啊！	1	{}				{}					145101510-145101514-145101518													{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	{}
145101510	103010115	1	{}		100		提条件	1	{}				{}					145101511													{}											{}											{}												{}																	{}	{}					{}	{"quality":{103103:4},"sign":[102]}		{}					{}	{}	{}	{}
145101511	103010115	1	{}		100	1	帮忙倒是可以，但是亚衣以后能不能对我友好一点啊。	1	{}				{}					145101512													{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	{}
145101512	103010115	1	{}		100	山吹亚衣 	呜呜呜……这是趁人之危吗！	1	{}				{}				1	145101513													{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	{}
145101513	103010115	1	{}		100	1	哇啊！不要哭啊！我答应你就是了。	1	{}				{}																		{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	{}
145101514	103010115	1	{}		100		表示很为难	1	{}				{}					145101515													{}											{}											{}												{}																	{}	{}					{}	{"quality":{103102:2},"sign":[102]}		{}					{}	{}	{}	{}
145101515	103010115	1	{}		100	1	其实……我也不是什么侦探啦。	1	{}				{}					145101516													{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	{}
145101516	103010115	1	{}		100	山吹亚衣 	呜呜呜……要让我最后的希望也破灭吗？	1	{}				{}				1	145101517													{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	{}
145101517	103010115	1	{}		100	1	哇啊！不要哭啊！我答应你就是了。	1	{}				{}																		{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	{}
145101518	103010115	1	{}		100		答应调查	1	{}				{}					145101519													{}											{}											{}												{}																	{}	{}					{}	{"quality":{103101:2},"sign":[102]}		{}					{}	{}	{}	{}
145101519	103010115	1	{}		100	1	这……这个嘛，我会努力调查的。	1	{}				{}				1	145101520													{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	{}
145101520	103010115	1	{}		100	山吹亚衣 	那就麻烦你了！	1	{}				{}																		{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	{}
																																																																																																			
145101601	103010116	1	{}		100		 	1	{}				{}					145101602	4												{}											{}											{}							scene/bg/bg_shenshe.png	1		1.3	-1	{"x":0,"y":0}												1	1				{}	{}					{}	{}		{}					{}	{}	{}	{}
145101602	103010116	1	{}		100		 	1	{}				{}					145101603													{}											{}											{}												{}	sound/bgm/date_013.mp3											1	1				{}	{}					{}	{}		{}					{}	{}	{}	{}
145101603	103010116	1	{}		100	冈峰珠慧	神明，请保佑我。	1	{}				{}					145101604													{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	{}
145101604	103010116	1	{}		100		例行洗手后上山，我在祈愿台附近，听到了熟悉的声音。	1	{}				{}					145101605													{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	{}
145101605	103010116	1	{}		100		小珠老师正在虔诚地鞠躬，完全没有发现走到身边的我。	1	{}				{}					145101606													{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	{}
145101606	103010116	1	{}		100	1	小珠老师，这么巧吗？	1	{}				{}					145101607													{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	{}
