	剧本号	约会类型(1主线2日常4特殊）	条件	分支节点权重	触发几率	标题显示（手机）	头像显示（手机）	名称	文本内容	文字显示方式	特殊标注文字配置	文字框	选项类型	特殊选项	插入图片	插入图片1	插入图片2	插入图片3	快进停止	跳转（选项）	注释（1选项2收束3选项+收束4剧本开始5出现选项6单一选项7未使用）	人物模型1	模型出现方式1	模型消失方式1	人物动作1	快进时是否忽略1	人物面部1	表情包1	表情动作1	站位1	坐标偏移1	大小1	人物模型2	模型出现方式2	模型消失方式2	人物动作2	快进时是否忽略2	人物面部2	表情包2	表情动作2	站位2	坐标偏移2	大小2	人物模型3	模型出现方式3	模型消失方式3	人物动作3	快进时是否忽略3	人物面部3	表情包3	表情动作3	站位3	坐标偏移3	大小3	抖动效果参数	抖动对象(0:背景，1：模型1,2：模型2,3：模型3)	电话表现路径	电话表现动作	特效	背景	背景出现	背景效果(1：灰色，2：红色)	背景大小	运镜时间	背景坐标(中心点偏移)	bgm	背景音大小(1-100)	语音	角色嘴部动画	场景音效	普通音效	cg	CG锁定时间	事件类型	评分	显示评分	是否隐藏ui	一段时间后自动下一句（单位毫秒）	是否回忆	是否旁白	奖励内容	重复完成奖励内容	可完成次数	视频	视频	结局	节点消耗	节点奖励	小游戏	规则	随机文本1	随机文本2
11201201	1103002	1	{}		100				剪刀	1	{}			{}	{}					11201102	1	10303			id_pose_1		id_look_2			2	{}	1.2										{}											{}							scene/bg/bg_shenshe.png			1	-1	{}	sound/bgm/date_002.mp3									5	1					{}	{}					{}	{}		{}		
11201301	1103002	1	{}		100				布	1	{}			{}	{}					11201102	1	10303			id_pose_1		id_look_2			2	{}	1.2										{}											{}							scene/bg/bg_shenshe.png			1	-1	{}	sound/bgm/date_002.mp3									5	1					{}	{}					{}	{}		{}		
11201102	1103002	1	{}		100			四糸奈	『哈哈~赢了赢了！四糸乃我们领先啦！』	1	{}			{}	{}					11201103	2	1			id1_tuzi					2	{}	1.2										{}											{}										1		{}			sound/role/sisinai/YOSHINON_S_14.mp3								1					{}	{}					{}	{}		{}		
11201103	1103002	1	{}		100			1	「嘛……一会儿我会追上来的。」	1	{}			{}	{}					11201104		1			id_pose_1		id_look_2			2	{}	1.2										{}											{}										1		{}																{}	{}					{}	{}		{}		
11201104	1103002	1	{}		100			四糸奈	『我们先上去等你哦。』	1	{}			{}	{}					11201105		1			id1_tuzi					2	{}	1.2										{}											{}										1		{}																{}	{}					{}	{}		{}		
11201105	1103002	1	{}		100			四糸乃	「……赢了~」	1	{}			{}	{}					11201106		1			id_pose_6		id_look_2			2	{}	1.2										{}											{}										1		{}			sound/role/sisinai/YOSHINO_S_01.mp3													{}	{}					{}	{}		{}		
11201106	1103002	1	{}		100				四糸乃的手放在身后，像小兔子似的一蹦一跳地上了台阶。	1	{}			{}	{}					11201107		1								2	{}	1.2										{}											{}										1		{}																{}	{}					{}	{}		{}		
11201107	1103002	1	{}		100			1	「接下来我可不会松懈了！」	1	{}			{}	{}					11201108		1			id_pose_1					2	{}	1.2										{}											{}										1		{}																{}	{}					{}	{}		{}		
11201108	1103002	1	{}		100			四糸奈	『我们不会怕的！加油四糸乃！』	1	{}			{}	{}					11201109		1			id1_tuzi					2	{}	1.2										{}											{}										1		{}			sound/role/sisinai/YOSHINON_S_04.mp3													{}	{}					{}	{}		{}		
11201109	1103002	1	{}		100			四糸乃	「嗯……加油~」	1	{}			{}	{}					11201110		1			id_pose_6		id_look_7			2	{}	1.2										{}											{}										1		{}																{}	{}					{}	{}		{}		
11201110	1103002	1	{}		100				……这个，又输了么……四糸乃和我又拉开了距离，站在台阶高处。	1	{}			{}	{}				1	11201111		1			id_pose_6		id_look_1			2	{}	1.2										{}											{}										1		{}											1					{}	{}					{}	{}		{}		
11201111	1103002	1	{}		100				我抬头和她继续游戏，正好瞥见了她短裙下的一角。	1	{}			{}	{}					11301101-11301201	5	1								2	{}	1.2										{}											{}										1		{}											1					{}	{}					{}	{}		{}		
11301101	1103002	1	{}		100				「四糸乃……注意裙子！裙子！」	1	{}			{}	{}					11301102	1	10303			id_pose_6		id_look_1			2	{}	1.2										{}											{}							scene/bg/bg_shenshe.png			1	-1	{}	sound/bgm/date_002.mp3									-10	1					{}	{}					{}	{}		{}		
11301201	1103002	1	{}		100				「看不见！看不见！」	1	{}			{}	{}					11301102	1	10303			id_pose_6		id_look_1			2	{}	1.2										{}											{}							scene/bg/bg_shenshe.png			1	-1	{}	sound/bgm/date_002.mp3									-10	1					{}	{}					{}	{}		{}		
11301102	1103002	1	{}		100				四糸乃听后慌张地捂住裙子，红着脸看向我。	1	{}			{}	{}					11301103	2	1			id_pose_2		id_look_4			2	{}	1.2										{}											{}										1		{}											1					{}	{}					{}	{}		{}		
11301103	1103002	1	{}		100			1	「那个……我什么都没看到！」	1	{}			{}	{}					11301104		1			id_pose_1					2	{}	1.2										{}											{}										1		{}											1					{}	{}					{}	{}		{}		
11301104	1103002	1	{}		100			四糸奈	『诶嘿嘿，原来如此，%s 是故意输的吗？』	1	{}			{}	{}					11301105		1			id1_tuzi					2	{}	1.2										{}											{}										1		{}			sound/role/sisinai/YOSHINON_01.mp3								1					{}	{}					{}	{}		{}		
11301105	1103002	1	{}		100			四糸乃	「被……被看到了么……」	1	{}			{}	{}					11301106		1								2	{}	1.2										{}											{}										1		{}			sound/role/sisinai/YOSHINO_S_15.mp3								1					{}	{}					{}	{}		{}		
11301106	1103002	1	{}		100			四糸奈	『真是十足的色鬼！』	1	{}			{}	{}					11301107		1			id1_tuzi					2	{}	1.2										{}											{}										1		{}											1					{}	{}					{}	{}		{}		
11301107	1103002	1	{}		100			1	「真的没有看到啊！」	1	{}			{}	{}					11301108		1								2	{}	1.2										{}											{}										1		{}																{}	{}					{}	{}		{}		
11301108	1103002	1	{}		100			四糸奈	『真的吗？嘻嘻，其实就算看到了也没关系哦？』	1	{}			{}	{}					11301109		1			id1_tuzi					2	{}	1.2										{}											{}										1		{}			sound/role/sisinai/YOSHINON_S_03.mp3													{}	{}					{}	{}		{}		
11301109	1103002	1	{}		100			1	「哦……是嘛……不对不对！我真的什么都没看到啊！信我啊！」	1	{}			{}	{}					11301110		1								2	{}	1.2										{}											{}										1		{}																{}	{}					{}	{}		{}		
11301110	1103002	1	{}		100			四糸奈	『嘻嘻，那就勉为其难信你一次吧，%s 同学。让我们回到比赛吧，快点快点。』	1	{}			{}	{}					1011301111		1			id1_tuzi					2	{}	1.2										{}											{}										1		{}																{}	{}					{}	{}		{}		
1011301111	1103002		{}							1	{}			{}	{}					11301111											{}											{}											{}							scene/bg/bg_shenshe.png	2		1	-1	{}																{}	{}					{}	{}		{}		
11301111	1103002	1	{}		100			四糸奈	『你一直低着头做什么啊，继续啊，我们快赢了哦~』	1	{}			{}	{}					11301112		10303			id1_tuzi					2	{}	1.2										{}											{}										1		{}																{}	{}					{}	{}		{}		
11301112	1103002	1	{}		100			1	「来吧~我准备反超了！」	1	{}			{}	{}					11301113		1								2	{}	1.2										{}											{}										1		{}																{}	{}					{}	{}		{}		
11301113	1103002	1	{}		100			四糸奈	『你没有机会的，我们要保持优势呀~四糸乃加油。』	1	{}			{}	{}					11301114		1			id1_tuzi					2	{}	1.2										{}											{}										1		{}																{}	{}					{}	{}		{}		
11301114	1103002	1	{}		100				最终，四糸乃还是保持了优势，先一步台阶到达最顶层。	1	{}			{}	{}					11301115		1								2	{}	1.2										{}											{}										1		{}																{}	{}					{}	{}		{}		
11301115	1103002	1	{}		100			四糸奈	『哼哼哼，四糸乃和四糸奈可是无敌组合！赢啦！』	1	{}			{}	{}					11301116		1			id1_tuzi					2	{}	1.2										{}											{}										1		{}			sound/role/sisinai/YOSHINON_07.mp3													{}	{}					{}	{}		{}		
11301116	1103002	1	{}		100			四糸乃	「太好了……赢了~」	1	{}			{}	{}					1011301117		1								2	{}	1.2										{}											{}										1		{}			sound/role/sisinai/YOSHINO_36.mp3													{}	{}					{}	{}		{}		
1011301117	1103002		{}							1	{}			{}	{}					11301117											{}											{}											{}							scene/bg/bg_shenshe.png	2		1	-1	{}																{}	{}					{}	{}		{}		
11301117	1103002	1	{}		100				接下来我们开始玩捉迷藏，四糸乃在神社的鳥居下等待，我藏起来悄悄看她。	1	{}			{}	{}					11301118		10303			id_pose_1		id_look_1			2	{}	1.2										{}											{}										1		{}																{}	{}					{}	{}		{}		
11301118	1103002	1	{}		100			四糸奈	『这是个难题啊，四糸乃。』	1	{}			{}	{}					11301119		1			id1_tuzi					2	{}	1.2										{}											{}										1		{}			sound/role/sisinai/YOSHINON_S_03.mp3													{}	{}					{}	{}		{}		
11301119	1103002	1	{}		100			四糸乃	「嗯，怎么办……才好呢？」	1	{}			{}	{}					11301120		1								2	{}	1.2										{}											{}										1		{}			sound/role/sisinai/YOSHINO_S_08.mp3													{}	{}					{}	{}		{}		
11301120	1103002	1	{}		100			四糸奈	『神社就这么大，我们开始！』	1	{}			{}	{}					11301121		1			id1_tuzi					2	{}	1.2										{}											{}										1		{}																{}	{}					{}	{}		{}		
11301121	1103002	1	{}		100				四糸乃和四糸奈在神社里四处寻找着，这也看看，那也看看。	1	{}			{}	{}				1	11301122		1			id_pose_6		id_look_1			2	{}	1.2										{}											{}										1		{}											1					{}	{}					{}	{}		{}		
11301122	1103002	1	{}		100				一直找不到我，她的步伐变得有些焦急。	1	{}			{}	{}					11401101-11401201	5	1								2	{}	1.2										{}											{}										1		{}											1					{}	{}					{}	{}		{}		
11401101	1103002	1	{}		100				悄悄露出手让她找到	1	{}			{}	{}					11401102	1	10303			id_pose_1		id_look_8			2	{}	1.2										{}											{}							scene/bg/bg_shenshe.png			1	-1	{}	sound/bgm/date_002.mp3									10	1					{}	{}					{}	{}		{}		
11401201	1103002	1	{}		100				继续躲藏，让她寻找	1	{}			{}	{}					11401102	1	10303			id_pose_1		id_look_8			2	{}	1.2										{}											{}							scene/bg/bg_shenshe.png			1	-1	{}	sound/bgm/date_002.mp3									-5	1					{}	{}					{}	{}		{}		
11401102	1103002	1	{}		100				四糸乃又寻找了一会儿，我看见她越来越着急。	1	{}			{}	{}					11401103	2	1								2	{}	1.2										{}											{}										1		{}											1					{}	{}					{}	{}		{}		
11401103	1103002	1	{}		100			四糸奈	『别着急，会找到的。』	1	{}			{}	{}					11401104		1			id1_tuzi					2	{}	1.2										{}											{}										1		{}											1					{}	{}					{}	{}		{}		
11401104	1103002	1	{}		100			四糸乃	「……可是……这么久了……我是不是很笨？」	1	{}			{}	{}					11401105		1			id_pose_1		id_look_3			2	{}	1.2										{}											{}										1		{}			sound/role/sisinai/YOSHINO_S_08.mp3								1					{}	{}					{}	{}		{}		
11401105	1103002	1	{}		100			四糸奈	『四糸乃是最聪明的！你看那边！快看快看！』	1	{}			{}	{}					11401106		1			id1_tuzi					2	{}	1.2										{}											{}										1		{}																{}	{}					{}	{}		{}		
11401106	1103002	1	{}		100				四糸乃顺着方向，看到了我在许愿牌后露出的手臂。	1	{}			{}	{}					11401107		1			id_pose_2		id_look_3			2	{}	1.2										{}											{}										1		{}																{}	{}					{}	{}		{}		
11401107	1103002	1	{}		100			四糸乃	「找……找到了……~」	1	{}			{}	{}					11401108		1			id_pose_6		id_look_7			2	{}	1.2										{}											{}										1		{}			sound/role/sisinai/YOSHINO_36.mp3													{}	{}					{}	{}		{}		
11401108	1103002	1	{}		100			1	「被找到了啊。」	1	{}			{}	{}					11401109		1								2	{}	1.2										{}											{}										1		{}																{}	{}					{}	{}		{}		
11401109	1103002	1	{}		100				我走出去轻轻摸摸她的头。	1	{}			{}	{}					11401110		1			id_pose_1		id_look_7			2	{}	1.2										{}											{}										1		{}																{}	{}					{}	{}		{}		
11401110	1103002	1	{}		100			四糸奈	『乖乖乖，四糸乃最厉害了。』	1	{}			{}	{}					11401111		1			id1_tuzi					2	{}	1.2										{}											{}										1		{}			sound/role/sisinai/YOSHINON_04.mp3													{}	{}					{}	{}		{}		
11401111	1103002	1	{}		100				四糸乃满足的笑着，像是得到糖果的孩子。	1	{}			{}	{}					11401112		1			id_pose_6					2	{}	1.2										{}											{}										1		{}																{}	{}					{}	{}		{}		
11401112	1103002	1	{}		100			1	「那么，接下来玩什么呢？」	1	{}			{}	{}					11401113		1			id_pose_1		id_look_1			2	{}	1.2										{}											{}										1		{}																{}	{}					{}	{}		{}		
11401113	1103002	1	{}		100			四糸奈	『 %s ，四糸乃对那个有兴趣。』	1	{}			{}	{}					11401114		1			id1_tuzi					2	{}	1.2										{}											{}										1		{}			sound/role/sisinai/YOSHINON_S_14.mp3													{}	{}					{}	{}		{}		
11401114	1103002	1	{}		100				我顺着四糸乃指的方向看去，那是一排挂在树下的神签。	1	{}			{}	{}					11401115		1			id_pose_6		id_look_2			2	{}	1.2										{}											{}										1		{}																{}	{}					{}	{}		{}		
11401115	1103002	1	{}		100			1	「那个啊？四糸乃想要求签吗？」	1	{}			{}	{}					11401116		1								2	{}	1.2										{}											{}										1		{}																{}	{}					{}	{}		{}		
11401116	1103002	1	{}		100			四糸乃	「嗯。」	1	{}			{}	{}					11401117		1			id_pose_6		id_look_1			2	{}	1.2										{}											{}										1		{}			sound/role/sisinai/YOSHINO_S_09.mp3													{}	{}					{}	{}		{}		
11401117	1103002	1	{}		100			1	「好，我们去抽签吧~」	1	{}			{}	{}					11401118		1								2	{}	1.2										{}											{}										1		{}																{}	{}					{}	{}		{}		
11401118	1103002	1	{}		100				哗啦哗啦，四糸乃从签筒中摇出签条。	1	{}			{}	{}					11401119		1			id_pose_6		id_look_2			2	{}	1.2										{}											{}										1		{}																{}	{}					{}	{}		{}		
11401119	1103002	1	{}		100				我看了看我的签，大凶……爱情不顺，努力无用，愿望难以实现。	1	{}			{}	{}					11401120		1								2	{}	1.2										{}											{}										1		{}																{}	{}					{}	{}		{}		
11401120	1103002	1	{}		100			1	「大凶……算了， 四糸乃呢？」	1	{}			{}	{}					11401121		1								2	{}	1.4										{}											{}										1.1		{}																{}	{}					{}	{}		{}		
11401121	1103002	1	{}		100			四糸乃	「大吉。」	1	{}			{}	{}					11401122		1			id_pose_1		id_look_7			2	{}	1.4										{}											{}										1.1		{}			sound/role/sisinai/YOSHINO_S_08.mp3													{}	{}					{}	{}		{}		
11401122	1103002	1	{}		100			四糸奈	『四糸奈也是大吉哦~』	1	{}			{}	{}					11401123		1			id1_tuzi					2	{}	1.4										{}											{}										1.1		{}			sound/role/sisinai/YOSHINON_S_04.mp3													{}	{}					{}	{}		{}		
11401123	1103002	1	{}		100			四糸奈	『真是的， %s 你到底在干啥呢？』	1	{}			{}	{}					11401124		1			id_pose_6		id_look_7			2	{}	1.4										{}											{}										1.1		{}																{}	{}					{}	{}		{}		
11401124	1103002	1	{}		100			1	「啊哈哈，抱歉。」	1	{}			{}	{}					11401125		1								2	{}	1.4										{}											{}										1.1		{}																{}	{}					{}	{}		{}		
11401125	1103002	1	{}		100				我仔细想想，最近并没有做出什么愧对神明的事情啊。	1	{}			{}	{}					11401126		1								2	{}	1.4										{}											{}										1.1		{}																{}	{}					{}	{}		{}		
11401126	1103002	1	{}		100			1	「四糸乃，陪我去把签绑在树上吧。」	1	{}			{}	{}					11401127		1								2	{}	1.4										{}											{}										1.1		{}																{}	{}					{}	{}		{}		
11401127	1103002	1	{}		100			四糸乃	「嗯……我的……也要绑上去吗……？」	1	{}			{}	{}					11401128		1			id_pose_6		id_look_8			2	{}	1.4										{}											{}										1.1		{}																{}	{}					{}	{}		{}		
11401128	1103002	1	{}		100			1	「不用哦，四糸乃的是“大吉”，可以带回家，作为护身符。」	1	{}			{}	{}					11401129		1								2	{}	1.4										{}											{}										1.1		{}																{}	{}					{}	{}		{}		
11401129	1103002	1	{}		100			四糸乃	「……为什么……你的要绑上去呢？」	1	{}			{}	{}					11401130		1			id_pose_5		id_look_2			2	{}	1.4										{}											{}										1.1		{}			sound/role/sisinai/YOSHINO_S_12.mp3													{}	{}					{}	{}		{}		
11401130	1103002	1	{}		100			1	「我的是“大凶”，将它绑起来，可以消除厄运。」	1	{}			{}	{}					11401131		1								2	{}	1.4										{}											{}										1.1		{}																{}	{}					{}	{}		{}		
11401131	1103002	1	{}		100			四糸乃	「嗯……好的……%s 的厄运……四糸乃……要帮忙消除。」	1	{}			{}	{}					1011401132		1			id_pose_5		id_look_1			2	{}	1.4										{}											{}										1.1		{}	sound/bgm/date_005.mp3		sound/role/sisinai/YOSHINO_S_09.mp3													{}	{}					{}	{}		{}		
1011401132	1103002		{}							1	{}			{}	{}					11401132											{}											{}											{}							scene/bg/bg_shenshe.png	2		1	-1	{}																{}	{}					{}	{}		{}		
11401132	1103002	1	{}		100				和四糸乃坐在长椅上休息，牵着她的手，看着天空划过的飞机，仿佛时间是静止的。	1	{}			{}	{}					11401133		10303			id_pose_5		id_look_7			2	{}	1.4										{}											{}										1		{}																{}	{}					{}	{}		{}		
